,index,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,state,candidate_donor_weight
4758,9726,['H4NY07110'],C00552562,H,House,[2014],P,Principal campaign committee,T,2013-11-27,2014-02-28,2014-12-19,NY,1.0
4759,9727,['H4NV01146'],C00557090,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-02-12,2014-06-06,2015-08-05,NV,1.0
4760,9728,['H2FL18054'],C00502062,H,House,"[2012, 2014]",A,Authorized by a candidate,T,2011-09-06,2012-04-12,2013-04-17,FL,1.0
4761,9729,['H6FL26033'],C00614800,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-04-14,2016-04-14,2018-02-13,FL,1.0
4762,9730,['P60007481'],C00577775,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-05-11,2015-05-11,2018-04-26,SC,1.0
4763,9731,['S6LA00326'],C00608372,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2016-02-02,2016-02-24,2018-04-26,LA,1.0
4764,9732,['S6NY00391'],C00582478,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2015-07-29,2015-07-29,2018-04-26,NY,1.0
4765,9735,['H8UT03352'],C00652925,H,House,[2018],P,Principal campaign committee,T,2017-08-11,2017-10-12,2018-04-27,UT,1.0
4766,9736,['H6FL22073'],C00576660,H,House,[2016],P,Principal campaign committee,T,2015-04-23,2015-07-31,2016-07-28,FL,1.0
4767,9738,['H8CA50106'],C00637389,H,House,[2018],P,Principal campaign committee,T,2017-04-11,2017-12-27,2018-08-05,CA,1.0
4768,9739,['H2TX03258'],C00507897,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,T,2011-12-12,2011-12-12,2015-09-03,TX,1.0
4769,9740,['H8NY03177'],C00654889,H,House,[2018],P,Principal campaign committee,Q,2017-09-02,2018-04-04,2018-10-15,NY,1.0
4770,9741,['P60011129'],C00584292,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-08-21,2015-08-21,2018-04-26,SC,1.0
4771,9742,['H4NC05245'],C00560433,H,House,"[2014, 2016]",P,Principal campaign committee,A,2014-03-28,2014-08-20,2016-01-05,NC,1.0
4772,9743,['H2CO04102'],C00519827,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-04-26,2012-04-26,2013-03-22,CO,1.0
4773,9744,['H6NJ05171'],C00573949,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-03-11,2018-10-19,2018-11-02,NJ,1.0
4774,9745,['H8LA03037'],C00632448,H,House,[2018],P,Principal campaign committee,Q,2017-02-06,2018-01-02,2018-11-02,LA,1.0
4775,9746,['H8CA10126'],C00639146,H,House,[2018],P,Principal campaign committee,Q,2017-05-02,2018-09-27,2018-11-01,CA,1.0
4776,9747,['S8MO00160'],C00652727,S,Senate,[2018],P,Principal campaign committee,Q,2017-08-03,2018-09-19,2018-11-02,MO,1.0
4777,9748,['H8IN02185'],C00658997,H,House,[2018],P,Principal campaign committee,T,2017-10-26,2018-02-12,2018-07-17,IN,1.0
4778,9749,['H8SC04318'],C00672899,H,House,[2018],P,Principal campaign committee,Q,2018-03-09,2018-08-02,2018-10-31,SC,1.0
4779,9750,['S2FL00185'],C00577643,S,Senate,[2016],P,Principal campaign committee,A,2015-05-06,2015-05-06,2016-02-08,FL,1.0
4780,9752,['H8AR03074'],C00650093,H,House,[2018],P,Principal campaign committee,Q,2017-07-11,2017-07-11,2018-10-25,AR,1.0
4781,9753,['S2OH00170'],C00510537,N,PAC - Nonqualified,"[2012, 2014]",J,Joint fundraising committee,T,2012-01-23,2012-01-23,2013-02-06,VA,1.0
4782,9754,['S2OH00170'],C00508176,N,PAC - Nonqualified,"[2012, 2014]",J,Joint fundraising committee,T,2011-12-22,2011-12-22,2013-02-13,VA,1.0
4783,9755,['H8GA06179'],C00629360,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-11-30,2016-11-30,2017-03-27,GA,1.0
4784,9756,['H8TN07092'],C00662965,H,House,[2018],P,Principal campaign committee,T,2017-12-11,2017-12-11,2018-04-20,TN,1.0
4785,9757,['P60021326'],C00616615,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-05-05,2016-05-05,2018-04-26,AL,1.0
4786,9759,['H4OK02170'],C00562215,H,House,"[2014, 2016, 2018]",A,Authorized by a candidate,A,2014-04-24,2014-04-24,2018-04-26,OK,1.0
4787,9760,['P60020088'],C00610469,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-03-01,2016-03-01,2018-04-26,TX,1.0
4788,9761,['H2MS04167'],C00510032,H,House,[2012],P,Principal campaign committee,A,2011-12-28,2012-01-28,2012-03-07,MS,1.0
4789,9762,['H8CA50155'],C00664557,H,House,[2018],P,Principal campaign committee,T,2018-01-02,2018-01-10,2018-07-06,CA,1.0
4790,9763,['H8CA32088'],C00682179,H,House,[2018],P,Principal campaign committee,Q,2018-07-03,2018-07-03,2018-10-21,CA,1.0
4791,9764,['H8IN06145'],C00670067,H,House,[2018],P,Principal campaign committee,Q,2018-02-14,2018-02-14,2018-02-14,IN,1.0
4792,9765,['H8NJ04188'],C00658336,H,House,[2018],P,Principal campaign committee,Q,2017-10-17,2018-10-16,2018-11-02,NJ,1.0
4793,9766,['H2LA02099'],C00526400,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-08-06,2012-09-14,2013-01-09,LA,1.0
4794,9767,['S0AZ00343'],C00689927,S,Senate,[2018],P,Principal campaign committee,Q,2018-10-19,2018-10-19,2018-10-19,AZ,1.0
4795,9768,['H2MO02110'],C00503474,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-10-10,2011-10-10,2013-01-25,MO,1.0
4796,9770,['H4CA44157'],C00620724,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-06-27,2016-06-27,2018-04-27,CA,1.0
4797,9771,['H2SC05086'],C00519561,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-04-23,2012-04-23,2015-12-16,SC,1.0
4798,9772,['H4WA10010'],C00560342,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-03-27,2014-03-27,2015-02-13,WA,1.0
4799,9774,['H2OH14064'],C00546440,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2013-07-02,2014-07-15,2014-12-09,VA,1.0
4800,9775,['H4IL02186'],C00540427,H,House,[2014],P,Principal campaign committee,T,2013-01-04,2013-01-04,2013-08-07,IL,1.0
4801,9776,['H4MA07106'],C00556811,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-02-12,2014-02-12,2018-04-26,MA,1.0
4802,9778,['H4CA25115'],C00550616,H,House,"[2014, 2016]",P,Principal campaign committee,A,2013-10-22,2013-10-22,2015-10-16,CA,1.0
4803,9784,['H8SC04201'],C00663187,H,House,[2018],P,Principal campaign committee,T,2017-12-13,2017-12-13,2018-07-23,SC,1.0
4804,9786,['H8MA03122'],C00657213,H,House,[2018],P,Principal campaign committee,Q,2017-10-04,2018-06-17,2018-10-18,MA,1.0
4805,9787,['H2FL20076'],C00506766,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-11-30,2011-11-30,2013-01-25,FL,1.0
4806,9788,['H4FL23076'],C00547760,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-08-02,2013-08-02,2015-07-14,FL,1.0
4807,9789,['H8NY24132'],C00675538,H,House,[2018],P,Principal campaign committee,T,2018-04-06,2018-05-02,2018-08-30,NY,1.0
4808,9790,['H8CA28177'],C00635466,H,House,[2018],P,Principal campaign committee,Q,2017-03-21,2017-04-18,2017-04-18,CA,1.0
4809,9792,['H8TN06086'],C00650671,H,House,[2018],P,Principal campaign committee,Q,2017-07-18,2017-07-18,2018-10-13,TN,1.0
4810,9793,['P60021722'],C00619296,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-05-02,2016-05-02,2018-04-26,CA,1.0
4811,9794,['S8AL00340'],C00639401,S,Senate,[2018],P,Principal campaign committee,T,2017-05-01,2018-04-19,2018-06-25,AL,1.0
4812,9796,['H8AZ08067'],C00635730,H,House,[2018],P,Principal campaign committee,Q,2017-03-24,2017-03-24,2017-10-12,AZ,1.0
4813,9798,['H8GA06203'],C00630483,H,House,[2018],P,Principal campaign committee,T,2017-01-05,2017-03-06,2017-09-20,GA,1.0
4814,9799,['H8FL03046'],C00665885,H,House,[2018],P,Principal campaign committee,Q,2018-01-12,2018-01-12,2018-10-06,FL,1.0
4815,9800,['H8TX23154'],C00655480,H,House,[2018],P,Principal campaign committee,Q,2017-09-14,2017-09-21,2018-10-15,TX,1.0
4816,9802,['H2CA00120'],C00513077,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2012-02-16,2018-01-04,2018-11-02,CA,1.0
4817,9803,['H2CA00120'],C00528547,N,PAC - Nonqualified,"[2012, 2014, 2016, 2018]",J,Joint fundraising committee,Q,2012-09-07,2015-10-05,2018-10-25,CA,1.0
4818,9804,['H6NC13137'],C00613968,H,House,[2016],P,Principal campaign committee,T,2016-04-06,2016-08-08,2016-12-08,NC,1.0
4819,9805,['S4MN00361'],C00548446,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-08-20,2015-09-04,2018-10-15,MN,1.0
4820,9806,['H8CA42228'],C00634014,H,House,[2018],P,Principal campaign committee,Q,2017-02-27,2018-05-02,2018-10-30,CA,1.0
4821,9807,['H6WI05102'],C00584318,H,House,[2016],P,Principal campaign committee,T,2015-08-21,2015-08-21,2016-05-16,WI,1.0
4822,9808,['H8PA05220'],C00670166,H,House,[2018],P,Principal campaign committee,T,2018-02-15,2018-02-15,2018-03-23,PA,1.0
4823,9809,['H8TX25159'],C00661769,H,House,[2018],P,Principal campaign committee,Q,2017-11-27,2017-11-27,2018-10-29,TX,1.0
4824,9810,['H0VA10129'],C00589903,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-10-19,2015-12-30,2018-10-10,VA,1.0
4825,9811,['H8CA39141'],C00640284,H,House,[2018],P,Principal campaign committee,Q,2017-05-12,2017-05-12,2017-05-12,CA,1.0
4826,9812,['H6TX29072'],C00625665,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-09-12,2016-09-12,2018-04-26,TX,1.0
4827,9813,['H8FL17046'],C00671537,H,House,[2018],P,Principal campaign committee,Q,2018-02-26,2018-02-26,2018-10-24,FL,1.0
4828,9814,['P60016482'],C00588798,P,Presidential,"[2016, 2018]",P,Principal campaign committee,T,2015-10-06,2015-10-06,2017-01-27,CA,1.0
4829,9816,['H2NJ07168'],C00496141,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,T,2011-05-06,2011-05-06,2016-04-15,NJ,1.0
4830,9817,['P60004991'],C00550111,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-09-27,2018-02-20,2018-10-19,OH,1.0
4831,9818,['H6IL18161'],C00651653,H,House,[2018],P,Principal campaign committee,Q,2017-07-27,2017-07-27,2018-10-25,IL,1.0
4832,9823,"['S2HI00106', 'S2ND00099', 'S2NV00209', 'S2VA00142', 'S2WI00219', 'S6MO00305', 'S6MT00162', 'S6OH00163', 'S8FL00166']",C00502401,S,Senate,"[2012, 2014]",J,Joint fundraising committee,T,2011-09-20,2012-09-14,2013-01-31,DC,0.1111111111111111
4833,9824,"['S6MO00305', 'S6MT00162', 'S8FL00166']",C00527838,S,Senate,[2012],J,Joint fundraising committee,T,2012-08-23,2012-08-23,2012-10-31,DC,0.3333333333333333
4834,9825,"['S0AR00028', 'S6LA00227', 'S8AK00090', 'S8NC00239']",C00551937,S,Senate,[2014],J,Joint fundraising committee,T,2013-11-14,2014-03-10,2014-12-08,DC,0.25
4835,9826,"['S0CO00211', 'S6IL00292', 'S6MD03441', 'S6MO00362', 'S6NV00200', 'S6OH00254']",C00575522,S,Senate,[2016],J,Joint fundraising committee,T,2015-04-08,2016-10-04,2016-12-19,DC,0.16666666666666666
4836,9827,"['S2HI00106', 'S2IN00091', 'S2WI00219', 'S6MO00305', 'S6MT00162', 'S6PA00217', 'S8AZ00197', 'S8FL00166', 'S8MN00578', 'S8NV00156', 'S8TN00386']",C00633925,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,T,2017-02-24,2018-05-08,2018-10-26,DC,0.09090909090909091
4837,9850,['H8CA19051'],C00683532,H,House,[2018],P,Principal campaign committee,Q,2018-07-24,2018-07-24,2018-10-25,CA,1.0
4838,9851,['H4CA24142'],C00551358,H,House,[2014],P,Principal campaign committee,T,2013-10-30,2013-10-30,2014-10-31,CA,1.0
4839,9852,['H4CA24142'],C00572560,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-02-10,2015-02-10,2018-11-02,CA,1.0
4840,9853,['H8VA09058'],C00657528,H,House,[2018],P,Principal campaign committee,T,2017-10-09,2017-11-09,2018-07-18,VA,1.0
4841,9854,['H6FL11209'],C00591206,Q,PAC - Qualified,"[2016, 2018]",U,Unauthorized,Q,2015-11-02,2017-03-01,2018-10-15,FL,1.0
4842,9855,['H8IL03136'],C00683623,H,House,[2018],P,Principal campaign committee,Q,2018-07-24,2018-08-03,2018-10-15,IL,1.0
4843,9856,['H2TX25251'],C00502831,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-09-23,2011-09-23,2013-01-22,TX,1.0
4844,9857,['H2CA31117'],C00509794,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-01-17,2012-01-17,2013-10-29,CA,1.0
4845,9858,['H8NC02128'],C00660407,H,House,[2018],P,Principal campaign committee,T,2017-11-13,2017-11-13,2018-03-06,NC,1.0
4846,9859,['H8SC04367'],C00673392,H,House,[2018],P,Principal campaign committee,Q,2018-03-14,2018-04-07,2018-10-15,SC,1.0
4847,9860,['H8PA15179'],C00654848,H,House,[2018],P,Principal campaign committee,T,2017-09-05,2017-09-21,2018-07-26,PA,1.0
4848,9861,['H2AZ06163'],C00500983,H,House,[2012],P,Principal campaign committee,T,2011-08-16,2012-01-13,2012-04-03,AZ,1.0
4849,9868,['H4IL08126'],C00551036,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-10-26,2013-11-30,2015-09-29,IL,1.0
4850,9870,['S2VA00142'],C00572388,N,PAC - Nonqualified,"[2016, 2018]",J,Joint fundraising committee,T,2015-02-09,2015-02-09,2017-01-12,VA,1.0
4851,9871,['S2VA00142'],C00495358,S,Senate,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-04-15,2018-08-22,2018-11-02,VA,1.0
4852,9873,"['H6PA10125', 'H8PA12119']",C00611707,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-03-12,2018-04-05,2018-10-19,PA,0.5
4853,9876,['P60017308'],C00590679,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-10-26,2015-10-26,2018-04-26,OH,1.0
4854,9877,['H6TX17101'],C00590984,H,House,[2016],P,Principal campaign committee,T,2015-10-30,2015-10-30,2016-10-24,TX,1.0
4855,9878,['H4WI01130'],C00552513,H,House,"[2014, 2016]",P,Principal campaign committee,A,2013-11-19,2014-04-24,2016-01-21,WI,1.0
4856,9879,['S0ND00127'],C00492207,S,Senate,[2012],P,Principal campaign committee,T,2011-01-10,2011-01-10,2011-08-01,VA,1.0
4857,9880,['H2ND00099'],C00497040,H,House,[2012],P,Principal campaign committee,T,2011-05-26,2011-05-26,2012-10-23,VA,1.0
4858,9881,['H0WI06152'],C00516153,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-03-20,2012-04-06,2013-05-28,WI,1.0
4859,9882,['S6CA00584'],C00571919,S,Senate,"[2016, 2018]",P,Principal campaign committee,Q,2015-01-22,2016-08-29,2018-10-15,CA,1.0
4860,9884,['P00005116'],C00654996,P,Presidential,[2018],P,Principal campaign committee,Q,2017-09-08,2017-09-08,2017-09-17,TN,1.0
4861,9885,['P60006418'],C00575357,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-04-07,2015-04-07,2018-04-26,CA,1.0
4862,9888,['H8CA53092'],C00673764,H,House,[2018],P,Principal campaign committee,T,2018-03-19,2018-03-19,2018-04-27,CA,1.0
4863,9889,['H8OH12263'],C00666586,H,House,[2018],P,Principal campaign committee,Q,2018-01-19,2018-01-19,2018-10-01,OH,1.0
4864,9890,['H8TN07068'],C00638403,H,House,[2018],P,Principal campaign committee,Q,2017-04-24,2017-06-12,2018-10-31,TN,1.0
4865,9891,['H8HI01192'],C00659615,H,House,[2018],P,Principal campaign committee,Q,2017-11-01,2018-06-15,2018-10-15,HI,1.0
4866,9893,['H6KS01179'],C00576173,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-04-16,2017-03-03,2018-11-01,KS,1.0
4867,9895,['H4KS04087'],C00564492,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-06-05,2015-01-05,2016-01-04,KS,1.0
4868,9897,['H4KS04111'],C00562488,H,House,"[2014, 2016]",P,Principal campaign committee,A,2014-04-25,2015-06-17,2016-10-19,KS,1.0
4869,9920,['H4CA33143'],C00558080,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-02-24,2014-02-24,2018-04-26,CA,1.0
4870,9924,['H6NY03205'],C00603142,H,House,[2016],P,Principal campaign committee,T,2016-01-11,2016-01-11,2016-10-18,NY,1.0
4871,9925,['S2NJ00437'],C00525139,S,Senate,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2012-07-18,2012-09-28,2018-04-26,NJ,1.0
4872,9927,['H2WA08158'],C00508259,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-12-16,2011-12-16,2013-05-28,WA,1.0
4873,9928,['H2OR05167'],C00509398,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-01-17,2012-03-15,2013-03-05,OR,1.0
4874,9929,['H0FL24023'],C00494310,H,House,[2012],P,Principal campaign committee,T,2011-03-18,2011-03-18,2012-10-01,FL,1.0
4875,9930,['H4CA09077'],C00552455,H,House,[2014],P,Principal campaign committee,T,2013-11-26,2013-11-26,2014-07-16,CA,1.0
4876,9932,['H4IL03085'],C00553024,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-12-06,2013-12-06,2018-04-26,IL,1.0
4877,9933,['H2VA06198'],C00499582,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-07-26,2012-07-12,2013-10-23,VA,1.0
4878,9934,['H4WI03151'],C00563718,H,House,"[2014, 2016]",P,Principal campaign committee,A,2014-05-22,2014-05-22,2016-11-03,WI,1.0
4879,9935,['H2PA09084'],C00514455,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-03-05,2012-03-05,2015-12-16,PA,1.0
4880,9936,['S6CA00923'],C00618090,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2016-05-23,2016-05-23,2018-04-26,CA,1.0
4881,9937,['H4MA05092'],C00545046,H,House,[2014],P,Principal campaign committee,T,2013-05-18,2013-05-18,2014-04-18,MA,1.0
4882,9938,['H0FL18173'],C00675116,H,House,[2018],P,Principal campaign committee,T,2018-04-02,2018-04-02,2018-07-19,FL,1.0
4883,9939,['H8FL25023'],C00675975,H,House,[2018],P,Principal campaign committee,T,2018-04-10,2018-04-10,2018-07-12,FL,1.0
4884,9941,['S4OR00164'],C00547653,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-07-31,2013-07-31,2018-04-26,OR,1.0
4885,9942,['H8CA34159'],C00629972,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-12-15,2016-12-15,2018-04-26,CA,1.0
4886,9943,['H8TN09106'],C00663971,H,House,[2018],P,Principal campaign committee,Q,2017-12-20,2018-01-26,2018-10-15,TN,1.0
4887,9945,['P00007864'],C00681759,P,Presidential,[2018],P,Principal campaign committee,Q,2018-06-28,2018-06-29,2018-06-29,IL,1.0
4888,9946,['P60003670'],C00581876,Q,PAC - Qualified,"[2016, 2018]",U,Unauthorized,Q,2015-07-23,2017-01-26,2018-10-25,OH,1.0
4889,9947,['H6CA24295'],C00575886,H,House,[2016],P,Principal campaign committee,T,2015-04-13,2015-11-13,2016-11-28,CA,1.0
4890,9948,['H8NY01197'],C00657825,H,House,[2018],P,Principal campaign committee,Q,2017-10-12,2018-05-29,2018-10-26,NY,1.0
4891,9949,['H8NH01236'],C00671289,H,House,[2018],P,Principal campaign committee,T,2018-02-26,2018-02-26,2018-03-27,NH,1.0
4892,9950,['H8TX02141'],C00661165,H,House,[2018],P,Principal campaign committee,T,2017-11-20,2018-01-08,2018-07-13,TX,1.0
4893,9951,['H4MA05084'],C00541888,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-02-19,2017-06-07,2018-10-31,MA,1.0
4894,9952,"['H6TX25179', 'H8TX25126']",C00596841,H,House,"[2016, 2018]",P,Principal campaign committee,T,2015-12-14,2017-06-14,2018-07-11,TX,0.5
4895,9953,['H0MN04023'],C00519314,H,House,[2012],P,Principal campaign committee,T,2012-04-19,2012-04-19,2012-07-27,MN,1.0
4896,9954,['H2TX33081'],C00507590,H,House,"[2012, 2014]",P,Principal campaign committee,A,2011-12-06,2011-12-06,2014-01-10,TX,1.0
4897,9955,['H6MD08481'],C00578856,H,House,[2016],P,Principal campaign committee,T,2015-06-03,2016-02-25,2016-11-30,DC,1.0
4898,9956,['H4FL13127'],C00552000,H,House,[2014],P,Principal campaign committee,T,2013-11-15,2013-11-15,2014-04-17,FL,1.0
4899,9957,['H4NY04075'],C00555813,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-01-29,2016-12-28,2018-11-01,NY,1.0
4900,9958,['H4NY04075'],C00567594,N,PAC - Nonqualified,"[2014, 2016]",J,Joint fundraising committee,T,2014-08-25,2014-08-25,2015-02-04,DC,1.0
4901,9959,['H6CA09098'],C00572404,H,House,[2016],P,Principal campaign committee,T,2015-02-09,2016-03-22,2016-12-05,CA,1.0
4902,9960,['H2MD06229'],C00511360,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2012-02-01,2012-02-01,2017-07-26,MD,1.0
4903,9961,['P20003729'],C00503912,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-10-08,2012-07-03,2015-09-15,GA,1.0
4904,9962,['S6MD03508'],C00591768,S,Senate,"[2016, 2018]",P,Principal campaign committee,T,2015-11-05,2015-11-05,2017-12-07,MD,1.0
4905,9963,['H2NY00036'],C00494013,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-03-11,2012-09-10,2013-09-10,NY,1.0
4906,9965,['H8NC13067'],C00662577,H,House,[2018],P,Principal campaign committee,Q,2017-12-06,2018-10-15,2018-11-01,NC,1.0
4907,9967,['H4NY26052'],C00560573,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-03-24,2014-12-03,2015-04-20,NY,1.0
4908,9969,['H8SC01124'],C00653204,H,House,[2018],P,Principal campaign committee,Q,2017-08-15,2018-10-23,2018-11-02,SC,1.0
4909,9970,['H8CA25074'],C00634212,H,House,[2018],P,Principal campaign committee,Q,2017-03-02,2018-11-01,2018-11-01,CA,1.0
4910,9971,['S6PA00266'],C00582809,S,Senate,"[2016, 2018]",P,Principal campaign committee,Q,2015-08-04,2018-04-25,2018-10-03,VA,1.0
4911,9972,['H8CA45130'],C00636571,H,House,[2018],P,Principal campaign committee,Q,2017-03-31,2018-08-15,2018-11-01,CA,1.0
4912,9973,['H8NY21252'],C00650531,H,House,[2018],P,Principal campaign committee,Q,2017-07-16,2018-01-31,2018-10-15,NY,1.0
4913,9974,['H4NY24073'],C00556365,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-01-31,2018-07-13,2018-11-02,VA,1.0
4914,9977,['H4TX32022'],C00549337,H,House,[2014],P,Principal campaign committee,T,2013-09-12,2013-09-12,2014-06-03,TX,1.0
4915,9978,['P60007804'],C00579177,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-06-09,2015-06-09,2018-04-26,PA,1.0
4916,9979,['H8MO03198'],C00665216,H,House,[2018],P,Principal campaign committee,Q,2018-01-08,2018-02-14,2018-10-25,MO,1.0
4917,9981,['H6FL04154'],C00620203,H,House,[2016],P,Principal campaign committee,T,2016-06-20,2016-06-20,2016-12-22,FL,1.0
4918,9983,['H6NC02122'],C00589275,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-10-12,2016-04-05,2018-10-31,NC,1.0
4919,9984,['S8NC00239'],C00560748,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2014-04-01,2014-04-01,2014-12-24,DC,1.0
4920,9985,['S8NC00239'],C00548578,Q,PAC - Qualified,"[2014, 2016]",J,Joint fundraising committee,T,2013-08-21,2015-10-30,2016-07-20,DC,1.0
4921,9986,['P00006791'],C00664706,Q,PAC - Qualified,[2018],U,Unauthorized,Q,2018-03-13,2018-03-13,2018-10-24,DC,1.0
4922,9988,['P60008117'],C00581553,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-07-18,2015-07-18,2018-04-26,OH,1.0
4923,9989,['H0NC10151'],C00499954,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2011-08-01,2011-08-01,2017-01-03,NC,1.0
4924,9990,['H8NJ04162'],C00613497,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-04-01,2017-03-03,2018-10-15,NJ,1.0
4925,9991,['H6CA36174'],C00595124,H,House,[2016],P,Principal campaign committee,T,2015-12-10,2015-12-10,2016-04-25,CA,1.0
4926,9993,['H6LA01225'],C00675835,H,House,[2018],P,Principal campaign committee,Q,2018-04-09,2018-04-09,2018-10-24,LA,1.0
4927,9994,['H8GA06211'],C00630772,H,House,[2018],P,Principal campaign committee,Q,2017-01-10,2018-04-16,2018-10-25,GA,1.0
4928,9995,['H6FL18188'],C00617506,H,House,[2016],P,Principal campaign committee,T,2016-05-16,2016-07-25,2016-07-27,FL,1.0
4929,9996,"['H6MI08254', 'H8MI08128']",C00670273,H,House,[2018],P,Principal campaign committee,T,2018-02-16,2018-06-25,2018-07-01,MI,0.5
4930,9998,['H8PA10212'],C00671586,H,House,[2018],P,Principal campaign committee,T,2018-02-27,2018-02-27,2018-03-29,PA,1.0
4931,9999,['H8NJ04170'],C00646505,H,House,[2018],P,Principal campaign committee,Q,2017-05-30,2017-05-30,2017-05-30,NJ,1.0
4932,10000,['P60020831'],C00613687,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-04-04,2016-04-04,2018-04-26,SC,1.0
4933,10001,['H4TX09095'],C00578567,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-05-13,2017-06-22,2018-10-26,TX,1.0
4934,10024,"['S2NV00183', 'S8MN00586', 'S8ND00120']",C00684548,S,Senate,[2018],J,Joint fundraising committee,T,2018-08-02,2018-08-02,2018-10-25,DC,0.3333333333333333
4935,10029,"['S0IL00261', 'S0MO00183', 'S6AZ00019', 'S6NV00218']",C00594465,S,Senate,[2016],J,Joint fundraising committee,T,2015-12-03,2015-12-03,2016-12-29,TX,0.25
4936,10031,"['S8IN00171', 'S8MS00261', 'S8ND00120', 'S8TN00337']",C00683029,Y,Party - Qualified,[2018],J,Joint fundraising committee,Q,2018-07-13,2018-07-13,2018-10-20,VA,0.25
4937,10034,['S6MD03466'],C00579235,S,Senate,[2016],P,Principal campaign committee,T,2015-06-09,2015-06-09,2016-06-23,MD,1.0
4938,10036,['H6NY19177'],C00580431,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-07-01,2015-10-15,2018-04-26,NY,1.0
4939,10037,['H8CA48076'],C00647925,H,House,[2018],P,Principal campaign committee,Q,2017-06-15,2017-06-15,2018-10-23,CA,1.0
4940,10040,['H2FL13188'],C00505925,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-11-05,2012-06-04,2013-02-22,FL,1.0
