,index,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,state,candidate_donor_weight
4941,10041,['H6TX03184'],C00605188,H,House,[2016],P,Principal campaign committee,T,2016-01-19,2016-01-19,2016-04-01,TX,1.0
4942,10042,['H8GA06294'],C00632778,H,House,[2018],P,Principal campaign committee,T,2017-02-10,2017-05-31,2018-02-07,GA,1.0
4943,10043,['P60003530'],C00532655,P,Presidential,"[2012, 2014]",P,Principal campaign committee,T,2012-10-18,2012-10-18,2013-01-11,CA,1.0
4944,10045,['P00005421'],C00629345,P,Presidential,"[2016, 2018]",P,Principal campaign committee,Q,2016-11-30,2016-11-30,2016-11-30,WA,1.0
4945,10046,['S2DE00072'],C00521724,S,Senate,"[2012, 2014]",P,Principal campaign committee,T,2012-05-24,2012-07-03,2014-08-21,DE,1.0
4946,10047,['H2WA08166'],C00517342,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-03-30,2012-03-30,2013-03-19,WA,1.0
4947,10048,['S8WA00269'],C00678441,S,Senate,[2018],P,Principal campaign committee,Q,2018-04-27,2018-04-27,2018-09-26,WA,1.0
4948,10049,['H8CA25066'],C00632638,H,House,[2018],P,Principal campaign committee,Q,2017-02-09,2017-02-09,2017-02-09,CA,1.0
4949,10050,['P00005819'],C00638684,P,Presidential,[2018],P,Principal campaign committee,Q,2017-04-27,2017-04-27,2017-05-07,CA,1.0
4950,10051,['P80004146'],C00503532,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-10-03,2011-10-03,2015-08-26,CA,1.0
4951,10052,['H2WI02132'],C00501965,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-09-12,2011-09-12,2013-04-03,WI,1.0
4952,10053,['H8TX22297'],C00671131,H,House,[2018],P,Principal campaign committee,Q,2018-02-23,2018-02-23,2018-10-24,TX,1.0
4953,10054,['H4WA07073'],C00569707,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-10-20,2014-10-20,2018-10-26,WA,1.0
4954,10055,['H0FL08042'],C00614818,H,House,[2016],P,Principal campaign committee,T,2016-04-14,2016-04-14,2016-07-15,FL,1.0
4955,10056,['P60008471'],C00580209,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-06-29,2015-06-29,2018-04-26,SC,1.0
4956,10057,['H2NY23095'],C00508895,H,House,[2012],P,Principal campaign committee,T,2012-01-05,2012-03-29,2012-07-17,NY,1.0
4957,10058,['H8GA10130'],C00631465,H,House,[2018],U,Unauthorized,A,2017-01-21,2017-03-05,2018-08-14,GA,1.0
4958,10059,['H8MO02190'],C00649657,H,House,[2018],P,Principal campaign committee,T,2017-07-07,2017-07-07,2018-01-12,MO,1.0
4959,10061,['S6OH00270'],C00591842,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2015-11-06,2015-12-23,2018-04-26,OH,1.0
4960,10062,['S6AZ00233'],C00581843,S,Senate,"[2016, 2018]",P,Principal campaign committee,Q,2015-07-15,2017-09-14,2018-10-15,AZ,1.0
4961,10063,['H4MD01119'],C00554931,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-01-17,2014-01-17,2017-05-12,MD,1.0
4962,10064,['H6MS01131'],C00573980,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-03-11,2015-03-11,2018-11-02,MS,1.0
4963,10066,['S8MT00283'],C00674754,S,Senate,[2018],P,Principal campaign committee,Q,2018-03-19,2018-03-19,2018-03-19,MT,1.0
4964,10068,['H8IL06121'],C00641605,H,House,[2018],P,Principal campaign committee,Q,2017-05-25,2017-10-14,2018-10-15,IL,1.0
4965,10069,['H8MT01174'],C00631929,H,House,[2018],P,Principal campaign committee,T,2017-01-27,2017-03-30,2018-04-30,MT,1.0
4966,10073,['H4FL07111'],C00561407,H,House,[2014],P,Principal campaign committee,T,2014-04-06,2014-04-06,2014-10-17,FL,1.0
4967,10074,['H8KS02223'],C00668046,H,House,[2018],P,Principal campaign committee,Q,2018-01-31,2018-01-31,2018-06-29,KS,1.0
4968,10075,"['H0PA03271', 'H8PA05071']",C00545806,H,House,[2014],J,Joint fundraising committee,T,2013-06-12,2013-06-12,2014-02-03,OH,0.5
4969,10076,"['H0PA03271', 'H8PA05071']",C00578716,H,House,"[2016, 2018]",J,Joint fundraising committee,Q,2015-05-29,2015-05-29,2018-10-24,PA,0.5
4970,10078,['S0NH00235'],C00572834,N,PAC - Nonqualified,"[2016, 2018]",J,Joint fundraising committee,T,2015-02-18,2015-02-18,2017-03-24,VA,1.0
4971,10079,['H4WI07095'],C00553370,H,House,"[2014, 2016]",P,Principal campaign committee,A,2013-12-16,2013-12-16,2016-11-03,WI,1.0
4972,10080,['H6TN08151'],C00607937,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-02-02,2016-03-09,2018-10-15,TN,1.0
4973,10081,['P60022928'],C00625335,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-09-06,2016-09-06,2018-04-26,AL,1.0
4974,10083,['H6KY06127'],C00607291,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-01-28,2016-03-28,2017-04-14,KY,1.0
4975,10085,['H6TN08201'],C00611129,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-02-23,2017-11-01,2017-11-03,TN,1.0
4976,10086,['H6AZ01173'],C00582536,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-08-01,2016-07-21,2018-10-16,AZ,1.0
4977,10087,['P00006874'],C00666248,P,Presidential,[2018],P,Principal campaign committee,Q,2018-01-12,2018-01-12,2018-01-12,AR,1.0
4978,10088,['H6NY18195'],C00600130,H,House,"[2016, 2018]",P,Principal campaign committee,T,2015-12-26,2015-12-26,2017-01-23,NY,1.0
4979,10089,['H4GA10089'],C00554238,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-01-06,2014-02-26,2015-06-04,GA,1.0
4980,10090,['H8OK05109'],C00648915,H,House,[2018],P,Principal campaign committee,Q,2017-07-01,2017-07-01,2018-11-02,OK,1.0
4981,10091,['H2TX00130'],C00518126,H,House,[2012],P,Principal campaign committee,T,2012-04-05,2012-04-05,2012-12-04,TX,1.0
4982,10092,['H0NY07068'],C00491464,H,House,"[2010, 2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2010-11-23,2010-11-23,2018-04-26,NY,1.0
4983,10093,['H2NC10074'],C00500892,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-08-22,2011-10-03,2013-03-19,NC,1.0
4984,10094,['P20003133'],C00498642,P,Presidential,[2012],P,Principal campaign committee,T,2011-07-11,2011-08-05,2011-11-08,VA,1.0
4985,10095,['H8OH07123'],C00646752,H,House,[2018],P,Principal campaign committee,Q,2017-06-01,2018-10-22,2018-11-02,OH,1.0
4986,10097,['H4GA14016'],C00560102,H,House,[2014],P,Principal campaign committee,T,2014-03-07,2014-04-14,2014-06-12,GA,1.0
4987,10098,['H2KY06159'],C00519843,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-04-26,2012-04-26,2013-01-25,KY,1.0
4988,10099,['P60022555'],C00623520,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-08-09,2016-11-08,2018-05-16,PA,1.0
4989,10100,['H6FL03081'],C00620658,H,House,[2016],P,Principal campaign committee,T,2016-06-25,2016-10-13,2016-12-13,FL,1.0
4990,10101,['H6CA23222'],C00612531,H,House,[2016],P,Principal campaign committee,T,2016-03-21,2016-03-21,2016-07-27,CA,1.0
4991,10103,['H4AZ03059'],C00562850,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-05-07,2014-05-07,2018-04-26,AZ,1.0
4992,10104,['S8UT00242'],C00674358,S,Senate,[2018],P,Principal campaign committee,Q,2018-03-21,2018-03-21,2018-10-11,UT,1.0
4993,10105,['P60015336'],C00586875,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-09-15,2015-09-15,2018-04-26,AL,1.0
4994,10109,['P60020815'],C00613570,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-04-03,2016-04-03,2018-04-26,IL,1.0
4995,10110,['H2OK02075'],C00497651,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2011-06-17,2011-06-17,2018-04-26,OK,1.0
4996,10111,['P20003745'],C00504449,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-10-24,2011-12-12,2015-08-06,TN,1.0
4997,10112,['H8MO07231'],C00677229,H,House,[2018],P,Principal campaign committee,Q,2018-04-25,2018-04-25,2018-07-19,MO,1.0
4998,10113,['H6CA34237'],C00616045,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-04-28,2017-08-10,2018-10-26,CA,1.0
4999,10114,['H6MI13221'],C00670174,H,House,[2018],P,Principal campaign committee,Q,2018-02-15,2018-02-15,2018-02-15,MI,1.0
5000,10115,['H2TX33123'],C00514489,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-03-05,2013-03-08,2015-12-16,TX,1.0
5001,10116,['H8TX05094'],C00659920,H,House,[2018],P,Principal campaign committee,T,2017-11-06,2017-11-06,2018-05-31,TX,1.0
5002,10118,['H2AR03234'],C00502138,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-09-14,2011-09-14,2013-05-11,AR,1.0
5003,10119,['P60006061'],C00574582,P,Presidential,[2016],P,Principal campaign committee,T,2015-03-23,2015-07-28,2015-08-03,SC,1.0
5004,10120,['H8CA10050'],C00672303,H,House,[2018],P,Principal campaign committee,T,2018-03-05,2018-03-05,2018-07-19,CA,1.0
5005,10121,['P00006403'],C00658914,P,Presidential,[2018],P,Principal campaign committee,Q,2017-10-21,2017-10-21,2018-11-02,CA,1.0
5006,10122,['P60007887'],C00579698,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-06-19,2015-06-19,2018-04-26,CO,1.0
5007,10123,['H0NC11092'],C00514463,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-03-05,2012-03-05,2013-01-02,NC,1.0
5008,10124,['P00007062'],C00669135,P,Presidential,[2018],P,Principal campaign committee,Q,2018-01-30,2018-01-30,2018-04-23,HI,1.0
5009,10126,['H4WV02122'],C00549469,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-09-17,2013-09-17,2018-10-31,WV,1.0
5010,10127,['H8NC02094'],C00655910,H,House,[2018],P,Principal campaign committee,Q,2017-09-19,2017-09-19,2018-10-15,NC,1.0
5011,10128,['H8FL27128'],C00646901,H,House,[2018],P,Principal campaign committee,Q,2017-06-02,2017-10-23,2018-10-15,FL,1.0
5012,10129,['H6FL02224'],C00612515,H,House,[2016],P,Principal campaign committee,T,2016-03-18,2016-03-18,2016-11-21,FL,1.0
5013,10130,['H6NY13188'],C00619692,H,House,[2016],P,Principal campaign committee,T,2016-06-12,2016-07-14,2016-08-13,NY,1.0
5014,10132,['H8MI13268'],C00663492,H,House,[2018],P,Principal campaign committee,Q,2017-12-17,2018-02-23,2018-02-23,MI,1.0
5015,10133,['H8TX31041'],C00646471,H,House,[2018],P,Principal campaign committee,T,2017-05-29,2017-05-29,2018-06-12,TX,1.0
5016,10134,['P20002283'],C00498428,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-06-30,,2015-08-26,FL,1.0
5017,10135,['H8UT03469'],C00675819,H,House,[2018],P,Principal campaign committee,Q,2018-04-09,2018-04-09,2018-04-09,UT,1.0
5018,10136,['H4KS01067'],C00554824,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-01-01,2014-01-01,2015-01-28,KS,1.0
5019,10141,['S4KY00091'],C00565788,N,PAC - Nonqualified,"[2014, 2016]",J,Joint fundraising committee,T,2014-07-09,2014-07-09,2015-01-13,KY,1.0
5020,10142,"['S6AR00132', 'S6KY00120']",C00623561,S,Senate,[2016],J,Joint fundraising committee,T,2016-08-09,2016-08-09,2016-11-17,DC,0.5
5021,10157,"['S4KY00091', 'S6LA00227']",C00562967,S,Senate,[2014],J,Joint fundraising committee,T,2014-05-08,2014-05-08,2014-10-17,DC,0.5
5022,10160,"['S4KY00091', 'S8NC00239']",C00565275,S,Senate,[2014],J,Joint fundraising committee,T,2014-06-23,2014-06-23,2014-12-08,DC,0.5
5023,10178,['H8CO07060'],C00637306,H,House,[2018],P,Principal campaign committee,T,2017-04-10,2017-04-10,2018-01-05,CO,1.0
5024,10179,['H4CA42060'],C00543942,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-04-17,2013-10-15,2016-07-15,CA,1.0
5025,10180,['S8DE00137'],C00670091,S,Senate,[2018],P,Principal campaign committee,Q,2018-02-10,2018-02-10,2018-10-16,DE,1.0
5026,10181,['H2MI11133'],C00504035,H,House,"[2012, 2014, 2016]",A,Authorized by a candidate,T,2011-10-11,2013-07-12,2016-07-27,MI,1.0
5027,10182,['P60021359'],C00616706,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-05-07,2016-05-07,2018-04-26,MI,1.0
5028,10183,['H6NV03121'],C00605675,H,House,[2016],P,Principal campaign committee,T,2016-01-21,2016-01-21,2016-07-11,NV,1.0
5029,10184,['P60005279'],C00562728,P,Presidential,"[2014, 2016]",P,Principal campaign committee,T,2014-05-05,2014-05-05,2015-10-08,NV,1.0
5030,10185,['H8TX09138'],C00672170,H,House,[2018],P,Principal campaign committee,Q,2018-03-05,2018-03-05,2018-10-23,TX,1.0
5031,10186,['S4TX00482'],C00552885,S,Senate,[2014],P,Principal campaign committee,T,2013-11-30,2014-01-13,2014-08-07,TX,1.0
5032,10188,['P60020765'],C00613109,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-03-28,2016-03-28,2018-04-26,PA,1.0
5033,10189,['H8GA06377'],C00658625,H,House,[2018],P,Principal campaign committee,Q,2017-10-20,2018-01-16,2018-10-03,GA,1.0
5034,10190,['S8CA00408'],C00658773,S,Senate,[2018],P,Principal campaign committee,Q,2017-10-13,2018-07-23,2018-11-01,CA,1.0
5035,10191,['S2UT00179'],C00504639,S,Senate,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2011-10-20,2011-10-20,2018-04-26,UT,1.0
5036,10192,['S2TX00197'],C00663906,H,House,[2018],P,Principal campaign committee,T,2017-12-21,2017-12-21,2018-04-24,TX,1.0
5037,10193,['H6NC13210'],C00615831,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-04-26,2016-05-21,2018-10-14,NC,1.0
5038,10194,['H8PA01260'],C00665828,H,House,[2018],P,Principal campaign committee,T,2018-01-12,2018-03-02,2018-10-19,PA,1.0
5039,10195,['H8KS02181'],C00654004,H,House,[2018],P,Principal campaign committee,Q,2017-08-26,2017-08-26,2018-10-15,KS,1.0
5040,10196,['H8CA48118'],C00655787,H,House,[2018],P,Principal campaign committee,T,2017-09-18,2017-09-18,2018-08-01,CA,1.0
5041,10197,['H4VA02045'],C00542951,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-03-22,2013-03-22,2018-04-26,VA,1.0
5042,10198,['H4WA04146'],C00562348,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-04-29,2014-05-30,2018-04-26,WA,1.0
5043,10200,['H4CA33218'],C00562926,H,House,[2014],A,Authorized by a candidate,T,2014-05-08,2014-05-08,2014-06-20,CA,1.0
5044,10201,['P20002531'],C00493973,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-03-04,2011-11-01,2015-09-11,MA,1.0
5045,10202,['H8TX10136'],C00668145,H,House,[2018],P,Principal campaign committee,Q,2018-02-01,2018-02-19,2018-10-15,TX,1.0
5046,10203,['H8TX02117'],C00660118,H,House,[2018],P,Principal campaign committee,T,2017-11-08,2017-11-08,2018-08-02,TX,1.0
5047,10204,['H6MD02195'],C00588889,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-10-06,2015-10-06,2017-07-26,MD,1.0
5048,10205,['H4PA08108'],C00543611,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-04-12,2013-04-12,2015-02-18,PA,1.0
5049,10206,['S4MN00403'],C00564286,S,Senate,[2014],P,Principal campaign committee,T,2014-05-30,2014-05-30,2014-10-28,MN,1.0
5050,10207,['H8NY02112'],C00669267,H,House,[2018],P,Principal campaign committee,Q,2018-02-08,2018-02-08,2018-10-31,PA,1.0
5051,10208,['P60007663'],C00578617,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-05-29,2015-08-11,2018-04-26,VA,1.0
5052,10211,['P00005355'],C00629816,P,Presidential,"[2016, 2018]",P,Principal campaign committee,Q,2016-12-11,2016-12-11,2016-12-11,OH,1.0
5053,10222,['S6PA00217'],C00545830,N,PAC - Nonqualified,"[2014, 2016, 2018]",J,Joint fundraising committee,Q,2013-06-11,2018-07-15,2018-10-25,PA,1.0
5054,10224,['P00005355'],C00628826,P,Presidential,"[2016, 2018]",A,Authorized by a candidate,Q,2016-11-14,2016-11-14,2016-12-18,OH,1.0
5055,10226,['H6NV03113'],C00610063,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-02-25,2016-02-25,2017-03-15,NV,1.0
5056,10229,['H8CA17097'],C00640607,H,House,[2018],P,Principal campaign committee,T,2017-05-17,2018-02-10,2018-06-28,CA,1.0
5057,10232,['H6WI05110'],C00607929,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-02-02,2016-02-02,2018-10-31,WI,1.0
5058,10233,['S0MA00091'],C00495879,S,Senate,"[2012, 2014]",P,Principal campaign committee,T,2011-04-28,2011-04-28,2013-07-08,MA,1.0
5059,10234,['H2IL06033'],C00500645,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,T,2011-08-16,2012-03-20,2015-10-29,IL,1.0
5060,10235,['H8CA12254'],C00658534,H,House,[2018],P,Principal campaign committee,T,2017-10-19,2017-10-19,2018-10-25,CA,1.0
5061,10236,['H6IL11117'],C00575639,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-04-09,2015-04-09,2018-10-15,IL,1.0
5062,10237,['H2HI00015'],C00500470,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-08-08,2011-09-23,2013-02-14,HI,1.0
5063,10238,['H8CA45155'],C00636951,H,House,[2018],P,Principal campaign committee,T,2017-04-06,2017-04-06,2018-09-07,CA,1.0
5064,10239,['H2NY22154'],C00521278,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-05-11,2012-06-20,2014-10-21,NY,1.0
5065,10241,['H4AZ01145'],C00572057,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-01-26,2015-09-23,2018-10-10,AZ,1.0
5066,10242,['H4AZ01145'],C00549204,H,House,"[2014, 2016]",A,Authorized by a candidate,T,2013-09-09,2016-01-21,2016-03-12,AZ,1.0
5067,10243,['H8MO03180'],C00666958,H,House,[2018],P,Principal campaign committee,Q,2018-01-23,2018-03-19,2018-07-19,MO,1.0
5068,10244,['H8MT00119'],C00655225,H,House,[2018],P,Principal campaign committee,T,2017-09-12,2017-09-12,2018-10-12,MT,1.0
5069,10245,['S2CT00181'],C00504696,S,Senate,"[2012, 2014]",P,Principal campaign committee,T,2011-10-26,2011-10-26,2014-09-11,CT,1.0
5070,10246,['C00651638'],C00623264,N,PAC - Nonqualified,"[2016, 2018]",J,Joint fundraising committee,T,2016-08-05,2017-10-26,2017-10-26,NV,1.0
5071,10247,['P60023066'],C00625814,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2016-09-14,2016-09-14,2018-04-26,MI,1.0
5072,10248,['S8OH00110'],C00671461,S,Senate,[2018],P,Principal campaign committee,Q,2018-02-22,2018-02-22,2018-10-15,OH,1.0
5073,10249,['P20002747'],C00496117,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-05-02,2011-05-02,2015-09-11,GA,1.0
5074,10251,['H2NC09100'],C00514166,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-02-29,2012-02-29,2013-01-16,NC,1.0
5075,10255,['H2WA06129'],C00528612,N,PAC - Nonqualified,[2012],J,Joint fundraising committee,T,2012-09-07,2012-09-07,2012-12-13,WA,1.0
5076,10259,['H8FL22061'],C00661629,H,House,[2018],P,Principal campaign committee,Q,2017-11-27,2018-01-23,2018-10-30,FL,1.0
5077,10260,['H6NC04169'],C00597658,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-12-15,2015-12-15,2018-04-26,NC,1.0
5078,10261,['H2CA50166'],C00540120,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-12-19,2012-12-19,2015-12-16,CA,1.0
5079,10262,['H8CA36170'],C00657676,H,House,[2018],P,Principal campaign committee,Q,2017-10-06,2017-10-06,2018-11-01,CA,1.0
5080,10263,['H8VA10148'],C00649665,H,House,[2018],P,Principal campaign committee,T,2017-07-07,2017-07-07,2018-02-02,VA,1.0
5081,10265,['H6FL13197'],C00591388,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-11-04,2018-02-07,2018-02-07,FL,1.0
5082,10266,['H2CA03090'],C00500900,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-08-22,2012-09-28,2013-07-17,CA,1.0
5083,10267,['H8PA18215'],C00658179,H,House,[2018],P,Principal campaign committee,T,2017-10-16,2017-10-17,2018-02-02,PA,1.0
5084,10268,['H8PA18280'],C00685149,H,House,[2018],P,Principal campaign committee,Q,2018-08-13,2018-08-13,2018-08-13,PA,1.0
5085,10269,['H6TX07136'],C00615880,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-04-27,2016-04-27,2018-04-26,TX,1.0
5086,10270,['H2TX36068'],C00506311,H,House,[2012],P,Principal campaign committee,T,2011-11-16,2011-12-14,2012-11-29,TX,1.0
5087,10271,['H2TX36068'],C00554477,H,House,"[2014, 2016]",P,Principal campaign committee,A,2014-01-03,2014-01-23,2015-12-16,TX,1.0
5088,10272,['H6NY22130'],C00610642,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-03-03,2016-09-13,2017-06-02,NY,1.0
5089,10274,['H8DC01034'],C00659839,H,House,[2018],P,Principal campaign committee,T,2017-11-06,2017-11-06,2018-10-25,DC,1.0
5090,10277,['H6IA04134'],C00584284,H,House,"[2016, 2018]",A,Authorized by a candidate,Q,2015-08-21,2016-06-02,2018-10-15,IA,1.0
5091,10278,['H8IN05162'],C00659375,H,House,[2018],P,Principal campaign committee,T,2017-10-29,2017-11-20,2017-11-27,IN,1.0
5092,10282,['S4TN00385'],C00562736,S,Senate,"[2014, 2016]",P,Principal campaign committee,T,2014-05-05,2014-05-27,2015-05-12,TN,1.0
5093,10285,['H2GA03138'],C00512723,H,House,[2012],P,Principal campaign committee,T,2012-02-09,2012-04-12,2013-01-09,GA,1.0
5094,10287,['P00008094'],C00684779,P,Presidential,[2018],P,Principal campaign committee,Q,2018-08-08,2018-08-08,2018-08-08,NC,1.0
5095,10288,['S6CO00242'],C00576298,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2015-04-16,2015-04-16,2018-04-26,CO,1.0
5096,10292,['H6IL06158'],C00590166,H,House,[2016],P,Principal campaign committee,T,2015-10-19,2015-12-04,2016-10-05,IL,1.0
5097,10293,['H8NJ12108'],C00684324,H,House,[2018],P,Principal campaign committee,Q,2018-08-03,2018-08-03,2018-10-25,NJ,1.0
5098,10294,['S2WI00250'],C00512178,S,Senate,[2012],P,Principal campaign committee,T,2012-02-03,2012-02-03,2012-05-29,WI,1.0
5099,10295,['H6CA06243'],C00627117,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-10-05,2017-06-05,2017-06-05,CA,1.0
5100,10296,['H2NV04078'],C00524447,H,House,"[2012, 2014]",P,Principal campaign committee,A,2012-07-09,2012-07-09,2013-04-08,NV,1.0
5101,10297,['H2AZ06148'],C00495986,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-04-29,2013-05-09,2018-10-14,AZ,1.0
5102,10298,['H6WI07140'],C00580266,H,House,[2016],P,Principal campaign committee,T,2015-07-01,2015-07-01,2016-02-08,WI,1.0
