race_type,top_candidates,date
governor,"['hickenlooper', 'tancredo']",2010-10-15
governor,"['malloy', 'foley']",2010-10-15
governor,"['sink', 'scott']",2010-10-15
governor,"['brown', 'whitman']",2010-10-15
governor,"['brown', 'whitman']",2010-10-15
governor,"['cuomo', 'paladino']",2010-10-15
governor,"['kasich', 'strickland']",2010-10-15
governor,"['corbett', 'onorato']",2010-10-15
governor,"['snyder', 'bernero']",2010-10-15
governor,"['sandoval', 'reid']",2010-10-15
governor,"['herbert', 'corroon']",2010-10-16
governor,"['parnell', 'berkowitz']",2010-10-16
governor,"['martinez', 'denish']",2010-10-16
governor,"['kitzhaber', 'dudley']",2010-10-16
governor,"['malloy', 'foley']",2010-10-17
governor,"['lynch', 'stephen']",2010-10-18
governor,"['cuomo', 'paladino']",2010-10-18
governor,"['patrick', 'baker']",2010-10-18
governor,"['herbert', 'corroon']",2010-10-18
governor,"['walz', 'swanson']",2011-01-20
governor,"['johnson', 'daudt']",2011-01-20
governor,"['whitmer', 'schuette']",2011-01-25
governor,"['pritzker', 'biss']",2011-01-31
governor,"['reynolds', 'boulton']",2011-02-07
governor,"['sununu', 'ostern']",2011-02-13
governor,"['sununu', 'connolly']",2011-02-13
governor,"['sununu', 'marchand']",2011-02-13
governor,"['abbott', 'krueger']",2011-02-19
governor,"['valdez', 'white']",2011-02-19
governor,"['nixon', 'kinder']",2011-03-11
governor,"['mccrory', 'perdue']",2011-03-22
governor,"['williams', 'moffett']",2011-04-14
governor,"['beshear', 'williams']",2011-04-14
governor,"['mccrory', 'perdue']",2011-04-15
governor,"['mccrory', 'perdue']",2011-04-20
governor,"['tomblin', 'maloney']",2011-04-27
governor,"['tomblin', 'ireland']",2011-04-27
governor,"['williams', 'moffett']",2011-05-12
governor,"['tomblin', 'maloney']",2011-05-17
governor,"['mccrory', 'perdue']",2011-05-20
governor,"['beshear', 'williams']",2011-06-10
governor,"['inslee', 'mckenna']",2011-06-27
governor,"['herbert', 'matheson']",2011-06-30
governor,"['mccrory', 'perdue']",2011-07-15
governor,"['mccrory', 'perdue']",2011-07-19
governor,"['herbert', 'matheson']",2011-07-22
governor,"['beshear', 'williams']",2011-07-31
governor,"['beshear', 'williams']",2011-08-30
governor,"['tomblin', 'maloney']",2011-09-07
governor,"['mccrory', 'perdue']",2011-09-08
governor,"['mccrory', 'perdue']",2011-09-12
governor,"['nixon', 'kinder']",2011-09-14
governor,"['mckenna', 'inslee']",2011-09-26
governor,"['tomblin', 'maloney']",2011-10-03
governor,"['beshear', 'williams']",2011-10-03
governor,"['mccrory', 'perdue']",2011-10-05
governor,"['mckenna', 'inslee']",2011-10-31
governor,"['beshear', 'williams']",2011-11-03
governor,"['mccrory', 'perdue']",2011-11-04
governor,"['bryant', 'dupree']",2011-11-07
governor,"['mckenna', 'inslee']",2011-11-23
governor,"['hill', 'bullock']",2011-12-06
governor,"['mccrory', 'perdue']",2011-12-09
governor,"['mccrory', 'perdue']",2012-01-17
governor,"['mckenna', 'inslee']",2012-01-17
governor,"['walker', 'barrett']",2012-01-25
governor,"['walker', 'falk']",2012-01-25
governor,"['mckenna', 'inslee']",2012-02-14
governor,"['mckenna', 'inslee']",2012-02-17
governor,"['mckenna', 'inslee']",2012-02-22
governor,"['barrett', 'walker']",2012-02-28
governor,"['falk', 'walker']",2012-02-28
governor,"['mccrory', 'etheridge']",2012-03-13
governor,"['walker', 'falk']",2012-03-27
governor,"['walker', 'barrett']",2012-03-27
governor,"['pence', 'gregg']",2012-04-06
governor,"['mccrory', 'etheridge']",2012-04-11
governor,"['walker', 'barrett']",2012-04-16
governor,"['dalton', 'etheridge']",2012-04-24
governor,"['hassan', 'lamontagne']",2012-04-24
governor,"['dalton', 'etheridge']",2012-04-30
governor,"['walker', 'falk']",2012-05-02
governor,"['walker', 'barrett']",2012-05-02
governor,"['barrett', 'falk']",2012-05-02
governor,"['hill', 'bullock']",2012-05-03
governor,"['dalton', 'etheridge']",2012-05-07
governor,"['walker', 'barrett']",2012-05-10
governor,"['mckenna', 'inslee']",2012-05-11
governor,"['walker', 'barrett']",2012-05-14
governor,"['mccrory', 'dalton']",2012-05-15
governor,"['walker', 'barrett']",2012-05-15
governor,"['walker', 'barrett']",2012-05-16
governor,"['lamontagne', 'hassan']",2012-05-16
governor,"['mccrory', 'dalton']",2012-05-17
governor,"['shumlin', 'brock']",2012-05-22
governor,"['mccrory', 'dalton']",2012-05-23
governor,"['walker', 'barrett']",2012-05-24
governor,"['walker', 'barrett']",2012-05-24
governor,"['walker', 'barrett']",2012-05-30
governor,"['mckenna', 'inslee']",2012-05-31
governor,"['nixon', 'spence']",2012-05-31
governor,"['walker', 'barrett']",2012-06-04
governor,"['walker', 'barrett']",2012-06-04
governor,"['mccrory', 'dalton']",2012-06-13
governor,"['mckenna', 'inslee']",2012-06-18
governor,"['mckenna', 'inslee']",2012-06-19
governor,"['lamontagne', 'cilley']",2012-06-22
governor,"['lamontagne', 'hassan']",2012-06-22
governor,"['dalrymple', 'taylor']",2012-07-15
governor,"['mckenna', 'inslee']",2012-07-20
governor,"['inslee', 'mckenna']",2012-07-24
governor,"['nixon', 'spence']",2012-07-28
governor,"['mccrory', 'dalton']",2012-08-04
governor,"['inslee', 'mckenna']",2012-08-04
governor,"['mccrory', 'dalton']",2012-08-08
governor,"['nixon', 'spence']",2012-08-13
governor,"['lamontagne', 'cilley']",2012-08-14
governor,"['lamontagne', 'hassan']",2012-08-14
governor,"['hassan', 'lamontagne']",2012-08-15
governor,"['lamontagne', 'cilley']",2012-08-15
governor,"['shumlin', 'brock']",2012-08-22
governor,"['nixon', 'spence']",2012-08-23
governor,"['mccrory', 'dalton']",2012-09-03
governor,"['mccrory', 'dalton']",2012-09-03
governor,"['mccrory', 'dalton']",2012-09-07
governor,"['inslee', 'mckenna']",2012-09-11
governor,"['bullock', 'hill']",2012-09-13
governor,"['inslee', 'mckenna']",2012-09-14
governor,"['mccrory', 'dalton']",2012-09-17
governor,"['lamontagne', 'hassan']",2012-09-18
governor,"['bullock', 'hill']",2012-09-21
governor,"['lamontagne', 'hassan']",2012-09-22
governor,"['pence', 'gregg']",2012-09-27
governor,"['mccrory', 'dalton']",2012-09-27
governor,"['hassan', 'lamontagne']",2012-09-27
governor,"['hassan', 'lamontagne']",2012-09-27
governor,"['inslee', 'mckenna']",2012-09-28
governor,"['mccrory', 'dalton']",2012-09-28
governor,"['mccrory', 'dalton']",2012-10-01
governor,"['hassan', 'lamontagne']",2012-10-02
governor,"['hassan', 'lamontagne']",2012-10-02
governor,"['inslee', 'mckenna']",2012-10-03
governor,"['mccrory', 'dalton']",2012-10-04
governor,"['nixon', 'spence']",2012-10-04
governor,"['mccrory', 'dalton']",2012-10-09
governor,"['hill', 'bullock']",2012-10-11
governor,"['lamontagne', 'hassan']",2012-10-11
governor,"['lamontagne', 'hassan']",2012-10-12
governor,"['hassan', 'lamontagne']",2012-10-14
governor,"['inslee', 'mckenna']",2012-10-16
governor,"['inslee', 'mckenna']",2012-10-16
governor,"['hassan', 'lamontagne']",2012-10-16
governor,"['mccrory', 'dalton']",2012-10-16
governor,"['mccrory', 'dalton']",2012-10-16
governor,"['lamontagne', 'hassan']",2012-10-18
governor,"['inslee', 'mckenna']",2012-10-18
governor,"['hassan', 'lamontagne']",2012-10-19
governor,"['mccrory', 'dalton']",2012-10-20
governor,"['nixon', 'spence']",2012-10-21
governor,"['inslee', 'mckenna']",2012-10-22
governor,"['hassan', 'lamontagne']",2012-10-23
governor,"['dalrymple', 'taylor']",2012-10-24
governor,"['dalrymple', 'taylor']",2012-10-25
governor,"['mckenna', 'inslee']",2012-10-25
governor,"['hassan', 'lamontagne']",2012-10-26
governor,"['nixon', 'spence']",2012-10-27
governor,"['hassan', 'lamontagne']",2012-10-28
governor,"['lamontagne', 'hassan']",2012-10-28
governor,"['mccrory', 'dalton']",2012-10-29
governor,"['mccrory', 'dalton']",2012-10-29
governor,"['mccrory', 'dalton']",2012-10-30
governor,"['mccrory', 'dalton']",2012-10-31
governor,"['hassan', 'lamontagne']",2012-11-01
governor,"['inslee', 'mckenna']",2012-11-01
governor,"['inslee', 'mckenna']",2012-11-01
governor,"['pence', 'gregg']",2012-11-02
governor,"['hill', 'bullock']",2012-11-02
governor,"['hassan', 'lamontagne']",2012-11-03
governor,"['inslee', 'mckenna']",2012-11-03
governor,"['hassan', 'lamontagne']",2012-11-04
governor,"['hill', 'bullock']",2012-11-04
governor,"['mccrory', 'dalton']",2012-11-04
governor,"['nixon', 'spence']",2012-11-04
governor,"['nixon', 'spence']",2012-11-04
governor,"['hassan', 'lamontagne']",2012-11-05
governor,"['hassan', 'lamontagne']",2012-11-05
governor,"['hassan', 'lamontagne']",2012-11-05
governor,"['christie', 'buono']",2013-01-08
governor,"['mcauliffe', 'cuccinelli']",2013-01-08
governor,"['mcauliffe', 'cuccinelli']",2013-01-09
governor,"['christie', 'buono']",2013-01-23
governor,"['mcauliffe', 'cuccinelli']",2013-01-24
governor,"['cuccinelli', 'mcauliffe']",2013-01-24
governor,"['christie', 'buono']",2013-02-12
governor,"['christie', 'buono']",2013-02-12
governor,"['christie', 'buono']",2013-02-20
governor,"['cuccinelli', 'mcauliffe']",2013-02-20
governor,"['christie', 'buono']",2013-03-12
governor,"['christie', 'buono']",2013-03-26
governor,"['cuccinelli', 'mcauliffe']",2013-03-27
governor,"['mcauliffe', 'cuccinelli']",2013-04-01
governor,"['christie', 'buono']",2013-04-12
governor,"['cuccinelli', 'mcauliffe']",2013-04-17
governor,"['christie', 'buono']",2013-04-24
governor,"['cuccinelli', 'mcauliffe']",2013-05-05
governor,"['christie', 'buono']",2013-05-08
governor,"['cuccinelli', 'mcauliffe']",2013-05-08
governor,"['mcauliffe', 'cuccinelli']",2013-05-16
governor,"['schauer', 'snyder']",2013-05-22
governor,"['mcauliffe', 'cuccinelli']",2013-05-29
governor,"['schauer', 'snyder']",2013-06-04
governor,"['schwartz', 'corbett']",2013-06-07
governor,"['branstad', 'hatch']",2013-06-09
governor,"['christie', 'buono']",2013-06-10
governor,"['mcauliffe', 'cuccinelli']",2013-06-10
governor,"['hickenlooper', 'tancredo']",2013-06-13
governor,"['christie', 'buono']",2013-06-13
governor,"['christie', 'buono']",2013-06-14
governor,"['christie', 'buono']",2013-06-14
governor,"['christie', 'buono']",2013-06-15
governor,"['crist', 'scott']",2013-06-18
governor,"['foley', 'malloy']",2013-06-19
governor,"['kasich', 'cordray']",2013-06-25
governor,"['kasich', 'fitzgerald']",2013-06-25
governor,"['abbott', 'davis']",2013-07-02
governor,"['perry', 'davis']",2013-07-02
governor,"['christie', 'buono']",2013-07-10
governor,"['mcauliffe', 'cuccinelli']",2013-07-16
governor,"['cuccinelli', 'mcauliffe']",2013-07-17
governor,"['mcauliffe', 'cuccinelli']",2013-07-18
governor,"['hutchinson', 'ross']",2013-08-06
governor,"['christie', 'buono']",2013-08-08
governor,"['fitzgerald', 'kasich']",2013-08-20
governor,"['christie', 'buono']",2013-08-21
governor,"['mcauliffe', 'cuccinelli']",2013-08-21
governor,"['hickenlooper', 'tancredo']",2013-08-24
governor,"['hickenlooper', 'brophy']",2013-08-24
governor,"['michaud', 'lepage']",2013-08-27
governor,"['christie', 'buono']",2013-08-29
governor,"['mcauliffe', 'cuccinelli']",2013-08-30
governor,"['mcauliffe', 'cuccinelli']",2013-09-06
governor,"['michaud', 'lepage']",2013-09-12
governor,"['snyder', 'schauer']",2013-09-12
governor,"['christie', 'buono']",2013-09-13
governor,"['mcauliffe', 'cuccinelli']",2013-09-13
governor,"['christie', 'buono']",2013-09-17
governor,"['mcauliffe', 'cuccinelli']",2013-09-17
governor,"['mcauliffe', 'cuccinelli']",2013-09-18
governor,"['mcauliffe', 'cuccinelli']",2013-09-19
governor,"['christie', 'buono']",2013-09-20
governor,"['mcauliffe', 'cuccinelli']",2013-09-24
governor,"['mcauliffe', 'cuccinelli']",2013-09-24
governor,"['coakley', 'baker']",2013-09-24
governor,"['christie', 'buono']",2013-09-24
governor,"['christie', 'buono']",2013-09-25
governor,"['mcauliffe', 'cuccinelli']",2013-09-25
governor,"['mcauliffe', 'cuccinelli']",2013-09-25
governor,"['crist', 'scott']",2013-10-01
governor,"['abbott', 'davis']",2013-10-02
governor,"['christie', 'buono']",2013-10-02
governor,"['mcauliffe', 'cuccinelli']",2013-10-04
governor,"['mcauliffe', 'cuccinelli']",2013-10-04
governor,"['mcauliffe', 'cuccinelli']",2013-10-04
governor,"['mcauliffe', 'cuccinelli']",2013-10-04
governor,"['mcauliffe', 'cuccinelli']",2013-10-04
governor,"['mcauliffe', 'cuccinelli']",2013-10-04
governor,"['mcauliffe', 'cuccinelli']",2013-10-08
governor,"['mcauliffe', 'cuccinelli']",2013-10-08
governor,"['mcauliffe', 'cuccinelli']",2013-10-08
governor,"['christie', 'buono']",2013-10-08
governor,"['christie', 'buono']",2013-10-09
governor,"['raimondo', 'taveras']",2013-10-09
governor,"['raimondo', 'fung']",2013-10-09
governor,"['taveras', 'fung']",2013-10-09
governor,"['mcauliffe', 'cuccinelli']",2013-10-10
governor,"['crist', 'scott']",2013-10-10
governor,"['christie', 'buono']",2013-10-10
governor,"['christie', 'buono']",2013-10-10
governor,"['coakley', 'baker']",2013-10-11
governor,"['michaud', 'lepage']",2013-10-11
governor,"['hutchinson', 'ross']",2013-10-14
governor,"['mcauliffe', 'cuccinelli']",2013-10-15
governor,"['christie', 'buono']",2013-10-15
governor,"['christie', 'buono']",2013-10-17
governor,"['mcauliffe', 'cuccinelli']",2013-10-17
governor,"['christie', 'buono']",2013-10-18
governor,"['mcauliffe', 'cuccinelli']",2013-10-22
governor,"['mcauliffe', 'cuccinelli']",2013-10-23
governor,"['hutchinson', 'ross']",2013-10-24
governor,"['mcauliffe', 'cuccinelli']",2013-10-25
governor,"['mcauliffe', 'cuccinelli']",2013-10-28
governor,"['christie', 'buono']",2013-10-29
governor,"['walker', 'burke']",2013-10-29
governor,"['haley', 'sheheen']",2013-10-29
governor,"['mcauliffe', 'cuccinelli']",2013-10-30
governor,"['mcauliffe', 'cuccinelli']",2013-10-30
governor,"['mcauliffe', 'cuccinelli']",2013-10-30
governor,"['christie', 'buono']",2013-10-30
governor,"['christie', 'buono']",2013-10-30
governor,"['mcauliffe', 'cuccinelli']",2013-10-30
governor,"['mcauliffe', 'cuccinelli']",2013-11-01
governor,"['mcauliffe', 'cuccinelli']",2013-11-01
governor,"['christie', 'buono']",2013-11-02
governor,"['christie', 'buono']",2013-11-04
governor,"['christie', 'buono']",2013-11-04
governor,"['christie', 'buono']",2013-11-04
governor,"['mcauliffe', 'cuccinelli']",2013-11-04
governor,"['mcauliffe', 'cuccinelli']",2013-11-04
governor,"['abbott', 'davis']",2013-11-05
governor,"['abbott', 'davis']",2013-11-05
governor,"['snyder', 'schauer']",2013-11-08
governor,"['michaud', 'lepage']",2013-11-12
governor,"['cuomo', 'paladino']",2013-11-18
governor,"['cuomo', 'astorino']",2013-11-18
governor,"['cuomo', 'cox']",2013-11-18
governor,"['hickenlooper', 'gessler']",2013-11-19
governor,"['hickenlooper', 'brophy']",2013-11-19
governor,"['hickenlooper', 'kopp']",2013-11-19
governor,"['hickenlooper', 'tancredo']",2013-11-19
governor,"['snyder', 'schauer']",2013-11-20
governor,"['crist', 'scott']",2013-11-21
governor,"['kasich', 'fitzgerald']",2013-11-26
governor,"['quinn', 'rauner']",2013-11-26
governor,"['quinn', 'brady']",2013-11-26
governor,"['quinn', 'dillard']",2013-11-26
governor,"['schwartz', 'corbett']",2013-11-26
governor,"['wagner', 'corbett']",2013-11-26
governor,"['mccord', 'corbett']",2013-11-26
governor,"['rutherford', 'quinn']",2013-11-26
governor,"['cuomo', 'astorino']",2013-11-26
governor,"['cuomo', 'mclaughlin']",2013-11-26
governor,"['cuomo', 'paladino']",2013-11-26
governor,"['cuomo', 'astorino']",2013-11-26
governor,"['hickenlooper', 'tancredo']",2013-12-06
governor,"['hickenlooper', 'gessler']",2013-12-06
governor,"['hickenlooper', 'brophy']",2013-12-06
governor,"['hickenlooper', 'kopp']",2013-12-06
governor,"['brown', 'donnelly']",2013-12-06
governor,"['brown', 'maldonado']",2013-12-06
governor,"['snyder', 'schauer']",2013-12-10
governor,"['michaud', 'lepage']",2013-12-10
governor,"['ducey', 'duval']",2013-12-10
governor,"['bennett', 'duval']",2013-12-10
governor,"['deal', 'carter']",2014-01-10
governor,"['deal', 'carter']",2014-01-11
governor,"['snyder', 'schauer']",2014-01-14
governor,"['cuomo', 'astorino']",2014-01-20
governor,"['coakley', 'baker']",2014-01-22
governor,"['crist', 'scott']",2014-01-22
governor,"['walker', 'burke']",2014-01-27
governor,"['crist', 'scott']",2014-01-30
governor,"['coakley', 'baker']",2014-01-30
governor,"['hassan', 'gatsas']",2014-01-30
governor,"['brown', 'donnelly']",2014-01-31
governor,"['coakley', 'baker']",2014-02-04
governor,"['rauner', 'quinn']",2014-02-04
governor,"['brady', 'quinn']",2014-02-04
governor,"['rutherford', 'quinn']",2014-02-04
governor,"['parnell', 'mallott']",2014-02-04
governor,"['dillard', 'quinn']",2014-02-04
governor,"['crist', 'scott']",2014-02-05
governor,"['hickenlooper', 'gessler']",2014-02-05
governor,"['hickenlooper', 'brophy']",2014-02-05
governor,"['hickenlooper', 'kopp']",2014-02-05
governor,"['hickenlooper', 'tancredo']",2014-02-05
governor,"['duval', 'ducey']",2014-02-06
governor,"['duval', 'smith']",2014-02-06
governor,"['bennett', 'duval']",2014-02-06
governor,"['ross', 'hutchinson']",2014-02-07
governor,"['rauner', 'brady']",2014-02-11
governor,"['taveras', 'raimondo']",2014-02-12
governor,"['cuomo', 'astorino']",2014-02-13
governor,"['snyder', 'schauer']",2014-02-14
governor,"['hogan', 'craig']",2014-02-16
governor,"['brown', 'gansler']",2014-02-16
governor,"['abercrombie', 'ige']",2014-02-17
governor,"['aiona', 'abercrombie']",2014-02-17
governor,"['hogan', 'craig']",2014-02-18
governor,"['brown', 'gansler']",2014-02-18
governor,"['kasich', 'fitzgerald']",2014-02-19
governor,"['davis', 'brownback']",2014-02-21
governor,"['hutchinson', 'ross']",2014-02-21
governor,"['abbott', 'davis']",2014-02-24
governor,"['abercrombie', 'ige']",2014-02-24
governor,"['cuomo', 'astorino']",2014-02-25
governor,"['branstad', 'hatch']",2014-02-25
governor,"['wolf', 'schwartz']",2014-02-25
governor,"['schwartz', 'corbett']",2014-02-26
governor,"['mccord', 'corbett']",2014-02-26
governor,"['hanger', 'corbett']",2014-02-26
governor,"['mcginty', 'corbett']",2014-02-26
governor,"['wagner', 'corbett']",2014-02-26
governor,"['wolf', 'schwartz']",2014-02-26
governor,"['rauner', 'dillard']",2014-02-26
governor,"['wolf', 'corbett']",2014-02-26
governor,"['daugaard', 'lowe']",2014-02-28
governor,"['duval', 'jones']",2014-03-04
governor,"['malloy', 'foley']",2014-03-04
governor,"['bennett', 'duval']",2014-03-04
governor,"['smith', 'duval']",2014-03-04
governor,"['dayton', 'johnson']",2014-03-04
governor,"['duval', 'ducey']",2014-03-04
governor,"['dayton', 'seifert']",2014-03-04
governor,"['dayton', 'thompson']",2014-03-04
governor,"['foley', 'malloy']",2014-03-04
governor,"['duval', 'thomas']",2014-03-04
governor,"['rauner', 'dillard']",2014-03-05
governor,"['abbott', 'davis']",2014-03-05
governor,"['cuomo', 'astorino']",2014-03-06
governor,"['hassan', 'gatsas']",2014-03-06
governor,"['hassan', 'morse']",2014-03-06
governor,"['hassan', 'hemingway']",2014-03-06
governor,"['hassan', 'binnie']",2014-03-06
governor,"['branstad', 'hatch']",2014-03-09
governor,"['hickenlooper', 'brophy']",2014-03-11
governor,"['hickenlooper', 'gessler']",2014-03-11
governor,"['hickenlooper', 'tancredo']",2014-03-11
governor,"['branstad', 'hatch']",2014-03-12
governor,"['rauner', 'dillard']",2014-03-12
governor,"['walker', 'burke']",2014-03-12
governor,"['carter', 'deal']",2014-03-13
governor,"['hassan', 'hemingway']",2014-03-17
governor,"['crist', 'scott']",2014-03-17
governor,"['snyder', 'schauer']",2014-03-17
governor,"['rauner', 'dillard']",2014-03-17
governor,"['hickenlooper', 'beauprez']",2014-03-18
governor,"['hickenlooper', 'tancredo']",2014-03-18
governor,"['hickenlooper', 'kopp']",2014-03-18
governor,"['hickenlooper', 'brophy']",2014-03-18
governor,"['hickenlooper', 'gessler']",2014-03-18
governor,"['coakley', 'baker']",2014-03-20
governor,"['cuomo', 'astorino']",2014-03-24
governor,"['martinez', 'king']",2014-03-25
governor,"['martinez', 'morales']",2014-03-25
governor,"['martinez', 'lopez']",2014-03-25
governor,"['walker', 'burke']",2014-03-26
governor,"['brown', 'donnelly']",2014-03-27
governor,"['deal', 'carter']",2014-04-02
governor,"['snyder', 'schauer']",2014-04-03
governor,"['wolf', 'schwartz']",2014-04-03
governor,"['kitzhaber', 'richardson']",2014-04-04
governor,"['ross', 'hutchinson']",2014-04-07
governor,"['scott', 'crist']",2014-04-07
governor,"['snyder', 'schauer']",2014-04-08
governor,"['branstad', 'hatch']",2014-04-09
governor,"['coakley', 'baker']",2014-04-09
governor,"['walker', 'burke']",2014-04-09
governor,"['ross', 'hutchinson']",2014-04-09
governor,"['brown', 'donnelly']",2014-04-09
governor,"['block', 'fung']",2014-04-10
governor,"['raimondo', 'taveras']",2014-04-10
governor,"['rauner', 'quinn']",2014-04-14
governor,"['snyder', 'schauer']",2014-04-15
governor,"['abbott', 'davis']",2014-04-15
governor,"['crist', 'scott']",2014-04-16
governor,"['coakley', 'baker']",2014-04-16
governor,"['hassan', 'hemingway']",2014-04-16
governor,"['hassan', 'havenstein']",2014-04-16
governor,"['lepage', 'michaud']",2014-04-16
governor,"['haley', 'sheheen']",2014-04-17
governor,"['brownback', 'davis']",2014-04-21
governor,"['cuomo', 'astorino']",2014-04-22
governor,"['hickenlooper', 'beauprez']",2014-04-23
governor,"['hickenlooper', 'gessler']",2014-04-23
governor,"['hickenlooper', 'tancredo']",2014-04-23
governor,"['hickenlooper', 'kopp']",2014-04-23
governor,"['walker', 'burke']",2014-04-23
governor,"['hutchinson', 'ross']",2014-04-23
governor,"['crist', 'scott']",2014-04-24
governor,"['brown', 'donnelly']",2014-04-24
governor,"['crist', 'scott']",2014-04-25
governor,"['branstad', 'hatch']",2014-04-28
governor,"['hickenlooper', 'beauprez']",2014-04-29
governor,"['dayton', 'thompson']",2014-04-29
governor,"['dayton', 'johnson']",2014-04-29
governor,"['dayton', 'zellers']",2014-04-29
governor,"['dayton', 'seifert']",2014-04-29
governor,"['deal', 'carter']",2014-04-29
governor,"['kasich', 'fitzgerald']",2014-04-29
governor,"['snyder', 'schauer']",2014-04-29
governor,"['scott', 'crist']",2014-04-29
governor,"['walker', 'burke']",2014-04-29
governor,"['lepage', 'michaud']",2014-04-29
governor,"['crist', 'scott']",2014-04-30
governor,"['kasich', 'fitzgerald']",2014-04-30
governor,"['hutchinson', 'ross']",2014-04-30
governor,"['crist', 'scott']",2014-04-30
governor,"['haslam', 'mckamey']",2014-05-02
governor,"['kitzhaber', 'richardson']",2014-05-02
governor,"['wolf', 'schwartz']",2014-05-02
governor,"['ricketts', 'bruning']",2014-05-07
governor,"['hassan', 'hemingway']",2014-05-07
governor,"['michaud', 'lepage']",2014-05-07
governor,"['snyder', 'schauer']",2014-05-07
governor,"['branstad', 'hatch']",2014-05-07
governor,"['kitzhaber', 'richardson']",2014-05-08
governor,"['malloy', 'foley']",2014-05-09
governor,"['deal', 'carter']",2014-05-10
governor,"['hassan', 'hemingway']",2014-05-10
governor,"['hassan', 'havenstein']",2014-05-10
governor,"['ricketts', 'bruning']",2014-05-12
governor,"['kasich', 'fitzgerald']",2014-05-12
governor,"['hutchinson', 'ross']",2014-05-12
governor,"['deal', 'carter']",2014-05-12
governor,"['deal', 'carter']",2014-05-13
governor,"['deal', 'carter']",2014-05-13
governor,"['parnell', 'mallott']",2014-05-13
governor,"['wolf', 'schwartz']",2014-05-14
governor,"['crist', 'scott']",2014-05-14
governor,"['kasich', 'fitzgerald']",2014-05-14
governor,"['wolf', 'schwartz']",2014-05-14
governor,"['daugaard', 'lowe']",2014-05-15
governor,"['daugaard', 'wismer']",2014-05-15
governor,"['ricketts', 'hassebrook']",2014-05-18
governor,"['wolf', 'schwartz']",2014-05-18
governor,"['walker', 'burke']",2014-05-21
governor,"['branstad', 'hatch']",2014-05-21
governor,"['cuomo', 'astorino']",2014-05-21
governor,"['brown', 'donnelly']",2014-05-21
governor,"['coakley', 'baker']",2014-05-22
governor,"['brown', 'donnelly']",2014-05-22
governor,"['king', 'rael']",2014-05-26
governor,"['scott', 'crist']",2014-05-27
governor,"['snyder', 'schauer']",2014-05-27
governor,"['carter', 'deal']",2014-05-27
governor,"['snyder', 'schauer']",2014-05-28
governor,"['kitzhaber', 'richardson']",2014-05-29
governor,"['hutchinson', 'ross']",2014-05-30
governor,"['brown', 'kashkari']",2014-06-01
governor,"['wolf', 'corbett']",2014-06-01
governor,"['brown', 'kashkari']",2014-06-01
governor,"['wolf', 'corbett']",2014-06-03
governor,"['wolf', 'corbett']",2014-06-04
governor,"['otter', 'balukoff']",2014-06-04
governor,"['taveras', 'raimondo']",2014-06-04
governor,"['branstad', 'hatch']",2014-06-06
governor,"['branstad', 'hatch']",2014-06-06
governor,"['coakley', 'baker']",2014-06-06
governor,"['deal', 'carter']",2014-06-07
governor,"['daugaard', 'wismer']",2014-06-08
governor,"['hogan', 'craig']",2014-06-08
governor,"['brown', 'gansler']",2014-06-08
governor,"['coakley', 'baker']",2014-06-09
governor,"['brown', 'kashkari']",2014-06-10
governor,"['brown', 'hogan']",2014-06-10
governor,"['hogan', 'craig']",2014-06-10
governor,"['brown', 'gansler']",2014-06-10
governor,"['crist', 'scott']",2014-06-10
governor,"['crist', 'scott']",2014-06-11
governor,"['bentley', 'griffith']",2014-06-11
governor,"['snyder', 'schauer']",2014-06-12
governor,"['kitzhaber', 'richardson']",2014-06-12
governor,"['abbott', 'davis']",2014-06-12
governor,"['coakley', 'baker']",2014-06-13
governor,"['dayton', 'johnson']",2014-06-13
governor,"['dayton', 'seifert']",2014-06-13
governor,"['dayton', 'honour']",2014-06-13
governor,"['ige', 'abercrombie']",2014-06-13
governor,"['aiona', 'abercrombie']",2014-06-13
governor,"['aiona', 'ige']",2014-06-13
governor,"['dayton', 'zellers']",2014-06-13
governor,"['dayton', 'honour']",2014-06-17
governor,"['dayton', 'seifert']",2014-06-17
governor,"['dayton', 'zellers']",2014-06-17
governor,"['dayton', 'johnson']",2014-06-17
governor,"['cuomo', 'astorino']",2014-06-18
governor,"['branstad', 'hatch']",2014-06-19
governor,"['coakley', 'baker']",2014-06-19
governor,"['hassan', 'hemingway']",2014-06-19
governor,"['hassan', 'havenstein']",2014-06-19
governor,"['hassan', 'havenstein']",2014-06-20
governor,"['michaud', 'lepage']",2014-06-23
governor,"['sandoval', 'goodman']",2014-06-24
governor,"['brown', 'kashkari']",2014-06-25
governor,"['scott', 'crist']",2014-06-25
governor,"['davis', 'brownback']",2014-06-26
governor,"['coakley', 'baker']",2014-06-26
governor,"['deal', 'carter']",2014-06-27
governor,"['hickenlooper', 'beauprez']",2014-07-01
governor,"['snyder', 'schauer']",2014-07-01
governor,"['wolf', 'corbett']",2014-07-02
governor,"['coakley', 'baker']",2014-07-02
governor,"['coakley', 'baker']",2014-07-06
governor,"['hassan', 'hemingway']",2014-07-07
governor,"['hassan', 'havenstein']",2014-07-07
governor,"['scott', 'crist']",2014-07-09
governor,"['cuomo', 'astorino']",2014-07-09
governor,"['brown', 'hogan']",2014-07-11
governor,"['coakley', 'baker']",2014-07-11
governor,"['snyder', 'schauer']",2014-07-15
governor,"['hickenlooper', 'beauprez']",2014-07-15
