name,party,race_type,date,state,district,incumbent,incumbent_first_elected,pct
ted budd,r,house,11/6/18 0:00,NC,13,ted budd,2016,51.6
kathy manning,d,house,11/6/18 0:00,NC,13,ted budd,2016,45.5
tom bailey,o,house,11/6/18 0:00,NC,13,ted budd,2016,1.9
kelly armstrong,r,house,11/6/18 0:00,ND,0,kevin cramer,2012,60.3
mac schneider,d,house,11/6/18 0:00,ND,0,kevin cramer,2012,35.6
charles tuttle,o,house,11/6/18 0:00,ND,0,kevin cramer,2012,4.1
steve chabot,r,house,11/6/18 0:00,OH,1,steve chabot,2010,51.8
aftab pureval,d,house,11/6/18 0:00,OH,1,steve chabot,2010,46.4
dirk kubala,o,house,11/6/18 0:00,OH,1,steve chabot,2010,1.8
brad wenstrup,r,house,11/6/18 0:00,OH,2,brad wenstrup,2012,57.8
jill schiller,d,house,11/6/18 0:00,OH,2,brad wenstrup,2012,41
steve myers,o,house,11/6/18 0:00,OH,2,brad wenstrup,2012,1.2
joyce beatty,d,house,11/6/18 0:00,OH,3,joyce beatty,2012,73.3
james burgess,r,house,11/6/18 0:00,OH,3,joyce beatty,2012,26.7
jim jordan,r,house,11/6/18 0:00,OH,4,jim jordan,2006,65.4
janet garrett,d,house,11/6/18 0:00,OH,4,jim jordan,2006,34.6
bob latta,r,house,11/6/18 0:00,OH,5,bob latta,2006,62.5
michael galbraith,d,house,11/6/18 0:00,OH,5,bob latta,2006,35
don kissick,o,house,11/6/18 0:00,OH,5,bob latta,2006,2.6
bill johnson,r,house,11/6/18 0:00,OH,6,bill johnson,2010,69.3
shawna roberts,d,house,11/6/18 0:00,OH,6,bill johnson,2010,30.7
bob gibbs,r,house,11/6/18 0:00,OH,7,bob gibbs,2010,58.9
ken harbaugh,d,house,11/6/18 0:00,OH,7,bob gibbs,2010,41.1
warren davidson,r,house,11/6/18 0:00,OH,8,warren davidson,2016,66.8
vanessa enoch,d,house,11/6/18 0:00,OH,8,warren davidson,2016,33.2
marcy kaptur,d,house,11/6/18 0:00,OH,9,marcy kaptur,1982,67.6
steve kraus,r,house,11/6/18 0:00,OH,9,marcy kaptur,1982,32.4
mike turner,r,house,11/6/18 0:00,OH,10,mike turner,2002,56.2
theresa gasper,d,house,11/6/18 0:00,OH,10,mike turner,2002,42.9
david harlow,o,house,11/6/18 0:00,OH,10,mike turner,2002,1.9
marcia fudge,d,house,11/6/18 0:00,OH,11,marcia fudge,2006,81.9
beverly goldstein,r,house,11/6/18 0:00,OH,11,marcia fudge,2006,18.1
troy balderson,r,house,11/6/18 0:00,OH,12,troy balderson,2018,51.6
danny oconnor,d,house,11/6/18 0:00,OH,12,troy balderson,2018,47.4
joseph manchik,o,house,11/6/18 0:00,OH,12,troy balderson,2018,1.4
tim ryan,d,house,11/6/18 0:00,OH,13,tim ryan,2002,60.8
chris depizzo,r,house,11/6/18 0:00,OH,13,tim ryan,2002,39.2
david joyce,r,house,11/6/18 0:00,OH,14,david joyce,2012,55.4
betsy rader,d,house,11/6/18 0:00,OH,14,david joyce,2012,44.6
steve stivers,r,house,11/6/18 0:00,OH,15,steve stivers,2010,58.5
rick neal,d,house,11/6/18 0:00,OH,15,steve stivers,2010,39.5
johnathan miller,o,house,11/6/18 0:00,OH,15,steve stivers,2010,1.9
anthony gonzalez,r,house,11/6/18 0:00,OH,16,jim renacci,2010,56.8
susan moran palmer,d,house,11/6/18 0:00,OH,16,jim renacci,2010,43.2
kevin hern,r,house,11/6/18 0:00,OK,1,,,59.3
tim gilpin,d,house,11/6/18 0:00,OK,1,,,40.7
markwayne mullin,r,house,11/6/18 0:00,OK,2,markwayne mullin,2012,65
jason nichols,d,house,11/6/18 0:00,OK,2,markwayne mullin,2012,30.1
john foreman,o,house,11/6/18 0:00,OK,2,markwayne mullin,2012,3
richard castaldo,o,house,11/6/18 0:00,OK,2,markwayne mullin,2012,1.9
frank lucas,r,house,11/6/18 0:00,OK,3,frank lucas,1994,76.9
frankie robbins,d,house,11/6/18 0:00,OK,3,frank lucas,1994,23.1
tom cole,r,house,11/6/18 0:00,OK,4,tom cole,2002,63.1
mary brannon,d,house,11/6/18 0:00,OK,4,tom cole,2002,33
ruby peters,o,house,11/6/18 0:00,OK,4,tom cole,2002,3.9
kendra horn,d,house,11/6/18 0:00,OK,5,steve russell,2014,50.7
steve russell,r,house,11/6/18 0:00,OK,5,steve russell,2014,49.3
suzanne bonamici,d,house,11/6/18 0:00,OR,1,suzanne bonamici,2012,63.8
john verbeek,r,house,11/6/18 0:00,OR,1,suzanne bonamici,2012,32.1
greg walden,r,house,11/6/18 0:00,OR,2,greg walden,1998,56.7
jamie mcleodskinner,d,house,11/6/18 0:00,OR,2,greg walden,1998,39.1
mark roberts,o,house,11/6/18 0:00,OR,2,greg walden,1998,4.2
earl blumenauer,d,house,11/6/18 0:00,OR,3,earl blumenauer,1996,72.8
ton harrison,r,house,11/6/18 0:00,OR,3,earl blumenauer,1996,19.9
marc koller,o,house,11/6/18 0:00,OR,3,earl blumenauer,1996,5.5
gary dye,o,house,11/6/18 0:00,OR,3,earl blumenauer,1996,1.5
michael marsh,o,house,11/6/18 0:00,OR,3,earl blumenauer,1996,0.4
peter defazio,d,house,11/6/18 0:00,OR,4,peter defazio,1986,56
art robinson,r,house,11/6/18 0:00,OR,4,peter defazio,1986,41
richard johnson,o,house,11/6/18 0:00,OR,4,peter defazio,1986,1.4
kurt schrader,d,house,11/6/18 0:00,OR,5,kurt schrader,2008,55.1
mark callahan,r,house,11/6/18 0:00,OR,5,kurt schrader,2008,42
dan souza,o,house,11/6/18 0:00,OR,5,kurt schrader,2008,1.6
brian fitzpatrick,r,house,11/6/18 0:00,PA,1,brian fitzpatrick,2016,51.3
scott wallace,d,house,11/6/18 0:00,PA,1,brian fitzpatrick,2016,48.7
brendan boyle,d,house,11/6/18 0:00,PA,2,brendan boyle,2014,79
david torres,r,house,11/6/18 0:00,PA,2,brendan boyle,2014,21
dwight evans,d,house,11/6/18 0:00,PA,3,dwight evans,2016,93.4
bryan leib,r,house,11/6/18 0:00,PA,3,dwight evans,2016,6.6
madeleine dean,d,house,11/6/18 0:00,PA,4,,,63.4
dan david,r,house,11/6/18 0:00,PA,4,,,36.6
mary gay scanlon,d,house,11/6/18 0:00,PA,5,,,65.1
pearl kim,r,house,11/6/18 0:00,PA,5,,,34.9
chrissy houlahan,d,house,11/6/18 0:00,PA,6,ryan costello,2014,58.8
greg mccauley,r,house,11/6/18 0:00,PA,6,ryan costello,2014,41.2
susan wild,d,house,11/6/18 0:00,PA,7,,,53.4
marty nothstein,r,house,11/6/18 0:00,PA,7,,,43.5
tom silfies,o,house,11/6/18 0:00,PA,7,,,3.1
matt cartwright,d,house,11/6/18 0:00,PA,8,matt cartwright,2012,54.6
john chrin,r,house,11/6/18 0:00,PA,8,matt cartwright,2012,45.4
dan meuser,r,house,11/6/18 0:00,PA,9,lou barletta,2010,59.9
denny wolff,d,house,11/6/18 0:00,PA,9,lou barletta,2010,40.1
scott perry,r,house,11/6/18 0:00,PA,10,scott perry,2012,51.3
george scott,d,house,11/6/18 0:00,PA,10,scott perry,2012,48.7
lloyd smucker,r,house,11/6/18 0:00,PA,11,lloyd smucker,2016,58.6
drew anderson,o,house,11/6/18 0:00,PA,11,lloyd smucker,2016,
jess king,d,house,11/6/18 0:00,PA,11,lloyd smucker,2016,41.4
tom marino,r,house,11/6/18 0:00,PA,12,tom marino,2010,66.1
marc friedenberg,d,house,11/6/18 0:00,PA,12,tom marino,2010,33.9
jerry kairnes,o,house,11/6/18 0:00,PA,12,tom marino,2010,
john joyce,r,house,11/6/18 0:00,PA,13,bill shuster,2002,70.4
brent ottaway,d,house,11/6/18 0:00,PA,13,bill shuster,2002,29.6
guy reschenthaler,r,house,11/6/18 0:00,PA,14,,,58
bibiana boerio,d,house,11/6/18 0:00,PA,14,,,42
glenn thompson,r,house,11/6/18 0:00,PA,15,glenn thompson,2008,67.9
susan boser,d,house,11/6/18 0:00,PA,15,glenn thompson,2008,32.1
mike kelly,r,house,11/6/18 0:00,PA,16,mike kelly,2010,51.5
ron dinicola,d,house,11/6/18 0:00,PA,16,mike kelly,2010,47.4
bill beeman,o,house,11/6/18 0:00,PA,16,mike kelly,2010,1.1
conor lamb,d,house,11/6/18 0:00,PA,17,conor lamb,2018,56.2
keith rothfus,r,house,11/6/18 0:00,PA,17,conor lamb,2018,43.8
mike doyle,d,house,11/6/18 0:00,PA,18,mike doyle,1994,100
david cicilline,d,house,11/6/18 0:00,RI,1,david cicilline,2010,66.8
patrick donovan,r,house,11/6/18 0:00,RI,1,david cicilline,2010,33.2
daniel joseph guilmette,o,house,11/6/18 0:00,RI,1,david cicilline,2010,
james langevin,d,house,11/6/18 0:00,RI,2,james langevin,2000,63.6
sal caiozzo,r,house,11/6/18 0:00,RI,2,james langevin,2000,36.4
joe cunningham,d,house,11/6/18 0:00,SC,1,mark sanford,2013,50.7
katie arrington,r,house,11/6/18 0:00,SC,1,mark sanford,2013,49.3
joe wilson,r,house,11/6/18 0:00,SC,2,joe wilson,2001,56.3
sean carrigan,d,house,11/6/18 0:00,SC,2,joe wilson,2001,42.5
sonny narang,o,house,11/6/18 0:00,SC,2,joe wilson,2001,1.2
jeff duncan,r,house,11/6/18 0:00,SC,3,jeff duncan,2010,67.8
mary geren,d,house,11/6/18 0:00,SC,3,jeff duncan,2010,31
dave moore,o,house,11/6/18 0:00,SC,3,jeff duncan,2010,1.2
william timmons,r,house,11/6/18 0:00,SC,4,trey gowdy,2010,59.7
brandon brown,d,house,11/6/18 0:00,SC,4,trey gowdy,2010,36.6
guy furay,o,house,11/6/18 0:00,SC,4,trey gowdy,2010,3.8
ralph norman,r,house,11/6/18 0:00,SC,5,ralph norman,2017,57.1
archie parnell,d,house,11/6/18 0:00,SC,5,ralph norman,2017,41.5
michael chandler,o,house,11/6/18 0:00,SC,5,ralph norman,2017,1.4
jim clyburn,d,house,11/6/18 0:00,SC,6,jim clyburn,1992,70.5
gerhard gressmann,r,house,11/6/18 0:00,SC,6,jim clyburn,1992,27.9
bryan pugh,o,house,11/6/18 0:00,SC,6,jim clyburn,1992,1.6
tom rice,r,house,11/6/18 0:00,SC,7,tom rice,2012,59.6
robert williams,d,house,11/6/18 0:00,SC,7,tom rice,2012,40.4
dick withington,o,house,11/6/18 0:00,SC,7,tom rice,2012,
dusty johnson,r,house,11/6/18 0:00,SD,0,kristi noem,2010,60.3
tim bjorkman,d,house,11/6/18 0:00,SD,0,kristi noem,2010,36
ron wieczorek,o,house,11/6/18 0:00,SD,0,kristi noem,2010,2.2
george hendrickson,o,house,11/6/18 0:00,SD,0,kristi noem,2010,1.5
phil roe,r,house,11/6/18 0:00,TN,1,phil roe,2008,77.1
marty olsen,d,house,11/6/18 0:00,TN,1,phil roe,2008,21
michael salyer,o,house,11/6/18 0:00,TN,1,phil roe,2008,1.9
tim burchett,r,house,11/6/18 0:00,TN,2,jimmy duncan,1988,65.8
renee hoyos,d,house,11/6/18 0:00,TN,2,jimmy duncan,1988,33.2
greg samples,o,house,11/6/18 0:00,TN,2,jimmy duncan,1988,0.4
allen smith,o,house,11/6/18 0:00,TN,2,jimmy duncan,1988,
marc whitmire,o,house,11/6/18 0:00,TN,2,jimmy duncan,1988,0.24
jeffrey grunau,o,house,11/6/18 0:00,TN,2,jimmy duncan,1988,0.25
chuck fleischmann,r,house,11/6/18 0:00,TN,3,chuck fleischmann,2010,63.7
danielle mitchell,d,house,11/6/18 0:00,TN,3,chuck fleischmann,2010,34.5
rick tyler,o,house,11/6/18 0:00,TN,3,chuck fleischmann,2010,1.8
scott desjarlais,r,house,11/6/18 0:00,TN,4,scott desjarlais,2010,63.4
mariah phillips,d,house,11/6/18 0:00,TN,4,scott desjarlais,2010,34.6
michael shupe,o,house,11/6/18 0:00,TN,4,scott desjarlais,2010,3
jim cooper,d,house,11/6/18 0:00,TN,5,jim cooper,2002,67.8
jody ball,r,house,11/6/18 0:00,TN,5,jim cooper,2002,32.2
john rose,r,house,11/6/18 0:00,TN,6,diane black,2010,69.5
dawn barlow,d,house,11/6/18 0:00,TN,6,diane black,2010,28.3
david ross,o,house,11/6/18 0:00,TN,6,diane black,2010,1.4
lloyd dunn,o,house,11/6/18 0:00,TN,6,diane black,2010,0.9
mark green,r,house,11/6/18 0:00,TN,7,marsha blackburn,2002,66.8
justin kanew,d,house,11/6/18 0:00,TN,7,marsha blackburn,2002,32.1
lenny ladner,o,house,11/6/18 0:00,TN,7,marsha blackburn,2002,0.6
brent legendre,o,house,11/6/18 0:00,TN,7,marsha blackburn,2002,0.4
david kustoff,r,house,11/6/18 0:00,TN,8,david kustoff,2016,67.6
erika stotts pearson,d,house,11/6/18 0:00,TN,8,david kustoff,2016,30.1
james hart,o,house,11/6/18 0:00,TN,8,david kustoff,2016,2.2
john boatner,d,house,11/6/18 0:00,TN,8,david kustoff,2016,0
steve cohen,d,house,11/6/18 0:00,TN,9,steve cohen,2006,79.9
charlotte bergmann,r,house,11/6/18 0:00,TN,9,steve cohen,2006,19.3
leo awgowhat,o,house,11/6/18 0:00,TN,9,steve cohen,2006,0.8
louie gohmert,r,house,11/6/18 0:00,TX,1,louie gohmert,2004,72.3
shirley mckellar,d,house,11/6/18 0:00,TX,1,louie gohmert,2004,26.3
jeff callaway,o,house,11/6/18 0:00,TX,1,louie gohmert,2004,1.4
dan crenshaw,r,house,11/6/18 0:00,TX,2,ted poe,2004,52.9
todd litton,d,house,11/6/18 0:00,TX,2,ted poe,2004,45.5
patrick gunnels,o,house,11/6/18 0:00,TX,2,ted poe,2004,0.9
scott cubbler,o,house,11/6/18 0:00,TX,2,ted poe,2004,0.7
van taylor,r,house,11/6/18 0:00,TX,3,sam johnson,1991,54.3
lorie burch,d,house,11/6/18 0:00,TX,3,sam johnson,1991,44.2
christopher claytor,o,house,11/6/18 0:00,TX,3,sam johnson,1991,1.5
john ratcliffe,r,house,11/6/18 0:00,TX,4,john ratcliffe,2014,75.7
catherine krantz,d,house,11/6/18 0:00,TX,4,john ratcliffe,2014,23
ken ashby,o,house,11/6/18 0:00,TX,4,john ratcliffe,2014,1.3
lance gooden,r,house,11/6/18 0:00,TX,5,jeb hensarling,2002,62.4
dan wood,d,house,11/6/18 0:00,TX,5,jeb hensarling,2002,37.6
ron wright,r,house,11/6/18 0:00,TX,6,joe barton,1984,53.1
jana lynne sanchez,d,house,11/6/18 0:00,TX,6,joe barton,1984,45.4
jason allen harber,o,house,11/6/18 0:00,TX,6,joe barton,1984,1.5
lizzie fletcher,d,house,11/6/18 0:00,TX,7,john culberson,2000,52.5
john culberson,r,house,11/6/18 0:00,TX,7,john culberson,2000,47.5
kevin brady,r,house,11/6/18 0:00,TX,8,kevin brady,1996,73.5
steven david,d,house,11/6/18 0:00,TX,8,kevin brady,1996,24.8
chris duncan,o,house,11/6/18 0:00,TX,8,kevin brady,1996,1.7
al green,d,house,11/6/18 0:00,TX,9,al green,2004,89.1
phil kurtz,o,house,11/6/18 0:00,TX,9,al green,2004,3.9
benjamin hernandez,o,house,11/6/18 0:00,TX,9,al green,2004,3.8
kesha rogers,o,house,11/6/18 0:00,TX,9,al green,2004,3.3
michael mccaul,r,house,11/6/18 0:00,TX,10,michael mccaul,2004,50.9
mike siegel,d,house,11/6/18 0:00,TX,10,michael mccaul,2004,46.9
mike ryan,o,house,11/6/18 0:00,TX,10,michael mccaul,2004,2.2
mike conaway,r,house,11/6/18 0:00,TX,11,mike conaway,2004,80.2
jennie lou leeder,d,house,11/6/18 0:00,TX,11,mike conaway,2004,18.4
rhett rosenquest smith,o,house,11/6/18 0:00,TX,11,mike conaway,2004,1.4
kay granger,r,house,11/6/18 0:00,TX,12,kay granger,1996,64.3
vanessa adia,d,house,11/6/18 0:00,TX,12,kay granger,1996,33.9
jacob leddy,o,house,11/6/18 0:00,TX,12,kay granger,1996,1.8
mac thornberry,r,house,11/6/18 0:00,TX,13,mac thornberry,1994,81.6
greg sagan,d,house,11/6/18 0:00,TX,13,mac thornberry,1994,16.9
calvin deweese,o,house,11/6/18 0:00,TX,13,mac thornberry,1994,1.5
randy weber,r,house,11/6/18 0:00,TX,14,randy weber,2012,59.3
adrienne bell,d,house,11/6/18 0:00,TX,14,randy weber,2012,39.2
don conley iii,o,house,11/6/18 0:00,TX,14,randy weber,2012,1.4
vicente gonzalez,d,house,11/6/18 0:00,TX,15,vicente gonzalez,2016,59.7
tim westley,r,house,11/6/18 0:00,TX,15,vicente gonzalez,2016,38.7
anthony cristo,o,house,11/6/18 0:00,TX,15,vicente gonzalez,2016,1.6
veronica escobar,d,house,11/6/18 0:00,TX,16,beto orourke,2012,59.7
rick seeberger,r,house,11/6/18 0:00,TX,16,beto orourke,2012,39.7
ben mendoze,o,house,11/6/18 0:00,TX,16,beto orourke,2012,1.6
bill flores,r,house,11/6/18 0:00,TX,17,bill flores,2010,56.9
rick kennedy,d,house,11/6/18 0:00,TX,17,bill flores,2010,41.3
peter churchman,o,house,11/6/18 0:00,TX,17,bill flores,2010,1.9
sheila jackson lee,d,house,11/6/18 0:00,TX,18,sheila jackson lee,1994,75.2
ava pate,r,house,11/6/18 0:00,TX,18,sheila jackson lee,1994,20.8
luke spencer,o,house,11/6/18 0:00,TX,18,sheila jackson lee,1994,2.2
jodey arrington,r,house,11/6/18 0:00,TX,19,jodey arrington,2016,75.3
miguel levario,d,house,11/6/18 0:00,TX,19,jodey arrington,2016,24.7
joaquin castro,d,house,11/6/18 0:00,TX,20,joaquin castro,2012,80.9
jeffrey blunt,o,house,11/6/18 0:00,TX,20,joaquin castro,2012,19.1
chip roy,r,house,11/6/18 0:00,TX,21,lamar smith,1986,50.3
joseph kopser,d,house,11/6/18 0:00,TX,21,lamar smith,1986,47.5
lee santos,o,house,11/6/18 0:00,TX,21,lamar smith,1986,2.1
pete olson,r,house,11/6/18 0:00,TX,22,pete olson,2008,51.4
sri preston kulkarni,d,house,11/6/18 0:00,TX,22,pete olson,2008,46.4
john mcelligott,o,house,11/6/18 0:00,TX,22,pete olson,2008,1.1
kellen sweny,o,house,11/6/18 0:00,TX,22,pete olson,2008,1.1
ruben corvalan,o,house,11/6/18 0:00,TX,23,will hurd,2014,2.1
will hurd,r,house,11/6/18 0:00,TX,23,will hurd,2014,49.2
gina ortiz jones,d,house,11/6/18 0:00,TX,23,will hurd,2014,48.7
kenny marchant,r,house,11/6/18 0:00,TX,24,kenny marchant,2004,50.7
jan mcdowell,d,house,11/6/18 0:00,TX,24,kenny marchant,2004,47.5
mike kolls,o,house,11/6/18 0:00,TX,24,kenny marchant,2004,1.9
roger williams,r,house,11/6/18 0:00,TX,25,roger williams,2012,53.6
julie oliver,d,house,11/6/18 0:00,TX,25,roger williams,2012,44.7
desarae lindsey,o,house,11/6/18 0:00,TX,25,roger williams,2012,1.7
martin luecke,o,house,11/6/18 0:00,TX,25,roger williams,2012,NA
michael burgess,r,house,11/6/18 0:00,TX,26,michael burgess,2002,59.4
linsey fagan,d,house,11/6/18 0:00,TX,26,michael burgess,2002,39
mark boler,o,house,11/6/18 0:00,TX,26,michael burgess,2002,1.6
michael cloud,r,house,11/6/18 0:00,TX,27,michael cloud,2018,60.3
eric holguin,d,house,11/6/18 0:00,TX,27,michael cloud,2018,36.6
james duerr,o,house,11/6/18 0:00,TX,27,michael cloud,2018,2.1
daniel tinus,o,house,11/6/18 0:00,TX,27,michael cloud,2018,1
henry cuellar,d,house,11/6/18 0:00,TX,28,henry cuellar,2004,84.4
arthur thomas iv,o,house,11/6/18 0:00,TX,28,henry cuellar,2004,15.6
sylvia garcia,d,house,11/6/18 0:00,TX,29,gene green,1992,75.1
phillip aronoff,r,house,11/6/18 0:00,TX,29,gene green,1992,23.9
cullen burns,o,house,11/6/18 0:00,TX,29,gene green,1992,1
eddie bernice johnson,d,house,11/6/18 0:00,TX,30,eddie bernice johnson,1992,91.1
shawn jones,o,house,11/6/18 0:00,TX,30,eddie bernice johnson,1992,8.9
john carter,r,house,11/6/18 0:00,TX,31,john carter,2002,50.6
mary jennings hegar,d,house,11/6/18 0:00,TX,31,john carter,2002,47.6
jason hope,o,house,11/6/18 0:00,TX,31,john carter,2002,1.7
colin allred,d,house,11/6/18 0:00,TX,32,pete sessions,1996,52.2
pete sessions,r,house,11/6/18 0:00,TX,32,pete sessions,1996,45.9
melina baker,o,house,11/6/18 0:00,TX,32,pete sessions,1996,2
marc veasey,d,house,11/6/18 0:00,TX,33,marc veasey,2012,76.1
willie billups,r,house,11/6/18 0:00,TX,33,marc veasey,2012,21.9
jason reeves,o,house,11/6/18 0:00,TX,33,marc veasey,2012,1.9
filemon vela jr,d,house,11/6/18 0:00,TX,34,filemon vela jr,2012,60
rey gonzalez,r,house,11/6/18 0:00,TX,34,filemon vela jr,2012,40
lloyd doggett,d,house,11/6/18 0:00,TX,35,lloyd doggett,1994,71.2
david smalling,r,house,11/6/18 0:00,TX,35,lloyd doggett,1994,26.1
clark patterson,o,house,11/6/18 0:00,TX,35,lloyd doggett,1994,2.7
brian babin,r,house,11/6/18 0:00,TX,36,brian babin,2014,72.6
dayna steele,d,house,11/6/18 0:00,TX,36,brian babin,2014,27.4
rob bishop,r,house,11/6/18 0:00,UT,1,rob bishop,2002,61.6
lee castillo,d,house,11/6/18 0:00,UT,1,rob bishop,2002,26.9
adam davis,o,house,11/6/18 0:00,UT,1,rob bishop,2002,1.9
chris stewart,r,house,11/6/18 0:00,UT,2,chris stewart,2012,56.1
shireen ghorbani,d,house,11/6/18 0:00,UT,2,chris stewart,2012,38.9
jeffrey whipple,o,house,11/6/18 0:00,UT,2,chris stewart,2012,4
john curtis,r,house,11/6/18 0:00,UT,3,john curtis,2017,67.5
james singer,d,house,11/6/18 0:00,UT,3,john curtis,2017,27.3
ben mcadams,d,house,11/6/18 0:00,UT,4,mia love,2014,50.1
mia love,r,house,11/6/18 0:00,UT,4,mia love,2014,49.9
peter welch,d,house,11/6/18 0:00,VT,0,peter welch,2006,69.3
anya tynio,r,house,11/6/18 0:00,VT,0,peter welch,2006,26
cris ericson,o,house,11/6/18 0:00,VT,0,peter welch,2006,3.3
rob wittman,r,house,11/6/18 0:00,VA,1,rob wittman,2007,55.2
vangie williams,d,house,11/6/18 0:00,VA,1,rob wittman,2007,44.8
elaine luria,d,house,11/6/18 0:00,VA,2,scott taylor,2016,51.1
scott taylor,r,house,11/6/18 0:00,VA,2,scott taylor,2016,48.9
bobby scott,d,house,11/6/18 0:00,VA,3,bobby scott,1992,91.22
donald mceachin,d,house,11/6/18 0:00,VA,4,donald mceachin,2016,62.5
ryan mcadams,r,house,11/6/18 0:00,VA,4,donald mceachin,2016,36.1
pete wells,o,house,11/6/18 0:00,VA,4,donald mceachin,2016,1.4
denver riggleman,r,house,11/6/18 0:00,VA,5,tom garrett,2016,53.3
leslie cockburn,d,house,11/6/18 0:00,VA,5,tom garrett,2016,46.7
ben cline,r,house,11/6/18 0:00,VA,6,bob goodlatte,1992,59.8
jennifer lewis,d,house,11/6/18 0:00,VA,6,bob goodlatte,1992,40.2
abigail spanberger,d,house,11/6/18 0:00,VA,7,dave brat,2014,50.4
dave brat,r,house,11/6/18 0:00,VA,7,dave brat,2014,48.4
joe walton,o,house,11/6/18 0:00,VA,7,dave brat,2014,1.2
don beyer,d,house,11/6/18 0:00,VA,8,don beyer,2014,76.3
thomas oh,r,house,11/6/18 0:00,VA,8,don beyer,2014,23.7
morgan griffith,r,house,11/6/18 0:00,VA,9,morgan griffith,2010,65.2
anthony flaccavento,d,house,11/6/18 0:00,VA,9,morgan griffith,2010,34.8
jennifer wexton,d,house,11/6/18 0:00,VA,10,barbara comstock,2014,56.2
barbara comstock,r,house,11/6/18 0:00,VA,10,barbara comstock,2014,43.8
gerry connolly,d,house,11/6/18 0:00,VA,11,gerry connolly,2008,71.2
jeff dove,r,house,11/6/18 0:00,VA,11,gerry connolly,2008,27
stevan porter,o,house,11/6/18 0:00,VA,11,gerry connolly,2008,1.8
jeffrey beeler,r,house,11/6/18 0:00,WA,1,suzan delbene,2012,40.69
suzan delbene,d,house,11/6/18 0:00,WA,1,suzan delbene,2012,59.31
rick larsen,d,house,11/6/18 0:00,WA,2,rick larsen,2000,71.54
brian luke,o,house,11/6/18 0:00,WA,2,rick larsen,2000,28.46
jaime herrera beutler,r,house,11/6/18 0:00,WA,3,jaime herrera beutler,2010,52.83
carolyn long,d,house,11/6/18 0:00,WA,3,jaime herrera beutler,2010,47.17
christine brown,d,house,11/6/18 0:00,WA,4,dan newhouse,2014,35.82
dan newhouse,r,house,11/6/18 0:00,WA,4,dan newhouse,2014,63.2
lisa brown,d,house,11/6/18 0:00,WA,5,cathy mcmorris rodgers,2004,45.07
cathy mcmorris rodgers,r,house,11/6/18 0:00,WA,5,cathy mcmorris rodgers,2004,54.93
douglas dightman,r,house,11/6/18 0:00,WA,6,derek kilmer,2012,36.23
derek kilmer,d,house,11/6/18 0:00,WA,6,derek kilmer,2012,63.77
pramila jayapal,d,house,11/6/18 0:00,WA,7,pramila jayapal,2016,83.4
craig keller,r,house,11/6/18 0:00,WA,7,pramila jayapal,2016,16.6
dino rossi,r,house,11/6/18 0:00,WA,8,dave reichert,2004,47.56
kim schrier,d,house,11/6/18 0:00,WA,8,dave reichert,2004,52.44
adam smith,d,house,11/6/18 0:00,WA,9,adam smith,1996,68.07
sarah smith,d,house,11/6/18 0:00,WA,9,adam smith,1996,26.9
joseph brumbles,r,house,11/6/18 0:00,WA,10,denny heck,2012,38.58
denny heck,d,house,11/6/18 0:00,WA,10,denny heck,2012,61.42
david mckinley,r,house,11/6/18 0:00,WV,1,david mckinley,2010,64.6
kendra fershee,d,house,11/6/18 0:00,WV,1,david mckinley,2010,35.4
alex mooney,r,house,11/6/18 0:00,WV,2,alex mooney,2014,54
talley sergent,d,house,11/6/18 0:00,WV,2,alex mooney,2014,42.9
daniel lutz,o,house,11/6/18 0:00,WV,2,alex mooney,2014,3.1
carol miller,r,house,11/6/18 0:00,WV,3,,,56.4
richard ojeda,d,house,11/6/18 0:00,WV,3,,,43.6
bryan steil,r,house,11/6/18 0:00,WI,1,paul ryan,1998,54.6
randy bryce,d,house,11/6/18 0:00,WI,1,paul ryan,1998,42.63
ken yorgan,o,house,11/6/18 0:00,WI,1,paul ryan,1998,3.1
mark pocan,d,house,11/6/18 0:00,WI,2,mark pocan,2012,97.42
ron kind,d,house,11/6/18 0:00,WI,3,ron kind,1996,59.7
steve toft,r,house,11/6/18 0:00,WI,3,ron kind,1996,40.3
gwen moore,d,house,11/6/18 0:00,WI,4,gwen moore,2004,75.7
tim rogers,r,house,11/6/18 0:00,WI,4,gwen moore,2004,21.7
robert raymond,o,house,11/6/18 0:00,WI,4,gwen moore,2004,2.6
jim sensenbrenner,r,house,11/6/18 0:00,WI,5,jim sensenbrenner,1978,62
tom palzewicz,d,house,11/6/18 0:00,WI,5,jim sensenbrenner,1978,38
glenn grothman,r,house,11/6/18 0:00,WI,6,glenn grothman,2014,55.5
dan kohl,d,house,11/6/18 0:00,WI,6,glenn grothman,2014,44.5
sean duffy,r,house,11/6/18 0:00,WI,7,sean duffy,2010,60.2
margaret engebretson,d,house,11/6/18 0:00,WI,7,sean duffy,2010,38.5
mike gallagher,r,house,11/6/18 0:00,WI,8,mike gallagher,2016,63.7
beau liegeois,d,house,11/6/18 0:00,WI,8,mike gallagher,2016,36.3
liz cheney,r,house,11/6/18 0:00,WY,0,liz cheney,2016,63.7
greg hunter,d,house,11/6/18 0:00,WY,0,liz cheney,2016,29.8
richard brubaker,o,house,11/6/18 0:00,WY,0,liz cheney,2016,3.5
warren davidson,r,house,6/7/16 0:00,OH,8,john boehner,1990,76.8
corey foister,d,house,6/7/16 0:00,OH,8,john boehner,1990,21.1
