,race_name,race_type,state,top_candidates,pollster,poll_results,poll_leader,poll_spread,date,winner,district
2022,virginia governor,governor,VA,"['perriello', 'gillespie']",quinnipiac,"{'perriello': 46.0, 'gillespie': 33.0}",perriello,13.0,2017-04-11,<BLANK>,0
2023,virginia governor,governor,VA,"['northam', 'gillespie']",quinnipiac,"{'northam': 44.0, 'gillespie': 33.0}",northam,11.0,2017-04-11,northam,0
2024,virginia governor,governor,VA,"['perriello', 'northam']",quinnipiac,"{'perriello': 25.0, 'northam': 20.0}",perriello,5.0,2017-04-11,northam,0
2025,virginia governor,governor,VA,"['gillespie', 'stewart']",quinnipiac,"{'gillespie': 28.0, 'stewart': 12.0, 'wagner': 7.0}",gillespie,16.0,2017-04-11,<BLANK>,0
2026,virginia governor,governor,VA,"['gillespie', 'stewart']",washington post,"{'gillespie': 38.0, 'stewart': 18.0, 'wagner': 15.0}",gillespie,20.0,2017-05-15,<BLANK>,0
2027,virginia governor,governor,VA,"['perriello', 'northam']",washington post,"{'perriello': 40.0, 'northam': 38.0}",perriello,2.0,2017-05-18,northam,0
2028,virginia governor,governor,VA,"['northam', 'gillespie']",washington post,"{'northam': 49.0, 'gillespie': 38.0}",northam,11.0,2017-05-22,northam,0
2029,virginia governor,governor,VA,"['perriello', 'gillespie']",washington post,"{'perriello': 50.0, 'gillespie': 37.0}",perriello,13.0,2017-05-22,<BLANK>,0
2030,virginia governor,governor,VA,"['northam', 'gillespie']",quinnipiac,"{'northam': 47.0, 'gillespie': 39.0}",northam,8.0,2017-06-21,northam,0
2031,new jersey governor,governor,NJ,"['murphy', 'guadagno']",nbc 4/marist,"{'murphy': 54.0, 'guadagno': 33.0}",murphy,21.0,2017-07-20,murphy,0
2032,virginia governor,governor,VA,"['northam', 'gillespie']",monmouth*,"{'northam': 44.0, 'gillespie': 44.0}",,,2017-07-24,northam,0
2033,virginia governor,governor,VA,"['northam', 'gillespie']",vcu*,"{'northam': 42.0, 'gillespie': 37.0}",northam,5.0,2017-08-08,northam,0
2034,virginia governor,governor,VA,"['northam', 'gillespie']",quinnipiac*,"{'northam': 44.0, 'gillespie': 38.0}",northam,6.0,2017-08-09,northam,0
2035,virginia governor,governor,VA,"['northam', 'gillespie']",roanoke college*,"{'northam': 43.0, 'gillespie': 36.0}",northam,7.0,2017-08-22,northam,0
2036,new jersey governor,governor,NJ,"['murphy', 'guadagno']",quinnipiac,"{'murphy': 58.0, 'guadagno': 33.0}",murphy,25.0,2017-09-13,murphy,0
2037,virginia governor,governor,VA,"['northam', 'gillespie']",univ. of mary washington*,"{'northam': 44.0, 'gillespie': 39.0}",northam,5.0,2017-09-18,northam,0
2038,virginia governor,governor,VA,"['northam', 'gillespie']",suffolk*,"{'northam': 42.0, 'gillespie': 42.0}",,,2017-09-18,northam,0
2039,virginia governor,governor,VA,"['northam', 'gillespie']",fox news*,"{'northam': 42.0, 'gillespie': 38.0}",northam,4.0,2017-09-19,northam,0
2040,virginia governor,governor,VA,"['northam', 'gillespie']",mason-dixon*,"{'northam': 44.0, 'gillespie': 43.0}",northam,1.0,2017-09-19,northam,0
2041,virginia governor,governor,VA,"['northam', 'gillespie']",quinnipiac*,"{'northam': 51.0, 'gillespie': 41.0}",northam,10.0,2017-09-19,northam,0
2042,new jersey governor,governor,NJ,"['murphy', 'guadagno']",fox news*,"{'murphy': 42.0, 'guadagno': 29.0}",murphy,13.0,2017-09-20,murphy,0
2043,new jersey governor,governor,NJ,"['murphy', 'guadagno']",suffolk*,"{'murphy': 44.0, 'guadagno': 25.0}",murphy,19.0,2017-09-25,murphy,0
2044,virginia governor,governor,VA,"['northam', 'gillespie']",christopher newport univ.*,"{'northam': 47.0, 'gillespie': 41.0}",northam,6.0,2017-09-25,northam,0
2045,virginia governor,governor,VA,"['northam', 'gillespie']",roanoke college*,"{'northam': 47.0, 'gillespie': 43.0}",northam,4.0,2017-09-26,northam,0
2046,virginia governor,governor,VA,"['northam', 'gillespie']",monmouth*,"{'northam': 49.0, 'gillespie': 44.0}",northam,5.0,2017-09-26,northam,0
2047,new jersey governor,governor,NJ,"['murphy', 'guadagno']",emerson,"{'murphy': 46.0, 'guadagno': 35.0}",murphy,11.0,2017-10-02,murphy,0
2048,new jersey governor,governor,NJ,"['murphy', 'guadagno']",monmouth,"{'murphy': 51.0, 'guadagno': 37.0}",murphy,14.0,2017-10-03,murphy,0
2049,virginia governor,governor,VA,"['northam', 'gillespie']",washington post*,"{'northam': 53.0, 'gillespie': 40.0}",northam,13.0,2017-10-05,northam,0
2050,virginia governor,governor,VA,"['northam', 'gillespie']",christopher newport univ.*,"{'northam': 49.0, 'gillespie': 42.0}",northam,7.0,2017-10-09,northam,0
2051,virginia governor,governor,VA,"['northam', 'gillespie']",emerson*,"{'northam': 49.0, 'gillespie': 44.0}",northam,5.0,2017-10-09,northam,0
2052,new jersey governor,governor,NJ,"['murphy', 'guadagno']",stockton,"{'murphy': 51.0, 'guadagno': 33.0}",murphy,18.0,2017-10-13,murphy,0
2053,virginia governor,governor,VA,"['gillespie', 'northam']",monmouth*,"{'northam': 47.0, 'gillespie': 48.0}",gillespie,1.0,2017-10-17,northam,0
2054,virginia governor,governor,VA,"['northam', 'gillespie']",christopher newport univ.*,"{'northam': 48.0, 'gillespie': 44.0}",northam,4.0,2017-10-17,northam,0
2055,virginia governor,governor,VA,"['northam', 'gillespie']",roanoke college*,"{'northam': 50.0, 'gillespie': 44.0}",northam,6.0,2017-10-17,northam,0
2056,new jersey governor,governor,NJ,"['murphy', 'guadagno']",fox news,"{'murphy': 47.0, 'guadagno': 33.0}",murphy,14.0,2017-10-17,murphy,0
2057,new jersey governor,governor,NJ,"['murphy', 'guadagno']",fairleigh dickinson,"{'murphy': 47.0, 'guadagno': 32.0}",murphy,15.0,2017-10-17,murphy,0
2058,virginia governor,governor,VA,"['northam', 'gillespie']",fox news*,"{'northam': 49.0, 'gillespie': 42.0}",northam,7.0,2017-10-18,northam,0
2059,virginia governor,governor,VA,"['northam', 'gillespie']",quinnipiac*,"{'northam': 53.0, 'gillespie': 39.0}",northam,14.0,2017-10-18,northam,0
2060,virginia governor,governor,VA,"['gillespie', 'northam']",hampton,"{'northam': 33.0, 'gillespie': 41.0}",gillespie,8.0,2017-10-25,northam,0
2061,new jersey governor,governor,NJ,"['murphy', 'guadagno']",quinnipiac,"{'murphy': 57.0, 'guadagno': 37.0}",murphy,20.0,2017-10-25,murphy,0
2062,new jersey governor,governor,NJ,"['murphy', 'guadagno']",stockton,"{'murphy': 51.0, 'guadagno': 37.0}",murphy,14.0,2017-10-26,murphy,0
2063,virginia governor,governor,VA,"['gillespie', 'northam']",the polling company (r),"{'northam': 43.0, 'gillespie': 45.0}",gillespie,2.0,2017-10-27,northam,0
2064,virginia governor,governor,VA,"['northam', 'gillespie']",christopher newport univ.*,"{'northam': 50.0, 'gillespie': 43.0}",northam,7.0,2017-10-27,northam,0
2065,new jersey governor,governor,NJ,"['murphy', 'guadagno']",emerson,"{'murphy': 47.0, 'guadagno': 31.0}",murphy,16.0,2017-10-29,murphy,0
2066,new jersey governor,governor,NJ,"['murphy', 'guadagno']",suffolk*,"{'murphy': 49.0, 'guadagno': 33.0}",murphy,16.0,2017-10-30,murphy,0
2067,virginia governor,governor,VA,"['northam', 'gillespie']",quinnipiac*,"{'northam': 53.0, 'gillespie': 36.0}",northam,17.0,2017-10-30,northam,0
2068,virginia governor,governor,VA,"['northam', 'gillespie']",washington post*,"{'northam': 49.0, 'gillespie': 44.0}",northam,5.0,2017-10-31,northam,0
2069,new jersey governor,governor,NJ,"['murphy', 'guadagno']",monmouth,"{'murphy': 53.0, 'guadagno': 39.0}",murphy,14.0,2017-11-01,murphy,0
2070,new jersey governor,governor,NJ,"['murphy', 'guadagno']",rasmussen reports,"{'murphy': 50.0, 'guadagno': 35.0}",murphy,15.0,2017-11-02,murphy,0
2071,virginia governor,governor,VA,"['northam', 'gillespie']",suffolk*,"{'northam': 47.0, 'gillespie': 43.0}",northam,4.0,2017-11-02,northam,0
2072,new jersey governor,governor,NJ,"['murphy', 'guadagno']",gravis,"{'murphy': 46.0, 'guadagno': 32.0}",murphy,14.0,2017-11-03,murphy,0
2073,virginia governor,governor,VA,"['northam', 'gillespie']",rasmussen reports*,"{'northam': 45.0, 'gillespie': 45.0}",,,2017-11-03,northam,0
2074,virginia governor,governor,VA,"['gillespie', 'northam']",the polling company (r),"{'northam': 43.0, 'gillespie': 46.0}",gillespie,3.0,2017-11-03,northam,0
2075,virginia governor,governor,VA,"['northam', 'gillespie']",roanoke college*,"{'northam': 47.0, 'gillespie': 47.0}",,,2017-11-03,northam,0
2076,virginia governor,governor,VA,"['northam', 'gillespie']",gravis*,"{'northam': 48.0, 'gillespie': 43.0}",northam,5.0,2017-11-04,northam,0
2077,virginia governor,governor,VA,"['northam', 'gillespie']",trafalgar group (r)*,"{'northam': 49.0, 'gillespie': 48.0}",northam,1.0,2017-11-04,northam,0
2078,virginia governor,governor,VA,"['northam', 'gillespie']",ny times/siena*,"{'northam': 43.0, 'gillespie': 40.0}",northam,3.0,2017-11-05,northam,0
2079,virginia governor,governor,VA,"['northam', 'gillespie']",emerson*,"{'northam': 49.0, 'gillespie': 46.0}",northam,3.0,2017-11-05,northam,0
2080,new jersey governor,governor,NJ,"['murphy', 'guadagno']",quinnipiac,"{'murphy': 53.0, 'guadagno': 41.0}",murphy,12.0,2017-11-06,murphy,0
2081,virginia governor,governor,VA,"['northam', 'gillespie']",quinnipiac*,"{'northam': 51.0, 'gillespie': 42.0}",northam,9.0,2017-11-06,northam,0
2082,virginia governor,governor,VA,"['northam', 'gillespie']",christopher newport univ.*,"{'northam': 51.0, 'gillespie': 45.0}",northam,6.0,2017-11-06,northam,0
2083,virginia governor,governor,VA,"['northam', 'gillespie']",the polling company (r),"{'northam': 47.0, 'gillespie': 46.0}",northam,1.0,2017-11-06,northam,0
2084,virginia governor,governor,VA,"['northam', 'gillespie']",fox news*,"{'northam': 48.0, 'gillespie': 43.0}",northam,5.0,2017-11-06,northam,0
2085,virginia governor,governor,VA,"['northam', 'gillespie']",monmouth*,"{'northam': 47.0, 'gillespie': 45.0}",northam,2.0,2017-11-06,northam,0
2086,michigan governor,governor,MI,"['whitmer', 'schuette']",detroit news/wdiv-tv,"{'whitmer': 40.0, 'schuette': 33.0}",whitmer,7.0,2018-01-25,<BLANK>,0
2087,illinois governor,governor,IL,"['pritzker', 'biss']",weaskamerica,"{'pritzker': 30.0, 'biss': 17.0, 'kennedy': 12.0, 'hardiman': 2.0, 'daiber': 1.0, 'marshall': 1.0}",pritzker,13.0,2018-01-31,<BLANK>,0
2088,iowa governor,governor,IA,"['reynolds', 'boulton']",des moines register,"{'reynolds': 41.0, 'boulton': 37.0}",reynolds,4.0,2018-02-07,<BLANK>,0
2089,new hampshire governor,governor,NH,"['sununu', 'ostern']",unh,"{'sununu': 41.0, 'ostern': 31.0}",sununu,10.0,2018-02-13,<BLANK>,0
2090,new hampshire governor,governor,NH,"['sununu', 'connolly']",unh,"{'sununu': 41.0, 'connolly': 29.0}",sununu,12.0,2018-02-13,<BLANK>,0
2091,new hampshire governor,governor,NH,"['sununu', 'marchand']",unh,"{'sununu': 42.0, 'marchand': 28.0}",sununu,14.0,2018-02-13,<BLANK>,0
2092,texas governor,governor,TX,"['valdez', 'white']",ut/texas tribune,"{'valdez': 43.0, 'white': 24.0, 'yarbrough': 7.0, 'wakely': 7.0, 'ocegueda': 5.0, 'payne': 5.0, 'davis': 4.0, 'mumbach': 3.0, 'clark': 1.0}",valdez,19.0,2018-02-19,<BLANK>,0
2093,texas governor,governor,TX,"['abbott', 'krueger']",ut/texas tribune,"{'abbott': 95.0, 'krueger': 5.0}",abbott,90.0,2018-02-19,<BLANK>,0
2094,new york governor,governor,NY,"['cuomo', 'nixon']",siena,"{'cuomo': 66.0, 'nixon': 19.0}",cuomo,47.0,2018-03-19,<BLANK>,0
2095,new york governor,governor,NY,"['defrancisco', 'molinaro']",siena,"{'defrancisco': 21.0, 'molinaro': 17.0}",defrancisco,4.0,2018-03-19,<BLANK>,0
2096,new york governor,governor,NY,"['cuomo', 'defrancisco']",siena,"{'cuomo': 57.0, 'defrancisco': 28.0}",cuomo,29.0,2018-03-19,<BLANK>,0
2097,new york governor,governor,NY,"['cuomo', 'molinaro']",siena,"{'cuomo': 57.0, 'molinaro': 29.0}",cuomo,28.0,2018-03-19,<BLANK>,0
2098,california governor,governor,CA,"['newsom', 'cox']",ppic,"{'newsom': 28.0, 'villaraigosa': 12.0, 'cox': 14.0, 'chiang': 6.0, 'allen': 10.0, 'eastin': 5.0}",newsom,14.0,2018-03-22,<BLANK>,0
2099,california governor,governor,CA,"['newsom', 'villaraigosa']",surveyusa,"{'newsom': 22.0, 'villaraigosa': 14.0, 'cox': 11.0, 'chiang': 9.0, 'allen': 7.0, 'eastin': 3.0}",newsom,8.0,2018-03-27,<BLANK>,0
2100,pennsylvania governor,governor,PA,"['wolf', 'ellsworth']",franklin & marshall,"{'wolf': 51.0, 'ellsworth': 22.0}",wolf,29.0,2018-03-29,<BLANK>,0
2101,pennsylvania governor,governor,PA,"['wolf', 'mango']",franklin & marshall,"{'wolf': 49.0, 'mango': 22.0}",wolf,27.0,2018-03-29,<BLANK>,0
2102,pennsylvania governor,governor,PA,"['wolf', 'wagner']",franklin & marshall,"{'wolf': 38.0, 'wagner': 21.0}",wolf,17.0,2018-03-29,<BLANK>,0
2103,south carolina governor,governor,SC,"['noble', 'smith']",target insyght,"{'noble': 27.0, 'smith': 27.0, 'willis': 21.0}",,,2018-04-08,<BLANK>,0
2104,south carolina governor,governor,SC,"['mcmaster', 'templeton']",target insyght,"{'mcmaster': 46.0, 'templeton': 22.0, 'bryant': 6.0, 'mcgill': 4.0, 'warren': 1.0}",mcmaster,24.0,2018-04-08,<BLANK>,0
2105,pennsylvania governor,governor,PA,"['wolf', 'wagner']",morning call,"{'wolf': 47.0, 'wagner': 31.0}",wolf,16.0,2018-04-13,<BLANK>,0
2106,pennsylvania governor,governor,PA,"['wolf', 'mango']",morning call,"{'wolf': 47.0, 'mango': 27.0}",wolf,20.0,2018-04-13,<BLANK>,0
2107,arkansas governor,governor,AR,"['hutchinson', 'henderson']",mason-dixon,"{'hutchinson': 63.0, 'henderson': 24.0}",hutchinson,39.0,2018-04-13,<BLANK>,0
2108,pennsylvania governor,governor,PA,"['wolf', 'ellsworth']",morning call,"{'wolf': 46.0, 'ellsworth': 26.0}",wolf,20.0,2018-04-13,<BLANK>,0
2109,new york governor,governor,NY,"['cuomo', 'defrancisco']",siena,"{'cuomo': 56.0, 'defrancisco': 32.0}",cuomo,24.0,2018-04-17,<BLANK>,0
2110,new york governor,governor,NY,"['cuomo', 'nixon']",siena,"{'cuomo': 58.0, 'nixon': 27.0}",cuomo,31.0,2018-04-17,<BLANK>,0
2111,new york governor,governor,NY,"['cuomo', 'molinaro']",siena,"{'cuomo': 57.0, 'molinaro': 31.0}",cuomo,26.0,2018-04-17,<BLANK>,0
2112,new york governor,governor,NY,"['defrancisco', 'molinaro']",siena,"{'defrancisco': 18.0, 'molinaro': 18.0}",,,2018-04-17,<BLANK>,0
2113,texas governor,governor,TX,"['abbott', 'valdez']",quinnipiac,"{'abbott': 49.0, 'valdez': 40.0}",abbott,9.0,2018-04-18,<BLANK>,0
2114,texas governor,governor,TX,"['abbott', 'white']",quinnipiac,"{'abbott': 48.0, 'white': 41.0}",abbott,7.0,2018-04-18,<BLANK>,0
2115,georgia governor,governor,GA,"['abrams', 'evans']",atlanta journal-constitution,"{'abrams': 33.0, 'evans': 15.0}",abrams,18.0,2018-04-19,<BLANK>,0
2116,arkansas governor,governor,AR,"['hutchinson', 'morgan']",talk business/hendrix college,"{'hutchinson': 58.0, 'morgan': 31.0}",hutchinson,27.0,2018-04-22,<BLANK>,0
2117,maryland governor,governor,MD,"['hogan', 'kamenetz']",goucher college,"{'hogan': 45.0, 'kamenetz': 28.0}",hogan,17.0,2018-04-24,<BLANK>,0
2118,maryland governor,governor,MD,"['hogan', 'jealous']",goucher college,"{'hogan': 44.0, 'jealous': 31.0}",hogan,13.0,2018-04-24,<BLANK>,0
2119,maryland governor,governor,MD,"['hogan', 'baker']",goucher college,"{'hogan': 44.0, 'baker': 31.0}",hogan,13.0,2018-04-24,<BLANK>,0
2120,new hampshire governor,governor,NH,"['sununu', 'kelly']",unh*,"{'sununu': 51.0, 'kelly': 24.0}",sununu,27.0,2018-04-24,<BLANK>,0
2121,new hampshire governor,governor,NH,"['sununu', 'marchand']",unh*,"{'sununu': 49.0, 'marchand': 27.0}",sununu,22.0,2018-04-24,<BLANK>,0
2122,nevada governor,governor,NV,"['sisolak', 'laxalt']",nevada independent/mellman,"{'sisolak': 43.0, 'laxalt': 37.0}",sisolak,6.0,2018-04-25,<BLANK>,0
2123,california governor,governor,CA,"['newsom', 'cox']",berkeley igs,"{'newsom': 30.0, 'cox': 18.0, 'villaraigosa': 9.0, 'allen': 16.0, 'chiang': 7.0, 'eastin': 4.0}",newsom,12.0,2018-04-26,<BLANK>,0
2124,california governor,governor,CA,"['newsom', 'villaraigosa']",surveyusa,"{'newsom': 21.0, 'cox': 15.0, 'villaraigosa': 18.0, 'allen': 10.0, 'chiang': 9.0, 'eastin': 1.0}",newsom,3.0,2018-04-27,<BLANK>,0
2125,georgia governor,governor,GA,"['cagle', 'kemp']",atlanta journal-constitution,"{'cagle': 41.0, 'kemp': 10.0, 'hill': 9.0, 'tippins': 4.0, 'williams': 3.0}",cagle,31.0,2018-04-27,<BLANK>,0
2126,new york governor,governor,NY,"['cuomo', 'molinaro']",quinnipiac,"{'cuomo': 57.0, 'molinaro': 26.0}",cuomo,31.0,2018-05-02,<BLANK>,0
2127,new york governor,governor,NY,"['cuomo', 'nixon']",quinnipiac,"{'cuomo': 50.0, 'nixon': 28.0}",cuomo,22.0,2018-05-02,<BLANK>,0
2128,new hampshire governor,governor,NH,"['kelly', 'marchand']",suffolk,"{'kelly': 21.0, 'marchand': 19.0}",kelly,2.0,2018-05-02,<BLANK>,0
2129,new hampshire governor,governor,NH,"['sununu', 'marchand']",suffolk*,"{'sununu': 49.0, 'marchand': 25.0}",sununu,24.0,2018-05-02,<BLANK>,0
2130,new hampshire governor,governor,NH,"['sununu', 'kelly']",suffolk*,"{'sununu': 48.0, 'kelly': 27.0}",sununu,21.0,2018-05-02,<BLANK>,0
2131,california governor,governor,CA,"['cox', 'newsom']",gravis,"{'newsom': 22.0, 'cox': 23.0, 'villaraigosa': 19.0, 'allen': 8.0, 'chiang': 9.0, 'eastin': 4.0}",cox,1.0,2018-05-07,<BLANK>,0
2132,iowa governor,governor,IA,"['hubbell', 'boulton']",kbur/remington research,"{'hubbell': 46.0, 'boulton': 20.0, 'glasson': 7.0, 'norris': 5.0, 'mcguire': 3.0, 'wilburn': 1.0}",hubbell,26.0,2018-05-09,<BLANK>,0
2133,georgia governor,governor,GA,"['cagle', 'abrams']",wxia-tv/surveyusa,"{'cagle': 46.0, 'abrams': 41.0}",cagle,5.0,2018-05-16,<BLANK>,0
2134,georgia governor,governor,GA,"['cagle', 'kemp']",wxia-tv/surveyusa,"{'cagle': 35.0, 'kemp': 17.0, 'hill': 10.0, 'tippins': 8.0, 'williams': 3.0}",cagle,18.0,2018-05-16,<BLANK>,0
2135,georgia governor,governor,GA,"['abrams', 'evans']",wxia-tv/surveyusa,"{'abrams': 43.0, 'evans': 24.0}",abrams,19.0,2018-05-16,<BLANK>,0
2136,kansas governor,governor,KS,"['colyer', 'kobach']",remington research (r),"{'colyer': 29.0, 'kobach': 27.0, 'barnett': 9.0, 'selzer': 5.0}",colyer,2.0,2018-05-18,<BLANK>,0
2137,georgia governor,governor,GA,"['abrams', 'evans']",fox 5 atlanta/opinion savvy,"{'abrams': 58.0, 'evans': 19.0}",abrams,39.0,2018-05-18,<BLANK>,0
2138,georgia governor,governor,GA,"['cagle', 'kemp']",fox 5 atlanta/opinion savvy,"{'cagle': 31.0, 'kemp': 20.0, 'hill': 14.0, 'tippins': 12.0, 'williams': 5.0}",cagle,11.0,2018-05-18,<BLANK>,0
2139,iowa governor,governor,IA,"['hubbell', 'boulton']",des moines register,"{'hubbell': 31.0, 'boulton': 20.0, 'glasson': 13.0, 'norris': 5.0, 'mcguire': 5.0, 'wilburn': 3.0}",hubbell,11.0,2018-05-20,<BLANK>,0
2140,california governor,governor,CA,"['newsom', 'villaraigosa']",la times/usc,"{'newsom': 21.0, 'cox': 10.0, 'villaraigosa': 11.0, 'allen': 5.0, 'chiang': 6.0, 'eastin': 3.0}",newsom,10.0,2018-05-22,<BLANK>,0
2141,texas governor,governor,TX,"['abbott', 'white']",jmc analytics,"{'abbott': 50.0, 'white': 39.0}",abbott,11.0,2018-05-22,<BLANK>,0
2142,texas governor,governor,TX,"['abbott', 'valdez']",jmc analytics,"{'abbott': 48.0, 'valdez': 36.0}",abbott,12.0,2018-05-22,<BLANK>,0
2143,california governor,governor,CA,"['newsom', 'cox']",ppic,"{'newsom': 25.0, 'cox': 19.0, 'villaraigosa': 15.0, 'allen': 11.0, 'chiang': 9.0, 'eastin': 6.0}",newsom,6.0,2018-05-23,<BLANK>,0
2144,california governor,governor,CA,"['newsom', 'cox']",surveyusa,"{'newsom': 33.0, 'cox': 17.0, 'villaraigosa': 8.0, 'allen': 12.0, 'chiang': 10.0, 'eastin': 2.0}",newsom,16.0,2018-05-24,<BLANK>,0
2145,new mexico governor,governor,NM,"['grisham', 'apodaca']",albuquerque journal,"{'grisham': 57.0, 'apodaca': 15.0, 'cervantes': 9.0}",grisham,42.0,2018-05-27,<BLANK>,0
2146,california governor,governor,CA,"['newsom', 'cox']",emerson,"{'newsom': 24.0, 'cox': 16.0, 'allen': 11.0, 'villaraigosa': 12.0, 'chiang': 10.0, 'eastin': 4.0}",newsom,8.0,2018-05-28,<BLANK>,0
2147,california governor,governor,CA,"['newsom', 'cox']",emerson,"{'newsom': 24.0, 'cox': 16.0, 'villaraigosa': 12.0, 'allen': 11.0, 'chiang': 10.0, 'eastin': 4.0}",newsom,8.0,2018-05-28,<BLANK>,0
2148,south dakota governor,governor,SD,"['noem', 'jackley']",mason-dixon,"{'noem': 45.0, 'jackley': 44.0}",noem,1.0,2018-05-29,<BLANK>,0
2149,texas governor,governor,TX,"['abbott', 'valdez']",quinnipiac,"{'abbott': 53.0, 'valdez': 34.0}",abbott,19.0,2018-05-30,<BLANK>,0
2150,california governor,governor,CA,"['newsom', 'cox']",berkeley igs,"{'newsom': 33.0, 'cox': 20.0, 'villaraigosa': 13.0, 'allen': 12.0, 'chiang': 7.0, 'eastin': 4.0}",newsom,13.0,2018-05-31,<BLANK>,0
2151,california governor,governor,CA,"['newsom', 'cox']",berkeley igs,"{'newsom': 33.0, 'cox': 20.0, 'allen': 12.0, 'villaraigosa': 13.0, 'chiang': 7.0, 'eastin': 4.0}",newsom,13.0,2018-05-31,<BLANK>,0
2152,california governor,governor,CA,"['newsom', 'cox']",yougov,"{'newsom': 33.0, 'cox': 17.0, 'allen': 10.0, 'villaraigosa': 9.0, 'chiang': 8.0, 'eastin': 4.0}",newsom,16.0,2018-06-01,<BLANK>,0
2153,massachusetts governor,governor,MA,"['baker', 'massie']",wbur/massinc,"{'baker': 60.0, 'massie': 20.0}",baker,40.0,2018-06-01,<BLANK>,0
2154,massachusetts governor,governor,MA,"['baker', 'gonzalez']",wbur/massinc,"{'baker': 60.0, 'gonzalez': 20.0}",baker,40.0,2018-06-01,<BLANK>,0
2155,south carolina governor,governor,SC,"['mcmaster', 'templeton']",target insyght,"{'mcmaster': 37.0, 'templeton': 25.0, 'warren': 20.0, 'bryant': 4.0, 'mcgill': 3.0}",mcmaster,12.0,2018-06-02,<BLANK>,0
2156,maryland governor,governor,MD,"['jealous', 'baker']",washington post,"{'baker': 16.0, 'jealous': 21.0, 'madaleno': 6.0, 'shea': 4.0, 'vignarajah': 4.0, 'ross': 2.0}",jealous,5.0,2018-06-05,<BLANK>,0
2157,maryland governor,governor,MD,"['hogan', 'baker']",washington post,"{'hogan': 51.0, 'baker': 39.0}",hogan,12.0,2018-06-05,<BLANK>,0
2158,maryland governor,governor,MD,"['hogan', 'madaleno']",washington post,"{'hogan': 50.0, 'madaleno': 40.0}",hogan,10.0,2018-06-05,<BLANK>,0
2159,maryland governor,governor,MD,"['hogan', 'vignarajah']",washington post,"{'hogan': 54.0, 'vignarajah': 35.0}",hogan,19.0,2018-06-05,<BLANK>,0
2160,maryland governor,governor,MD,"['hogan', 'shea']",washington post,"{'hogan': 53.0, 'shea': 35.0}",hogan,18.0,2018-06-05,<BLANK>,0
2161,maryland governor,governor,MD,"['hogan', 'ross']",washington post,"{'hogan': 55.0, 'ross': 31.0}",hogan,24.0,2018-06-05,<BLANK>,0
2162,maryland governor,governor,MD,"['hogan', 'jealous']",washington post,"{'hogan': 51.0, 'jealous': 39.0}",hogan,12.0,2018-06-05,<BLANK>,0
2163,colorado governor,governor,CO,"['polis', 'kennedy']",magellan (r),"{'polis': 31.0, 'kennedy': 18.0, 'johnston': 9.0, 'lynne': 3.0}",polis,13.0,2018-06-06,<BLANK>,0
2164,georgia governor,governor,GA,"['cagle', 'kemp']",rosetta stone,"{'cagle': 48.0, 'kemp': 41.0}",cagle,7.0,2018-06-08,<BLANK>,0
2165,maryland governor,governor,MD,"['baker', 'jealous']",baltimore sun,"{'baker': 16.0, 'jealous': 16.0, 'madaleno': 4.0, 'shea': 4.0, 'vignarajah': 4.0, 'ross': 1.0}",,,2018-06-10,<BLANK>,0
2166,colorado governor,governor,CO,"['stapleton', 'mitchell']",magellan (r),"{'stapleton': 36.0, 'mitchell': 23.0, 'lopez': 10.0, 'robinson': 4.0, 'Coffman': 0}",stapleton,13.0,2018-06-11,<BLANK>,0
2167,ohio governor,governor,OH,"['cordray', 'dewine']",quinnipiac,"{'cordray': 42.0, 'dewine': 40.0}",cordray,2.0,2018-06-13,<BLANK>,0
2168,ohio governor,governor,OH,"['cordray', 'dewine']",suffolk,"{'cordray': 43.0, 'dewine': 36.0}",cordray,7.0,2018-06-13,<BLANK>,0
2169,new york governor,governor,NY,"['cuomo', 'molinaro']",siena,"{'cuomo': 56.0, 'molinaro': 37.0}",cuomo,19.0,2018-06-13,<BLANK>,0
2170,new york governor,governor,NY,"['cuomo', 'nixon']",siena,"{'cuomo': 61.0, 'nixon': 26.0}",cuomo,35.0,2018-06-13,<BLANK>,0
2171,pennsylvania governor,governor,PA,"['wolf', 'wagner']",franklin & marshall,"{'wolf': 48.0, 'wagner': 29.0}",wolf,19.0,2018-06-14,<BLANK>,0
2172,massachusetts governor,governor,MA,"['baker', 'gonzalez']",suffolk,"{'baker': 52.0, 'gonzalez': 22.0}",baker,30.0,2018-06-14,<BLANK>,0
2173,massachusetts governor,governor,MA,"['baker', 'massie']",suffolk,"{'baker': 54.0, 'massie': 20.0}",baker,34.0,2018-06-14,<BLANK>,0
2174,maryland governor,governor,MD,"['hogan', 'baker']",gonzales research,"{'hogan': 48.0, 'baker': 37.0}",hogan,11.0,2018-06-14,<BLANK>,0
2175,maryland governor,governor,MD,"['hogan', 'jealous']",gonzales research,"{'hogan': 51.0, 'jealous': 34.0}",hogan,17.0,2018-06-14,<BLANK>,0
2176,maryland governor,governor,MD,"['hogan', 'madaleno']",gonzales research,"{'hogan': 50.0, 'madaleno': 36.0}",hogan,14.0,2018-06-14,<BLANK>,0
2177,maryland governor,governor,MD,"['baker', 'jealous']",gonzales research,"{'baker': 25.0, 'jealous': 23.0, 'madaleno': 9.0, 'shea': 6.0, 'vignarajah': 5.0, 'Ross': 0}",baker,2.0,2018-06-14,<BLANK>,0
