,race_name,race_type,state,top_candidates,pollster,poll_results,poll_leader,poll_spread,date,winner,district
291,massachusetts 6th district,house,MA,"['tierney', 'moulton']",emerson college,"{'tierney': 47.0, 'moulton': 44.0, 'defranco': 4.0}",tierney,3.0,2014-09-06,moulton,6
292,massachusetts 6th district,house,MA,"['tisei', 'tierney']",emerson college,"{'tisei': 51.0, 'tierney': 43.0}",tisei,8.0,2014-09-06,<BLANK>,6
293,massachusetts 6th district,house,MA,"['moulton', 'tisei']",emerson college,"{'moulton': 44.0, 'tisei': 36.0}",moulton,8.0,2014-09-06,moulton,6
294,massachusetts 6th district,house,MA,"['tierney', 'moulton']",remington research group (r),"{'tierney': 43.0, 'moulton': 42.0, 'defranco': 4.0}",tierney,1.0,2014-09-08,moulton,6
295,iowa 4th district,house,IA,"['king', 'mowrer']",loras college,"{'king': 47.0, 'mowrer': 36.0}",king,11.0,2014-09-10,king,4
296,iowa 3rd district,house,IA,"['appel', 'young']",loras college,"{'appel': 40.0, 'young': 34.0}",appel,6.0,2014-09-10,young,3
297,iowa 2nd district,house,IA,"['loebsack', 'miller-meeks']",loras college,"{'loebsack': 49.0, 'miller-meeks': 32.0}",loebsack,17.0,2014-09-10,loebsack,2
298,california 21st district,house,CA,"['valadao', 'renteria']",surveyusa,"{'valadao': 56.0, 'renteria': 37.0}",valadao,19.0,2014-09-10,valadao,21
299,iowa 1st district,house,IA,"['murphy', 'blum']",loras college,"{'murphy': 35.0, 'blum': 33.0}",murphy,2.0,2014-09-10,blum,1
300,new york 21st district,house,NY,"['stefanik', 'woolf']",siena*,"{'stefanik': 46.0, 'woolf': 33.0}",stefanik,13.0,2014-09-12,stefanik,21
301,new york 19th district,house,NY,"['gibson', 'eldridge']",siena,"{'gibson': 57.0, 'eldridge': 33.0}",gibson,24.0,2014-09-12,gibson,19
302,new jersey 3rd district,house,NJ,"['macarthur', 'belgard']",richard stockton college,"{'macarthur': 42.0, 'belgard': 42.0}",,,2014-09-16,macarthur,3
303,california 52nd district,house,CA,"['peters', 'demaio']",u-t san diego/surveyusa,"{'demaio': 46.0, 'peters': 47.0}",peters,1.0,2014-09-17,peters,52
304,new york 11th district,house,NY,"['grimm', 'recchia']",siena*,"{'grimm': 44.0, 'recchia': 40.0}",grimm,4.0,2014-09-17,grimm,11
305,n.h. 1st district,house,,"['shea-porter', 'guinta']",new england college,"{'guinta': 42.0, 'shea-porter': 46.0}",shea-porter,4.0,2014-09-18,<BLANK>,1
306,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",new england college,"{'kuster': 50.0, 'garcia': 37.0}",kuster,13.0,2014-09-18,<BLANK>,2
307,new york 1st district,house,NY,"['bishop', 'zeldin']",siena,"{'bishop': 51.0, 'zeldin': 41.0}",bishop,10.0,2014-09-18,zeldin,1
308,new york 4th district,house,NY,"['rice', 'blakeman']",siena,"{'rice': 55.0, 'blakeman': 37.0}",rice,18.0,2014-09-19,rice,4
309,new york 18th district,house,NY,"['maloney', 'hayworth']",siena,"{'maloney': 50.0, 'hayworth': 42.0}",maloney,8.0,2014-09-19,<BLANK>,18
310,new york 24th district,house,NY,"['maffei', 'katko']",siena,"{'maffei': 50.0, 'katko': 42.0}",maffei,8.0,2014-09-22,katko,24
311,minnesota 2nd district,house,MN,"['kline', 'obermueller']",remington research group (r)*,"{'kline': 54.0, 'obermueller': 32.0}",kline,22.0,2014-09-22,kline,2
312,hawaii 1st district,house,HI,"['djou', 'takai']",honolulu civil beat/mrg,"{'djou': 46.0, 'takai': 42.0}",djou,4.0,2014-09-23,takai,1
313,n.h. 1st district,house,,"['guinta', 'shea-porter']",new england college,"{'guinta': 45.0, 'shea-porter': 45.0}",,,2014-09-24,<BLANK>,1
314,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",new england college,"{'kuster': 49.0, 'garcia': 38.0}",kuster,11.0,2014-09-24,<BLANK>,2
315,massachusetts 6th district,house,MA,"['moulton', 'tisei']",wbur/massinc,"{'tisei': 39.0, 'moulton': 47.0}",moulton,8.0,2014-09-26,moulton,6
316,maine 2nd district,house,ME,"['poliquin', 'cain']",portland press herald*,"{'cain': 30.0, 'poliquin': 40.0}",poliquin,10.0,2014-09-28,poliquin,2
317,north carolina 2nd district,house,NC,"['ellmers', 'aiken']",surveyusa/civitas (r),"{'ellmers': 47.0, 'aiken': 39.0}",ellmers,8.0,2014-09-30,ellmers,2
318,massachusetts 6th district,house,MA,"['tisei', 'moulton']",emerson college,"{'tisei': 41.0, 'moulton': 39.0}",tisei,2.0,2014-10-01,moulton,6
319,n.h. 1st district,house,,"['guinta', 'shea-porter']",new england college,"{'guinta': 51.0, 'shea-porter': 41.0}",guinta,10.0,2014-10-02,<BLANK>,1
320,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",new england college,"{'kuster': 50.0, 'garcia': 39.0}",kuster,11.0,2014-10-02,<BLANK>,2
321,new york 21st district,house,NY,"['stefanik', 'woolf']",harper (r)*,"{'stefanik': 45.0, 'woolf': 37.0}",stefanik,8.0,2014-10-02,stefanik,21
322,illinois 17th district,house,IL,"['bustos', 'schilling']",weaskamerica,"{'bustos': 50.0, 'schilling': 41.0}",bustos,9.0,2014-10-06,bustos,17
323,new jersey 2nd district,house,NJ,"['lobiondo', 'hughes']",richard stockton college,"{'lobiondo': 47.0, 'hughes': 42.0}",lobiondo,5.0,2014-10-06,lobiondo,2
324,illinois 10th district,house,IL,"['schneider', 'dold']",weaskamerica,"{'schneider': 46.0, 'dold': 44.0}",schneider,2.0,2014-10-06,dold,10
325,illinois 11th district,house,IL,"['foster', 'senger']",weaskamerica,"{'foster': 47.0, 'senger': 44.0}",foster,3.0,2014-10-06,foster,11
326,illinois 12th district,house,IL,"['bost', 'enyart']",weaskamerica*,"{'bost': 45.0, 'enyart': 40.0}",bost,5.0,2014-10-06,bost,12
327,illinois 13th district,house,IL,"['davis', 'callis']",weaskamerica,"{'davis': 51.0, 'callis': 38.0}",davis,13.0,2014-10-06,davis,13
328,n.h. 1st district,house,,"['shea-porter', 'guinta']",wmur/unh,"{'guinta': 39.0, 'shea-porter': 42.0}",shea-porter,3.0,2014-10-07,<BLANK>,1
329,new hampshire 2nd district,house,NH,"['garcia', 'kuster']",wmur/unh,"{'kuster': 37.0, 'garcia': 41.0}",garcia,4.0,2014-10-07,<BLANK>,2
330,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",new england college,"{'kuster': 50.0, 'garcia': 38.0}",kuster,12.0,2014-10-08,<BLANK>,2
331,n.h. 1st district,house,,"['shea-porter', 'guinta']",new england college,"{'guinta': 44.0, 'shea-porter': 47.0}",shea-porter,3.0,2014-10-08,<BLANK>,1
332,california 52nd district,house,CA,"['demaio', 'peters']",u-t san diego/surveyusa,"{'demaio': 48.0, 'peters': 45.0}",demaio,3.0,2014-10-08,peters,52
333,minnesota 7th district,house,MN,"['peterson', 'westrom']",surveyusa,"{'peterson': 50.0, 'westrom': 41.0}",peterson,9.0,2014-10-10,peterson,7
334,florida 26th district,house,FL,"['curbelo', 'garcia']",saint leo university,"{'curbelo': 46.0, 'garcia': 42.0}",curbelo,4.0,2014-10-12,curbelo,26
335,maine 2nd district,house,ME,"['cain', 'poliquin']",pan atlantic sms,"{'poliquin': 33.0, 'cain': 36.0, 'richardson': 6.0}",cain,3.0,2014-10-14,poliquin,2
336,n.h. 1st district,house,,"['guinta', 'shea-porter']",new england college,"{'guinta': 46.0, 'shea-porter': 44.0}",guinta,2.0,2014-10-14,<BLANK>,1
337,iowa 3rd district,house,IA,"['young', 'appel']",remington research group (r)*,"{'young': 46.0, 'appel': 42.0}",young,4.0,2014-10-14,young,3
338,maine 2nd district,house,ME,"['cain', 'poliquin']",pan atlantic sms*,"{'cain': 36.0, 'poliquin': 33.0}",cain,3.0,2014-10-14,poliquin,2
339,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",new england college,"{'kuster': 46.0, 'garcia': 43.0}",kuster,3.0,2014-10-14,<BLANK>,2
340,utah 4th district,house,UT,"['love', 'owens']",utahpolicy/dan jones,"{'love': 49.0, 'owens': 40.0}",love,9.0,2014-10-14,love,4
341,new jersey 3rd district,house,NJ,"['macarthur', 'belgard']",monmouth,"{'macarthur': 51.0, 'belgard': 41.0}",macarthur,10.0,2014-10-14,macarthur,3
342,maine 2nd district,house,ME,"['poliquin', 'cain']",critical insights,"{'poliquin': 41.0, 'cain': 36.0, 'richardson': 6.0}",poliquin,5.0,2014-10-15,poliquin,2
343,new jersey 5th district,house,NJ,"['garrett', 'cho']",monmouth,"{'garrett': 48.0, 'cho': 43.0}",garrett,5.0,2014-10-15,<BLANK>,5
344,new jersey 2nd district,house,NJ,"['lobiondo', 'hughes']",monmouth,"{'lobiondo': 56.0, 'hughes': 35.0}",lobiondo,21.0,2014-10-16,lobiondo,2
345,massachusetts 6th district,house,MA,"['tisei', 'moulton']",emerson college,"{'tisei': 43.0, 'moulton': 40.0}",tisei,3.0,2014-10-16,moulton,6
346,michigan 11th district,house,MI,"['trott', 'mckenzie']",mitchell research,"{'trott': 47.0, 'mckenzie': 35.0}",trott,12.0,2014-10-18,trott,11
347,montana at-large district,house,MT,"['zinke', 'lewis']",msu-billings,"{'zinke': 40.0, 'lewis': 33.0}",zinke,7.0,2014-10-18,zinke,0
348,minnesota 8th district,house,MN,"['mills', 'nolan']",kstp/surveyusa*,"{'mills': 47.0, 'nolan': 39.0}",mills,8.0,2014-10-18,nolan,8
349,california 17th district,house,CA,"['honda', 'khanna']",surveyusa,"{'honda': 37.0, 'khanna': 35.0}",honda,2.0,2014-10-20,honda,17
350,new hampshire 2nd district,house,NH,"['garcia', 'kuster']",umass amherst/wbz,"{'kuster': 43.0, 'garcia': 48.0}",garcia,5.0,2014-10-20,<BLANK>,2
351,n.h. 1st district,house,,"['shea-porter', 'guinta']",umass amherst/wbz,"{'guinta': 37.0, 'shea-porter': 54.0}",shea-porter,17.0,2014-10-20,<BLANK>,1
352,arkansas 2nd district,house,AR,"['hays', 'hill']",talk business poll*,"{'hays': 46.0, 'hill': 42.0}",hays,4.0,2014-10-21,hill,2
353,arkansas 4th district,house,AR,"['westerman', 'witt']",talk business poll*,"{'westerman': 44.0, 'witt': 42.0}",westerman,2.0,2014-10-21,westerman,4
354,arkansas 1st district,house,AR,"['crawford', 'mcpherson']",talk business poll*,"{'crawford': 52.0, 'mcpherson': 30.0}",crawford,22.0,2014-10-21,crawford,1
355,massachusetts 9th district,house,MA,"['keating', 'chapman']",emerson college,"{'keating': 47.0, 'chapman': 44.0}",keating,3.0,2014-10-21,keating,9
356,california 21st district,house,CA,"['valadao', 'renteria']",surveyusa,"{'valadao': 47.0, 'renteria': 42.0}",valadao,5.0,2014-10-22,valadao,21
357,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",new england college,"{'kuster': 49.0, 'garcia': 43.0}",kuster,6.0,2014-10-22,<BLANK>,2
358,n.h. 1st district,house,,"['guinta', 'shea-porter']",new england college,"{'guinta': 47.0, 'shea-porter': 46.0}",guinta,1.0,2014-10-22,<BLANK>,1
359,california 52nd district,house,CA,"['demaio', 'peters']",u-t san diego/surveyusa,"{'demaio': 46.0, 'peters': 45.0}",demaio,1.0,2014-10-22,peters,52
360,new york 4th district,house,NY,"['rice', 'blakeman']",siena,"{'rice': 52.0, 'blakeman': 42.0}",rice,10.0,2014-10-23,rice,4
361,hawaii 1st district,house,HI,"['djou', 'takai']",honolulu star-advertiser,"{'djou': 47.0, 'takai': 47.0}",,,2014-10-24,takai,1
362,maine 2nd district,house,ME,"['poliquin', 'cain']",portland press herald,"{'poliquin': 41.0, 'cain': 40.0, 'richardson': 8.0}",poliquin,1.0,2014-10-26,poliquin,2
363,new york 21st district,house,NY,"['stefanik', 'woolf']",siena,"{'stefanik': 50.0, 'woolf': 32.0, 'funiciello': 11.0}",stefanik,18.0,2014-10-27,stefanik,21
364,iowa 4th district,house,IA,"['king', 'mowrer']",loras college,"{'king': 51.0, 'mowrer': 39.0}",king,12.0,2014-10-27,king,4
365,iowa 3rd district,house,IA,"['young', 'appel']",loras college,"{'young': 46.0, 'appel': 44.0}",young,2.0,2014-10-27,young,3
366,iowa 2nd district,house,IA,"['loebsack', 'miller-meeks']",loras college,"{'loebsack': 51.0, 'miller-meeks': 38.0}",loebsack,13.0,2014-10-27,loebsack,2
367,iowa 1st district,house,IA,"['blum', 'murphy']",loras college,"{'blum': 44.0, 'murphy': 42.0}",blum,2.0,2014-10-27,blum,1
368,alaska at-large district,house,AK,"['young', 'dunbar']",ivan moore research,"{'young': 44.0, 'dunbar': 43.0, 'mcdermott': 10.0}",young,1.0,2014-10-28,young,0
369,new york 24th district,house,NY,"['katko', 'maffei']",siena,"{'katko': 52.0, 'maffei': 42.0}",katko,10.0,2014-10-28,katko,24
370,hawaii 1st district,house,HI,"['djou', 'takai']",honolulu civil beat/mrg,"{'djou': 45.0, 'takai': 45.0}",,,2014-10-28,takai,1
371,maine 2nd district,house,ME,"['cain', 'poliquin']",pan atlantic sms,"{'poliquin': 38.0, 'cain': 39.0, 'richardson': 8.0}",cain,1.0,2014-10-28,poliquin,2
372,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",new england college,"{'kuster': 49.0, 'garcia': 42.0}",kuster,7.0,2014-10-28,<BLANK>,2
373,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",wmur/unh,"{'kuster': 53.0, 'garcia': 30.0}",kuster,23.0,2014-10-28,<BLANK>,2
374,n.h. 1st district,house,,"['guinta', 'shea-porter']",new england college,"{'guinta': 49.0, 'shea-porter': 43.0}",guinta,6.0,2014-10-28,<BLANK>,1
375,n.h. 1st district,house,,"['shea-porter', 'guinta']",wmur/unh,"{'guinta': 40.0, 'shea-porter': 44.0}",shea-porter,4.0,2014-10-28,<BLANK>,1
376,arizona 2nd district,house,AZ,"['barber', 'mcsally']",rrh/pmi (r),"{'barber': 48.0, 'mcsally': 46.0}",barber,2.0,2014-10-28,mcsally,2
377,new jersey 2nd district,house,NJ,"['lobiondo', 'hughes']",richard stockton college,"{'lobiondo': 56.0, 'hughes': 38.0}",lobiondo,18.0,2014-10-29,lobiondo,2
378,new york 19th district,house,NY,"['gibson', 'eldridge']",siena,"{'gibson': 58.0, 'eldridge': 35.0}",gibson,23.0,2014-10-29,gibson,19
379,massachusetts 9th district,house,MA,"['keating', 'chapman']",emerson college,"{'keating': 46.0, 'chapman': 41.0}",keating,5.0,2014-10-30,keating,9
380,massachusetts 6th district,house,MA,"['tisei', 'moulton']",emerson college,"{'tisei': 42.0, 'moulton': 40.0}",tisei,2.0,2014-10-30,moulton,6
381,new jersey 3rd district,house,NJ,"['macarthur', 'belgard']",richard stockton college,"{'macarthur': 46.0, 'belgard': 41.0}",macarthur,5.0,2014-10-30,macarthur,3
382,new jersey 5th district,house,NJ,"['garrett', 'cho']",monmouth,"{'garrett': 53.0, 'cho': 42.0}",garrett,11.0,2014-10-30,<BLANK>,5
383,new york 18th district,house,NY,"['maloney', 'hayworth']",siena,"{'maloney': 49.0, 'hayworth': 44.0}",maloney,5.0,2014-10-31,<BLANK>,18
384,utah 4th district,house,UT,"['love', 'owens']",utahpolicy/dan jones,"{'love': 48.0, 'owens': 43.0}",love,5.0,2014-10-31,love,4
385,new york 11th district,house,NY,"['grimm', 'recchia']",siena*,"{'grimm': 53.0, 'recchia': 34.0}",grimm,19.0,2014-11-01,grimm,11
386,georgia 12th district,house,GA,"['allen', 'barrow']",landmark communications,"{'allen': 48.0, 'barrow': 44.0}",allen,4.0,2014-11-01,<BLANK>,12
387,new york 1st district,house,NY,"['zeldin', 'bishop']",siena,"{'zeldin': 50.0, 'bishop': 45.0}",zeldin,5.0,2014-11-01,zeldin,1
388,california 52nd district,house,CA,"['demaio', 'peters']",u-t san diego/surveyusa,"{'demaio': 45.0, 'peters': 44.0}",demaio,1.0,2014-11-02,peters,52
389,alaska at-large district,house,AK,"['young', 'dunbar']",ppp (d),"{'young': 47.0, 'dunbar': 41.0, 'mcdermott': 6.0}",young,6.0,2014-11-03,young,0
390,georgia 12th district,house,GA,"['allen', 'barrow']",landmark communications,"{'allen': 47.0, 'barrow': 46.0}",allen,1.0,2014-11-03,<BLANK>,12
391,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",new england college,"{'kuster': 53.0, 'garcia': 42.0}",kuster,11.0,2014-11-03,<BLANK>,2
392,new hampshire 2nd district,house,NH,"['kuster', 'garcia']",wmur/unh,"{'kuster': 53.0, 'garcia': 46.0}",kuster,7.0,2014-11-03,<BLANK>,2
393,n.h. 1st district,house,,"['guinta', 'shea-porter']",new england college,"{'guinta': 52.0, 'shea-porter': 43.0}",guinta,9.0,2014-11-03,<BLANK>,1
394,n.h. 1st district,house,,"['guinta', 'shea-porter']",wmur/unh,"{'guinta': 50.0, 'shea-porter': 49.0}",guinta,1.0,2014-11-03,<BLANK>,1
395,maine 2nd district,house,ME,"['poliquin', 'cain']",mprc (d),"{'poliquin': 43.0, 'cain': 42.0, 'richardson': 10.0}",poliquin,1.0,2014-11-03,poliquin,2
396,new hampshire 2nd district,house,NH,"['kuster', 'lawrence']",wmur/unh,"{'kuster': 40.0, 'lawrence': 34.0}",kuster,6.0,2016-08-31,<BLANK>,2
397,new hampshire 1st district,house,NH,"['shea-porter', 'guinta']",wmur/unh,"{'shea-porter': 48.0, 'guinta': 29.0}",shea-porter,19.0,2016-08-31,<BLANK>,1
398,new hampshire 1st district,house,NH,"['shea-porter', 'ashooh']",wmur/unh,"{'shea-porter': 50.0, 'ashooh': 27.0}",shea-porter,23.0,2016-08-31,<BLANK>,1
399,maine 1st district,house,ME,"['pingree', 'holbrook']",colby college/surveyusa,"{'pingree': 57.0, 'holbrook': 37.0}",pingree,20.0,2016-09-14,pingree,1
400,maine 2nd district,house,ME,"['poliquin', 'cain']",colby college/surveyusa,"{'poliquin': 50.0, 'cain': 45.0}",poliquin,5.0,2016-09-14,poliquin,2
401,maine 1st district,house,ME,"['pingree', 'holbrook']",press herald/unh,"{'pingree': 64.0, 'holbrook': 22.0}",pingree,42.0,2016-09-25,pingree,1
402,maine 2nd district,house,ME,"['poliquin', 'cain']",press herald/unh,"{'poliquin': 45.0, 'cain': 35.0}",poliquin,10.0,2016-09-25,poliquin,2
403,iowa 1st district,house,IA,"['blum', 'vernon']",loras,"{'blum': 45.0, 'vernon': 38.0}",blum,7.0,2016-09-27,blum,1
404,iowa 3rd district,house,IA,"['young', 'mowrer']",loras,"{'young': 46.0, 'mowrer': 36.0}",young,10.0,2016-09-27,young,3
405,new york 1st district,house,NY,"['zeldin', 'throne-holst']",newsday/siena,"{'zeldin': 53.0, 'throne-holst': 38.0}",zeldin,15.0,2016-10-08,zeldin,1
406,new york 3rd district,house,NY,"['suozzi', 'martins']",newsday/siena,"{'suozzi': 50.0, 'martins': 34.0}",suozzi,16.0,2016-10-08,suozzi,3
407,florida 13th district,house,FL,"['crist', 'jolly']",univ. of north florida,"{'crist': 54.0, 'jolly': 36.0}",crist,18.0,2016-10-13,crist,13
408,minnesota 2nd district,house,MN,"['craig', 'lewis']",kstp/surveyusa,"{'craig': 46.0, 'lewis': 41.0}",craig,5.0,2016-10-17,lewis,2
409,minnesota 3rd district,house,MN,"['paulsen', 'bonoff']",kstp/surveyusa,"{'paulsen': 49.0, 'bonoff': 38.0}",paulsen,11.0,2016-10-17,paulsen,3
410,new hampshire 2nd district,house,NH,"['kuster', 'lawrence']",wmur/unh*,"{'kuster': 54.0, 'lawrence': 24.0}",kuster,30.0,2016-10-21,<BLANK>,2
411,new hampshire 1st district,house,NH,"['shea-porter', 'guinta']",wmur/unh*,"{'shea-porter': 44.0, 'guinta': 32.0}",shea-porter,12.0,2016-10-21,<BLANK>,1
412,minnesota 8th district,house,MN,"['mills', 'nolan']",kstp/surveyusa,"{'mills': 45.0, 'nolan': 41.0}",mills,4.0,2016-10-24,nolan,8
413,new hampshire 1st district,house,NH,"['shea-porter', 'guinta']",umass amherst/wbz*,"{'shea-porter': 41.0, 'guinta': 37.0}",shea-porter,4.0,2016-10-25,<BLANK>,1
414,new hampshire 2nd district,house,NH,"['kuster', 'lawrence']",umass amherst/wbz*,"{'kuster': 53.0, 'lawrence': 42.0}",kuster,11.0,2016-10-25,<BLANK>,2
415,montana at-large district,house,MT,"['zinke', 'juneau']",montana state u.,"{'zinke': 50.0, 'juneau': 31.0}",zinke,19.0,2016-10-26,zinke,0
416,maine 1st district,house,ME,"['pingree', 'holbrook']",press herald/unh,"{'pingree': 61.0, 'holbrook': 28.0}",pingree,33.0,2016-10-30,pingree,1
417,maine 2nd district,house,ME,"['cain', 'poliquin']",press herald/unh,"{'poliquin': 44.0, 'cain': 46.0}",cain,2.0,2016-10-30,poliquin,2
418,new york 19th district,house,NY,"['teachout', 'faso']",wnyt-tv/surveyusa,"{'teachout': 45.0, 'faso': 42.0}",teachout,3.0,2016-10-31,faso,19
419,new hampshire 2nd district,house,NH,"['kuster', 'lawrence']",wmur/unh,"{'kuster': 48.0, 'lawrence': 34.0}",kuster,14.0,2016-10-31,<BLANK>,2
420,new hampshire 1st district,house,NH,"['shea-porter', 'guinta']",wmur/unh*,"{'shea-porter': 37.0, 'guinta': 32.0}",shea-porter,5.0,2016-10-31,<BLANK>,1
421,indiana 9th district,house,IN,"['hollingsworth', 'yoder']",wthr/howey politics,"{'hollingsworth': 44.0, 'yoder': 42.0}",hollingsworth,2.0,2016-11-04,hollingsworth,9
422,iowa 1st district,house,IA,"['blum', 'vernon']",loras,"{'blum': 47.0, 'vernon': 41.0}",blum,6.0,2016-11-05,blum,1
423,iowa 3rd district,house,IA,"['young', 'mowrer']",loras,"{'young': 44.0, 'mowrer': 39.0}",young,5.0,2016-11-05,young,3
424,georgia 6th district special election,house,GA,"['ossoff', 'handel']",wxia-tv/surveyusa,"{'ossoff': 43.0, 'handel': 15.0, 'gray': 14.0, 'moody': 7.0, 'hill': 5.0, 'abroms': 2.0, 'Slotin': 0}",ossoff,28.0,2017-04-04,handel,6
425,georgia 6th district run-off election,house,GA,"['ossoff', 'handel']",fox 5 atlanta/opinion savvy,"{'ossoff': 44.0, 'handel': 42.0}",ossoff,2.0,2017-04-14,handel,6
426,georgia 6th district special election,house,GA,"['ossoff', 'handel']",fox 5 atlanta/opinion savvy,"{'ossoff': 42.0, 'handel': 21.0, 'gray': 11.0, 'moody': 9.0, 'hill': 11.0, 'abroms': 1.0, 'Slotin': 0}",ossoff,21.0,2017-04-14,handel,6
427,georgia 6th district special election,house,GA,"['ossoff', 'handel']",wsb-tv/landmark,"{'ossoff': 45.0, 'handel': 17.0, 'gray': 9.0, 'moody': 8.0, 'hill': 8.0, 'abroms': 2.0, 'Slotin': 0}",ossoff,28.0,2017-04-15,handel,6
428,georgia 6th district special election,house,GA,"['ossoff', 'gray']",clout research (r),"{'ossoff': 41.0, 'handel': 15.0, 'gray': 17.0, 'moody': 9.0, 'hill': 10.0, 'abroms': 3.0, 'slotin': 1.0}",ossoff,24.0,2017-04-17,<BLANK>,6
429,georgia 6th district special election,house,GA,"['ossoff', 'handel']",emerson,"{'ossoff': 43.0, 'handel': 17.0, 'gray': 15.0, 'moody': 9.0, 'hill': 6.0, 'abroms': 2.0, 'slotin': 2.0}",ossoff,26.0,2017-04-17,handel,6
430,georgia 6th district run-off election,house,GA,"['handel', 'ossoff']",emerson,"{'ossoff': 47.0, 'handel': 49.0}",handel,2.0,2017-04-17,handel,6
431,georgia 6th district run-off election,house,GA,"['handel', 'ossoff']",landmark communications,"{'ossoff': 47.0, 'handel': 49.0}",handel,2.0,2017-05-06,handel,6
432,georgia 6th district run-off election,house,GA,"['ossoff', 'handel']",gravis,"{'ossoff': 47.0, 'handel': 45.0}",ossoff,2.0,2017-05-14,handel,6
433,2017 montana at-large district special election,house,,"['gianforte', 'quist']",gravis,"{'gianforte': 49.0, 'quist': 35.0, 'wicks': 8.0}",gianforte,14.0,2017-05-22,<BLANK>,0
434,georgia 6th district run-off election,house,GA,"['ossoff', 'handel']",wxia-tv/surveyusa,"{'ossoff': 51.0, 'handel': 44.0}",ossoff,7.0,2017-05-22,handel,6
435,georgia 6th district run-off election,house,GA,"['ossoff', 'handel']",wsb-tv/landmark,"{'handel': 48.0, 'ossoff': 49.0}",ossoff,1.0,2017-06-02,handel,6
436,georgia 6th district run-off election,house,GA,"['ossoff', 'handel']",wsb-tv/landmark,"{'handel': 47.0, 'ossoff': 50.0}",ossoff,3.0,2017-06-08,handel,6
437,georgia 6th district run-off election,house,GA,"['ossoff', 'handel']",atlanta journal-constitution,"{'handel': 44.0, 'ossoff': 51.0}",ossoff,7.0,2017-06-09,handel,6
438,georgia 6th district run-off election,house,GA,"['handel', 'ossoff']",wxia-tv/surveyusa,"{'handel': 47.0, 'ossoff': 47.0}",,,2017-06-13,handel,6
439,georgia 6th district run-off election,house,GA,"['ossoff', 'handel']",trafalgar group (r),"{'handel': 47.0, 'ossoff': 50.0}",ossoff,3.0,2017-06-14,handel,6
440,georgia 6th district run-off election,house,GA,"['ossoff', 'handel']",fox 5 atlanta/opinion savvy,"{'handel': 49.0, 'ossoff': 50.0}",ossoff,1.0,2017-06-17,handel,6
441,georgia 6th district run-off election,house,GA,"['ossoff', 'handel']",wsb-tv/landmark,"{'handel': 48.0, 'ossoff': 50.0}",ossoff,2.0,2017-06-17,handel,6
442,georgia 6th district run-off election,house,GA,"['handel', 'ossoff']",trafalgar group (r),"{'handel': 51.0, 'ossoff': 49.0}",handel,2.0,2017-06-19,handel,6
443,georgia 6th district run-off election,house,GA,"['handel', 'ossoff']",wsb-tv/landmark,"{'handel': 49.0, 'ossoff': 49.0}",,,2017-06-19,handel,6
444,pennsylvania 18th district special election,house,PA,"['saccone', 'lamb']",gravis,"{'saccone': 46.0, 'lamb': 34.0}",saccone,12.0,2018-01-08,lamb,18
445,pennsylvania 18th district special election,house,PA,"['saccone', 'lamb']",monmouth,"{'lamb': 46.0, 'saccone': 49.0}",saccone,3.0,2018-02-15,lamb,18
446,pennsylvania 18th district special election,house,PA,"['saccone', 'lamb']",gravis,"{'lamb': 40.0, 'saccone': 46.0}",saccone,6.0,2018-02-18,lamb,18
447,pennsylvania 18th district special election,house,PA,"['lamb', 'saccone']",emerson,"{'lamb': 48.0, 'saccone': 45.0}",lamb,3.0,2018-03-05,lamb,18
448,pennsylvania 18th district special election,house,PA,"['saccone', 'lamb']",gravis,"{'lamb': 42.0, 'saccone': 45.0}",saccone,3.0,2018-03-07,lamb,18
449,pennsylvania 18th district special election,house,PA,"['lamb', 'saccone']",monmouth,"{'lamb': 51.0, 'saccone': 45.0}",lamb,6.0,2018-03-12,lamb,18
450,michigan 8th district,house,MI,"['bishop', 'slotkin']",target insyght,"{'bishop': 45.0, 'slotkin': 39.0}",bishop,6.0,2018-04-08,<BLANK>,8
451,arizona 8th district special election,house,AZ,"['lesko', 'tipirneni']",oh predictive insights,"{'lesko': 53.0, 'tipirneni': 43.0}",lesko,10.0,2018-04-12,lesko,8
452,arizona 8th district special election,house,AZ,"['tipirneni', 'lesko']",emerson,"{'lesko': 45.0, 'tipirneni': 46.0}",tipirneni,1.0,2018-04-16,lesko,8
453,arizona 8th district special election,house,AZ,"['lesko', 'tipirneni']",emerson,"{'lesko': 49.0, 'tipirneni': 43.0}",lesko,6.0,2018-04-23,lesko,8
454,south dakota at-large district,house,SD,"['johnson', 'krebs']",mason-dixon,"{'johnson': 41.0, 'krebs': 23.0, 'tapio': 13.0}",johnson,18.0,2018-05-30,<BLANK>,0
