name,party,race_type,year,state
jo bonner,o,house,2010,AL
david walter,o,house,2010,AL
martha roby,o,house,2010,AL
bobby bright,o,house,2010,AL
mike rogers,o,house,2010,AL
steve segrest,o,house,2010,AL
robert aderholt,o,house,2010,AL
mo brooks,o,house,2010,AL
steve raby,o,house,2010,AL
spencer bachus,o,house,2010,AL
terri sewell,o,house,2010,AL
don chamberlain,o,house,2010,AL
don young,o,house,2010,AK
harry crawford,o,house,2010,AK
paul gosar,o,house,2010,AZ
ann kirkpatrick,o,house,2010,AZ
nicole patti,o,house,2010,AZ
trent franks,o,house,2010,AZ
john thrasher,o,house,2010,AZ
powell gammill,o,house,2010,AZ
ben quayle,o,house,2010,AZ
jon hulburd,o,house,2010,AZ
michael shoen,o,house,2010,AZ
leonard clark,o,house,2010,AZ
ed pastor,o,house,2010,AZ
janet contreras,o,house,2010,AZ
joe cobb,o,house,2010,AZ
rebecca dewitt,o,house,2010,AZ
david schweikert,o,house,2010,AZ
harry mitchell,o,house,2010,AZ
nick coons,o,house,2010,AZ
jeff flake,o,house,2010,AZ
rebecca schneider,o,house,2010,AZ
richard grayson,o,house,2010,AZ
darell tapp,o,house,2010,AZ
raul grijalva,o,house,2010,AZ
ruth mcclung,o,house,2010,AZ
harley meyer,o,house,2010,AZ
george keane,o,house,2010,AZ
gabrielle giffords,o,house,2010,AZ
jesse kelly,o,house,2010,AZ
steven stoltz,o,house,2010,AZ
rick crawford,o,house,2010,AR
chad causey,o,house,2010,AR
ken adler,o,house,2010,AR
tim griffin,o,house,2010,AR
joyce elliott,o,house,2010,AR
lance levi,o,house,2010,AR
lewis kennedy,o,house,2010,AR
steve womack,o,house,2010,AR
david whitaker,o,house,2010,AR
mike ross,o,house,2010,AR
beth anne rankin,o,house,2010,AR
joshua drake,o,house,2010,AR
mike thompson,o,house,2010,CA
loren hanks,o,house,2010,CA
carol wolman,o,house,2010,CA
mike rodrigues,o,house,2010,CA
wally herger,o,house,2010,CA
jim reed,o,house,2010,CA
dan lungren,o,house,2010,CA
ami bera,o,house,2010,CA
jerry leidecker,o,house,2010,CA
douglas arthur tuma,o,house,2010,CA
mike roskey,o,house,2010,CA
tom mcclintock,o,house,2010,CA
clint curtis,o,house,2010,CA
ben emery,o,house,2010,CA
doris matsui,o,house,2010,CA
paul smith,o,house,2010,CA
gerald allen frink,o,house,2010,CA
lynn woolsey,o,house,2010,CA
jim judd,o,house,2010,CA
eugene ruyle,o,house,2010,CA
joel smolen,o,house,2010,CA
george miller,o,house,2010,CA
rick tubbs,o,house,2010,CA
nancy pelosi,o,house,2010,CA
john dennis,o,house,2010,CA
gloria la riva,o,house,2010,CA
philip berg,o,house,2010,CA
barbara lee,o,house,2010,CA
gerald hashimoto,o,house,2010,CA
dave heller,o,house,2010,CA
james eyer,o,house,2010,CA
larry allen,o,house,2010,CA
john garamendi,o,house,2010,CA
gary clift,o,house,2010,CA
jeremy cloward,o,house,2010,CA
jerry mcnerney,o,house,2010,CA
david harmer,o,house,2010,CA
david christensen,o,house,2010,CA
jackie speier,o,house,2010,CA
mike moloney,o,house,2010,CA
mark paul williams,o,house,2010,CA
pete stark,o,house,2010,CA
forest baker,o,house,2010,CA
anna eshoo,o,house,2010,CA
dave chapman,o,house,2010,CA
paul lazaga,o,house,2010,CA
mike honda,o,house,2010,CA
scott kirkland,o,house,2010,CA
zoe lofgren,o,house,2010,CA
daniel sahagun,o,house,2010,CA
edward gonzalez,o,house,2010,CA
sam farr,o,house,2010,CA
jeff taylor,o,house,2010,CA
mary larkin,o,house,2010,CA
eric petersen,o,house,2010,CA
dennis cardoza,o,house,2010,CA
michael clarke berryhill,o,house,2010,CA
jeff denham,o,house,2010,CA
loraine goodwin,o,house,2010,CA
jim costa,o,house,2010,CA
andy vidak,o,house,2010,CA
devin nunes,o,house,2010,CA
kevin mccarthy,o,house,2010,CA
lois capps,o,house,2010,CA
tom watson,o,house,2010,CA
john hager,o,house,2010,CA
darrell stafford,o,house,2010,CA
elton gallegly,o,house,2010,CA
timothy allison,o,house,2010,CA
howard mckeon,o,house,2010,CA
jackie conaway,o,house,2010,CA
david dreier,o,house,2010,CA
russ warner,o,house,2010,CA
david miller,o,house,2010,CA
randall weissbuch,o,house,2010,CA
brad sherman,o,house,2010,CA
mark reed,o,house,2010,CA
howard berman,o,house,2010,CA
merlin froyd,o,house,2010,CA
carlos rodriguez,o,house,2010,CA
adam schiff,o,house,2010,CA
john colbert,o,house,2010,CA
william cushing,o,house,2010,CA
henry waxman,o,house,2010,CA
chuck wilkerson,o,house,2010,CA
erich miller,o,house,2010,CA
richard castaldo,o,house,2010,CA
xavier becerra,o,house,2010,CA
stephen smith,o,house,2010,CA
judy chu,o,house,2010,CA
ed schmerling,o,house,2010,CA
karen bass,o,house,2010,CA
james andion,o,house,2010,CA
lucille roybalallard,o,house,2010,CA
wayne miller,o,house,2010,CA
maxine waters,o,house,2010,CA
bruce brown,o,house,2010,CA
jane harman,o,house,2010,CA
mattie fein,o,house,2010,CA
herb peters,o,house,2010,CA
laura richardson,o,house,2010,CA
star parker,o,house,2010,CA
nicholas dibs,o,house,2010,CA
grace napolitano,o,house,2010,CA
robert vaughn,o,house,2010,CA
linda sanchez,o,house,2010,CA
larry andre,o,house,2010,CA
john smith,o,house,2010,CA
ed royce,o,house,2010,CA
christina avalos,o,house,2010,CA
jerry lewis,o,house,2010,CA
pat meagher,o,house,2010,CA
gary miller,o,house,2010,CA
michael williamson,o,house,2010,CA
mark lambert,o,house,2010,CA
joe baca,o,house,2010,CA
scott folkens,o,house,2010,CA
ken calvert,o,house,2010,CA
bill hedrick,o,house,2010,CA
mary bono mack,o,house,2010,CA
steve pougnet,o,house,2010,CA
bill lussenheide,o,house,2010,CA
dana rohrabacher,o,house,2010,CA
ken arnold,o,house,2010,CA
loretta sanchez,o,house,2010,CA
van tran,o,house,2010,CA
ceci iglesias,o,house,2010,CA
john campbell,o,house,2010,CA
beth krom,o,house,2010,CA
mike binkley,o,house,2010,CA
darrell issa,o,house,2010,CA
howard katz,o,house,2010,CA
dion clark,o,house,2010,CA
mike paster,o,house,2010,CA
brian bilbray,o,house,2010,CA
francine busby,o,house,2010,CA
lars grossmith,o,house,2010,CA
miriam clark,o,house,2010,CA
bob filner,o,house,2010,CA
nick popaditch,o,house,2010,CA
duncan d hunter,o,house,2010,CA
ray lutz,o,house,2010,CA
michael benoit,o,house,2010,CA
susan davis,o,house,2010,CA
michael crimmins,o,house,2010,CA
paul dekker,o,house,2010,CA
diana degette,o,house,2010,CO
mike fallon,o,house,2010,CO
gary swing,o,house,2010,CO
clint jones,o,house,2010,CO
chris styskal,o,house,2010,CO
jared polis,o,house,2010,CO
stephen bailey,o,house,2010,CO
jenna goss,o,house,2010,CO
curtis harris,o,house,2010,CO
scott tipton,o,house,2010,CO
john salazar,o,house,2010,CO
gregory gilman,o,house,2010,CO
jake segrest,o,house,2010,CO
cory gardner,o,house,2010,CO
betsy markey,o,house,2010,CO
doug aden,o,house,2010,CO
ken waskiewicz,o,house,2010,CO
doug lamborn,o,house,2010,CO
kevin bradley,o,house,2010,CO
brian scott,o,house,2010,CO
jerrell klaver,o,house,2010,CO
mike coffman,o,house,2010,CO
john flerlage,o,house,2010,CO
rob mcnealy,o,house,2010,CO
ed perlmutter,o,house,2010,CO
ryan frazier,o,house,2010,CO
buck bailey,o,house,2010,CO
john larson,o,house,2010,CT
ann brickley,o,house,2010,CT
kenneth krayeske,o,house,2010,CT
christopher hutchinson,o,house,2010,CT
joe courtney,o,house,2010,CT
janet peckinpaugh,o,house,2010,CT
scott deshefy,o,house,2010,CT
rosa delauro,o,house,2010,CT
larry labriola,o,house,2010,CT
charles pillsbury,o,house,2010,CT
jim himes,o,house,2010,CT
dan debicella,o,house,2010,CT
chris murphy,o,house,2010,CT
sam caligiuri,o,house,2010,CT
john carney,o,house,2010,DE
glen urquhart,o,house,2010,DE
earl lofland,o,house,2010,DE
brent wangen,o,house,2010,DE
jeffrey brown,o,house,2010,DE
jeff miller,o,house,2010,FL
joe cantrell,o,house,2010,FL
john krause,o,house,2010,FL
steve southerland,o,house,2010,FL
allen boyd,o,house,2010,FL
paul mckain,o,house,2010,FL
dianne berryhill,o,house,2010,FL
corrine brown,o,house,2010,FL
mike yost,o,house,2010,FL
terry martinblack,o,house,2010,FL
ander crenshaw,o,house,2010,FL
troy stanley,o,house,2010,FL
rich nugent,o,house,2010,FL
jim piccillo,o,house,2010,FL
cliff stearns,o,house,2010,FL
steve schonberg,o,house,2010,FL
john mica,o,house,2010,FL
heather beaven,o,house,2010,FL
dan webster,o,house,2010,FL
alan grayson,o,house,2010,FL
peg dunmire,o,house,2010,FL
george metcalfe,o,house,2010,FL
gus bilirakis,o,house,2010,FL
anita de palma,o,house,2010,FL
bill young,o,house,2010,FL
charlie justice,o,house,2010,FL
kathy castor,o,house,2010,FL
mike prendergast,o,house,2010,FL
dennis ross,o,house,2010,FL
lori edwards,o,house,2010,FL
randy wilkinson,o,house,2010,FL
vern buchanan,o,house,2010,FL
james golden,o,house,2010,FL
connie mack,o,house,2010,FL
james lloyd roach,o,house,2010,FL
william maverick st claire,o,house,2010,FL
bill posey,o,house,2010,FL
shannon roberts,o,house,2010,FL
tom rooney,o,house,2010,FL
jim horn,o,house,2010,FL
frederica wilson,o,house,2010,FL
roderick vereen,o,house,2010,FL
ileana roslehtinen,o,house,2010,FL
rolando banciella,o,house,2010,FL
ted deutch,o,house,2010,FL
joe budd,o,house,2010,FL
debbie wasserman schultz,o,house,2010,FL
karen harrington,o,house,2010,FL
stanley blumenthal,o,house,2010,FL
robert kunst,o,house,2010,FL
mario diazbalart,o,house,2010,FL
allen west,o,house,2010,FL
ron klein,o,house,2010,FL
alcee hastings,o,house,2010,FL
bernard sansaricq,o,house,2010,FL
sandy adams,o,house,2010,FL
suzanne kosmas,o,house,2010,FL
david rivera,o,house,2010,FL
joe garcia,o,house,2010,FL
roly arroyo,o,house,2010,FL
jack kingston,o,house,2010,GA
oscar harris,o,house,2010,GA
sanford bishop,o,house,2010,GA
mike keown,o,house,2010,GA
lynn westmoreland,o,house,2010,GA
frank saunders,o,house,2010,GA
hank johnson,o,house,2010,GA
liz carter,o,house,2010,GA
john lewis,o,house,2010,GA
fenn little,o,house,2010,GA
tom price,o,house,2010,GA
rob woodall,o,house,2010,GA
doug heckman,o,house,2010,GA
austin scott,o,house,2010,GA
jim marshall,o,house,2010,GA
tom graves,o,house,2010,GA
paul broun,o,house,2010,GA
russell edwards,o,house,2010,GA
phil gingrey,o,house,2010,GA
john barrow,o,house,2010,GA
raymond mckinney,o,house,2010,GA
david scott,o,house,2010,GA
mike crane,o,house,2010,GA
colleen hanabusa,o,house,2010,HI
charles djou,o,house,2010,HI
mazie hirono,o,house,2010,HI
john willoughby,o,house,2010,HI
patric brock,o,house,2010,HI
andrew von sonn,o,house,2010,HI
raul labrador,o,house,2010,ID
walt minnick,o,house,2010,ID
dave olson,o,house,2010,ID
mike washburn,o,house,2010,ID
mike simpson,o,house,2010,ID
mike crawford,o,house,2010,ID
brian schad,o,house,2010,ID
bobby rush,o,house,2010,IL
ray wardingley,o,house,2010,IL
jeff adams,o,house,2010,IL
jesse jackson jr,o,house,2010,IL
isaac c hayes,o,house,2010,IL
anthony williams,o,house,2010,IL
dan lipinski,o,house,2010,IL
michael bendas,o,house,2010,IL
laurel lambert schmidt,o,house,2010,IL
luis gutierrez,o,house,2010,IL
israel vazquez,o,house,2010,IL
robert j burns,o,house,2010,IL
michael quigley,o,house,2010,IL
david ratowitz,o,house,2010,IL
matthew reichel,o,house,2010,IL
peter roskam,o,house,2010,IL
benjamin lowe,o,house,2010,IL
danny davis,o,house,2010,IL
mark weiman,o,house,2010,IL
clarence desmond clemons,o,house,2010,IL
joe walsh,o,house,2010,IL
melissa bean,o,house,2010,IL
bill scheurer,o,house,2010,IL
jan schakowsky,o,house,2010,IL
joel pollak,o,house,2010,IL
simon ribeiro,o,house,2010,IL
robert dold,o,house,2010,IL
daniel seals,o,house,2010,IL
adam kinzinger,o,house,2010,IL
debbie halvorson,o,house,2010,IL
jerry costello,o,house,2010,IL
teri newman,o,house,2010,IL
rodger jennings,o,house,2010,IL
judy biggert,o,house,2010,IL
scott harper,o,house,2010,IL
randy hultgren,o,house,2010,IL
bill foster,o,house,2010,IL
daniel kairis,o,house,2010,IL
tim johnson,o,house,2010,IL
david gill,o,house,2010,IL
donald manzullo,o,house,2010,IL
george gaulrapp,o,house,2010,IL
terry campbell,o,house,2010,IL
bobby schilling,o,house,2010,IL
phil hare,o,house,2010,IL
roger davis,o,house,2010,IL
aaron schock,o,house,2010,IL
dk hirner,o,house,2010,IL
sheldon schafer,o,house,2010,IL
john shimkus,o,house,2010,IL
tim bagwell,o,house,2010,IL
pete visclosky,o,house,2010,IN
mark leyva,o,house,2010,IN
jon morris,o,house,2010,IN
joe donnelly,o,house,2010,IN
jackie walorski,o,house,2010,IN
mark vogel,o,house,2010,IN
marlin stutzman,o,house,2010,IN
tom hayhurst,o,house,2010,IN
scott wise,o,house,2010,IN
marlin stutzman,o,house,2010,IN
tom hayhurst,o,house,2010,IN
scott wise,o,house,2010,IN
todd rokita,o,house,2010,IN
david sanders,o,house,2010,IN
john duncan,o,house,2010,IN
dan burton,o,house,2010,IN
tim crawford,o,house,2010,IN
richard reid,o,house,2010,IN
jesse trueblood,o,house,2010,IN
mike pence,o,house,2010,IN
barry welsh,o,house,2010,IN
t j thompson jr,o,house,2010,IN
andre carson,o,house,2010,IN
marvin scott,o,house,2010,IN
dav wilson,o,house,2010,IN
larry bucshon,o,house,2010,IN
trent vanhaaften,o,house,2010,IN
john cunningham,o,house,2010,IN
todd young,o,house,2010,IN
baron hill,o,house,2010,IN
greg knott,o,house,2010,IN
bruce braley,o,house,2010,IA
benjamin lange,o,house,2010,IA
rob petsche,o,house,2010,IA
jason faulkner,o,house,2010,IA
david loebsack,o,house,2010,IA
mariannette millermeeks,o,house,2010,IA
gary sicard,o,house,2010,IA
jon tack,o,house,2010,IA
leonard boswell,o,house,2010,IA
brad zaun,o,house,2010,IA
rebecca williamson,o,house,2010,IA
tom latham,o,house,2010,IA
bill maske,o,house,2010,IA
dan lensing,o,house,2010,IA
steve king,o,house,2010,IA
matt campbell,o,house,2010,IA
martin james monroe,o,house,2010,IA
tim huelskamp,o,house,2010,KS
alan jilka,o,house,2010,KS
jack warner,o,house,2010,KS
lynn jenkins,o,house,2010,KS
cheryl hudspeth,o,house,2010,KS
robert garrard,o,house,2010,KS
kevin yoder,o,house,2010,KS
stephene moore,o,house,2010,KS
jasmin talbert,o,house,2010,KS
mike pompeo,o,house,2010,KS
raj goyle,o,house,2010,KS
susan ducey,o,house,2010,KS
shawn smith,o,house,2010,KS
ed whitfield,o,house,2010,KY
charles kendall hatchett,o,house,2010,KY
brett guthrie,o,house,2010,KY
ed marksberry,o,house,2010,KY
john yarmuth,o,house,2010,KY
todd lally,o,house,2010,KY
edward martin,o,house,2010,KY
michael hansen,o,house,2010,KY
geoff davis,o,house,2010,KY
john waltz,o,house,2010,KY
hal rogers,o,house,2010,KY
jim holbert,o,house,2010,KY
ben chandler,o,house,2010,KY
andy barr,o,house,2010,KY
steve scalise,o,house,2010,LA
myron katz,o,house,2010,LA
arden wells,o,house,2010,LA
cedric richmond,o,house,2010,LA
joseph cao,o,house,2010,LA
anthony marquize,o,house,2010,LA
jack radosta,o,house,2010,LA
jeff landry,o,house,2010,LA
ravi sangisetty,o,house,2010,LA
john fleming,o,house,2010,LA
david melville,o,house,2010,LA
artis cash,o,house,2010,LA
rodney alexander,o,house,2010,LA
tom gibbs,o,house,2010,LA
bill cassidy,o,house,2010,LA
merritt mcdonald,o,house,2010,LA
charles boustany,o,house,2010,LA
chellie pingree,o,house,2010,ME
dean peter scontras,o,house,2010,ME
mike michaud,o,house,2010,ME
jason levesque,o,house,2010,ME
andy harris,o,house,2010,MD
frank kratovil,o,house,2010,MD
richard james davis,o,house,2010,MD
dutch ruppersberger,o,house,2010,MD
marcello cardarelli,o,house,2010,MD
lorenzo gaztanaga,o,house,2010,MD
john sarbanes,o,house,2010,MD
jim wilhelm,o,house,2010,MD
jerry mckinley,o,house,2010,MD
alain lareau,o,house,2010,MD
donna edwards,o,house,2010,MD
robert broadus,o,house,2010,MD
steny hoyer,o,house,2010,MD
charles lollar,o,house,2010,MD
gavin shickle,o,house,2010,MD
roscoe bartlett,o,house,2010,MD
andrew duck,o,house,2010,MD
dan massey,o,house,2010,MD
michael reed,o,house,2010,MD
elijah cummings,o,house,2010,MD
frank mirable jr,o,house,2010,MD
scott spencer,o,house,2010,MD
chris van hollen jr,o,house,2010,MD
michael lee philips,o,house,2010,MD
mark grannis,o,house,2010,MD
fred nordhorn,o,house,2010,MD
john olver,o,house,2010,MA
william gunn,o,house,2010,MA
michael engel,o,house,2010,MA
richard neal,o,house,2010,MA
thomas wesley,o,house,2010,MA
jim mcgovern,o,house,2010,MA
martin lamb,o,house,2010,MA
patrick barron,o,house,2010,MA
barney frank,o,house,2010,MA
sean bielat,o,house,2010,MA
susan allen,o,house,2010,MA
donald jordan,o,house,2010,MA
niki tsongas,o,house,2010,MA
jonathan golnik,o,house,2010,MA
dale brown,o,house,2010,MA
robert clark,o,house,2010,MA
john tierney,o,house,2010,MA
bill hudak,o,house,2010,MA
ed markey,o,house,2010,MA
gerry dembrowski,o,house,2010,MA
mike capuano,o,house,2010,MA
stephen lynch,o,house,2010,MA
vernon harrison,o,house,2010,MA
philip dunkelbarger,o,house,2010,MA
william keating,o,house,2010,MA
jeff perry,o,house,2010,MA
maryanne lewis,o,house,2010,MA
james sheets,o,house,2010,MA
joe van nes,o,house,2010,MA
dan benishek,o,house,2010,MI
gary mcdowell,o,house,2010,MI
glenn wilson,o,house,2010,MI
pat lambert,o,house,2010,MI
keith shelton,o,house,2010,MI
ellis boal,o,house,2010,MI
bill huizenga,o,house,2010,MI
fred johnson,o,house,2010,MI
jay gillotte,o,house,2010,MI
ronald graeser,o,house,2010,MI
lloyd clarke,o,house,2010,MI
justin amash,o,house,2010,MI
pat miles,o,house,2010,MI
james rogers,o,house,2010,MI
ted gerrard,o,house,2010,MI
charlie shick,o,house,2010,MI
dave camp,o,house,2010,MI
jerry campbell,o,house,2010,MI
john emerick,o,house,2010,MI
clint foster,o,house,2010,MI
dale kildee,o,house,2010,MI
john kuipec,o,house,2010,MI
matt de heus,o,house,2010,MI
michael moon,o,house,2010,MI
fred upton,o,house,2010,MI
don cooney,o,house,2010,MI
mel vaulkner,o,house,2010,MI
fred strand,o,house,2010,MI
pat foster,o,house,2010,MI
tim walberg,o,house,2010,MI
mark schauer,o,house,2010,MI
scott aughney,o,house,2010,MI
greg merle,o,house,2010,MI
richard wunsch,o,house,2010,MI
mike rogers,o,house,2010,MI
lance enderle,o,house,2010,MI
bob dashairya,o,house,2010,MI
gary peters,o,house,2010,MI
andrew raczkowski,o,house,2010,MI
douglas campbell,o,house,2010,MI
adam goodman,o,house,2010,MI
bob gray,o,house,2010,MI
matthew kuofie,o,house,2010,MI
candice miller,o,house,2010,MI
henry yanez,o,house,2010,MI
claude beavers,o,house,2010,MI
candace caveny,o,house,2010,MI
thad mccotter,o,house,2010,MI
natalie mosher,o,house,2010,MI
john tatar,o,house,2010,MI
sander levin,o,house,2010,MI
don volaric,o,house,2010,MI
julia williams,o,house,2010,MI
leonard schwartz,o,house,2010,MI
lester townsend,o,house,2010,MI
alan jacquemotte,o,house,2010,MI
hansen clarke,o,house,2010,MI
john hauler,o,house,2010,MI
george corsetti,o,house,2010,MI
duane montgomery,o,house,2010,MI
heidi peterson,o,house,2010,MI
john conyers jr,o,house,2010,MI
don ukrainec,o,house,2010,MI
marc sosnowski,o,house,2010,MI
rick secula,o,house,2010,MI
john dingell,o,house,2010,MI
rob steele,o,house,2010,MI
aimee smith,o,house,2010,MI
kerry lee morgan,o,house,2010,MI
matthew furman,o,house,2010,MI
tim walz,o,house,2010,MN
randy demmer,o,house,2010,MN
steven wilson,o,house,2010,MN
lars johnson,o,house,2010,MN
john kline,o,house,2010,MN
shelly madore,o,house,2010,MN
erik paulsen,o,house,2010,MN
jim meffert,o,house,2010,MN
jon oleson,o,house,2010,MN
betty mccollum,o,house,2010,MN
teresa collett,o,house,2010,MN
steve carlson,o,house,2010,MN
keith ellison,o,house,2010,MN
joel demos,o,house,2010,MN
lynn torgerson,o,house,2010,MN
tom schrunk,o,house,2010,MN
michael cavlan,o,house,2010,MN
michele bachmann,o,house,2010,MN
tarryl clark,o,house,2010,MN
bob anderson,o,house,2010,MN
aubrey immelman,o,house,2010,MN
collin peterson,o,house,2010,MN
lee byberg,o,house,2010,MN
gene waldorf,o,house,2010,MN
glen menze,o,house,2010,MN
chip cravaack,o,house,2010,MN
jim oberstar,o,house,2010,MN
timothy olson,o,house,2010,MN
george burton,o,house,2010,MN
alan nunnelee,o,house,2010,MS
travis childers,o,house,2010,MS
wally pang,o,house,2010,MS
les green,o,house,2010,MS
a g baddley,o,house,2010,MS
gail giaranita,o,house,2010,MS
rico hoskins,o,house,2010,MS
harold taylor,o,house,2010,MS
barbara washer,o,house,2010,MS
bennie thompson,o,house,2010,MS
bill marcy,o,house,2010,MS
ashley norwood,o,house,2010,MS
gregg harper,o,house,2010,MS
joel gill,o,house,2010,MS
tracella lou ohara hill,o,house,2010,MS
steven palazzo,o,house,2010,MS
gene taylor,o,house,2010,MS
tim hampton,o,house,2010,MS
anna jewel revies,o,house,2010,MS
lacy clay,o,house,2010,MO
robyn hamlin,o,house,2010,MO
julie stone,o,house,2010,MO
todd akin,o,house,2010,MO
arthur lieber,o,house,2010,MO
steve mosbacher,o,house,2010,MO
russ carnahan,o,house,2010,MO
ed martin,o,house,2010,MO
steven hedrick,o,house,2010,MO
nick ivanovich,o,house,2010,MO
vicky hartzler,o,house,2010,MO
ike skelton,o,house,2010,MO
jason michael braun,o,house,2010,MO
greg cowan,o,house,2010,MO
emanuel cleaver,o,house,2010,MO
jacob turk,o,house,2010,MO
randy langkraehr,o,house,2010,MO
dave lay,o,house,2010,MO
sam graves,o,house,2010,MO
clint hylton,o,house,2010,MO
billy long,o,house,2010,MO
scott eckersley,o,house,2010,MO
kevin craig,o,house,2010,MO
jo ann emerson,o,house,2010,MO
tommy sowers,o,house,2010,MO
larry bill,o,house,2010,MO
rick vandeven,o,house,2010,MO
blaine luetkemeyer,o,house,2010,MO
christopher dwyer,o,house,2010,MO
denny rehberg,o,house,2010,MT
dennis mcdonald,o,house,2010,MT
mike fellows,o,house,2010,MT
jeff fortenberry,o,house,2010,NE
ivy harper,o,house,2010,NE
lee terry,o,house,2010,NE
tom white,o,house,2010,NE
adrian smith,o,house,2010,NE
rebekah davis,o,house,2010,NE
dan hill,o,house,2010,NE
shelley berkley,o,house,2010,NV
kenneth a wegner,o,house,2010,NV
jonathan j hansen,o,house,2010,NV
ed klapproth,o,house,2010,NV
dean heller,o,house,2010,NV
nancy price,o,house,2010,NV
russell best,o,house,2010,NV
joe heck,o,house,2010,NV
dina titus,o,house,2010,NV
barry michaels,o,house,2010,NV
joseph p silvestri,o,house,2010,NV
scott david narder,o,house,2010,NV
frank guinta,o,house,2010,NH
carol sheaporter,o,house,2010,NH
philip hodson,o,house,2010,NH
charlie bass,o,house,2010,NH
ann mclane kuster,o,house,2010,NH
tim vanblommesteyn,o,house,2010,NH
howard wilson,o,house,2010,NH
rob andrews,o,house,2010,NJ
dale glading,o,house,2010,NJ
mark heacock,o,house,2010,NJ
margaret chapman,o,house,2010,NJ
nicky petrutz,o,house,2010,NJ
frank lobiondo,o,house,2010,NJ
gary stein,o,house,2010,NJ
peter boyce,o,house,2010,NJ
mark lovett,o,house,2010,NJ
vitov valdesmunoz,o,house,2010,NJ
jon runyan,o,house,2010,NJ
john adler,o,house,2010,NJ
peter destefano,o,house,2010,NJ
russ conger,o,house,2010,NJ
lawrence donahue,o,house,2010,NJ
chris smith,o,house,2010,NJ
howard kleinhendler,o,house,2010,NJ
joe siano,o,house,2010,NJ
steven welzer,o,house,2010,NJ
david meiswinkle,o,house,2010,NJ
scott garrett,o,house,2010,NJ
tod thiese,o,house,2010,NJ
ed fanning,o,house,2010,NJ
mark quick,o,house,2010,NJ
james radigan,o,house,2010,NJ
frank pallone,o,house,2010,NJ
anna c little,o,house,2010,NJ
jack freudenheim,o,house,2010,NJ
karen anne zaletel,o,house,2010,NJ
leonard lance,o,house,2010,NJ
ed potosnak,o,house,2010,NJ
bill pascrell,o,house,2010,NJ
roland straten,o,house,2010,NJ
raymond giangrasso,o,house,2010,NJ
steve rothman,o,house,2010,NJ
michael agosta,o,house,2010,NJ
patricia alessandrini,o,house,2010,NJ
don payne,o,house,2010,NJ
michael alonso,o,house,2010,NJ
joanne miller,o,house,2010,NJ
robert louis toussaint,o,house,2010,NJ
rodney frelinghuysen,o,house,2010,NJ
douglas herbert,o,house,2010,NJ
jim gawron,o,house,2010,NJ
rush holt jr,o,house,2010,NJ
scott m sipprelle,o,house,2010,NJ
kenneth cody,o,house,2010,NJ
albio sires,o,house,2010,NJ
henrietta dwyer,o,house,2010,NJ
anthony zanowic,o,house,2010,NJ
maximo gomez nacer,o,house,2010,NJ
martin heinrich,o,house,2010,NM
jon barela,o,house,2010,NM
steve pearce,o,house,2010,NM
harry teague,o,house,2010,NM
ben lujan,o,house,2010,NM
tom mullins,o,house,2010,NM
tim bishop,o,house,2010,NY
randy altschuler,o,house,2010,NY
steve israel,o,house,2010,NY
john gomez,o,house,2010,NY
anthony tolda,o,house,2010,NY
peter king,o,house,2010,NY
howard kudler,o,house,2010,NY
carolyn mccarthy,o,house,2010,NY
fran becker,o,house,2010,NY
gary ackerman,o,house,2010,NY
james milano,o,house,2010,NY
elizabeth berney,o,house,2010,NY
gregory meeks,o,house,2010,NY
asher taub,o,house,2010,NY
joseph crowley,o,house,2010,NY
ken reynolds,o,house,2010,NY
anthony gronowicz,o,house,2010,NY
jerrold nadler,o,house,2010,NY
susan kone,o,house,2010,NY
anthony weiner,o,house,2010,NY
bob turner,o,house,2010,NY
ed towns,o,house,2010,NY
diana muniz,o,house,2010,NY
ernest johnson,o,house,2010,NY
yvette clarke,o,house,2010,NY
hugh carr,o,house,2010,NY
nydia velazquez,o,house,2010,NY
alice gaffney,o,house,2010,NY
mike grimm,o,house,2010,NY
michael mcmahon,o,house,2010,NY
tom vendittelli,o,house,2010,NY
carolyn maloney,o,house,2010,NY
david brumberg,o,house,2010,NY
timothy healy,o,house,2010,NY
dino laverghetta,o,house,2010,NY
charles rangel,o,house,2010,NY
michael faulkner,o,house,2010,NY
craig schley,o,house,2010,NY
roger calero,o,house,2010,NY
jose serrano,o,house,2010,NY
frank della valle,o,house,2010,NY
eliot engel,o,house,2010,NY
anthony mele,o,house,2010,NY
york kleinhandler,o,house,2010,NY
nita lowey,o,house,2010,NY
james russell,o,house,2010,NY
nan hayworth,o,house,2010,NY
john hall,o,house,2010,NY
chris gibson,o,house,2010,NY
scott murphy,o,house,2010,NY
paul tonko,o,house,2010,NY
theodore danz,o,house,2010,NY
maurice hinchey,o,house,2010,NY
george phillips,o,house,2010,NY
bill owens,o,house,2010,NY
matt doheny,o,house,2010,NY
doug hoffman,o,house,2010,NY
richard l hanna,o,house,2010,NY
mike arcuri,o,house,2010,NY
ann marie buerkle,o,house,2010,NY
dan maffei,o,house,2010,NY
chris lee,o,house,2010,NY
philip fedele,o,house,2010,NY
brian higgins,o,house,2010,NY
leonard roberto,o,house,2010,NY
louise slaughter,o,house,2010,NY
jill rowland,o,house,2010,NY
tom reed,o,house,2010,NY
matthew zeller,o,house,2010,NY
gk butterfield,o,house,2010,NC
ashley woolard,o,house,2010,NC
