name,party,race_type,year,state
renee ellmers,o,house,2010,NC
bob etheridge,o,house,2010,NC
tom rose,o,house,2010,NC
walter jones jr,o,house,2010,NC
johnny rouse,o,house,2010,NC
darryl holloman,o,house,2010,NC
david price,o,house,2010,NC
bj lawson,o,house,2010,NC
virginia foxx,o,house,2010,NC
howard coble,o,house,2010,NC
gregory scott turner,o,house,2010,NC
mike mcintyre,o,house,2010,NC
ilario pantano,o,house,2010,NC
larry kissell,o,house,2010,NC
harold johnson,o,house,2010,NC
thomas hill,o,house,2010,NC
sue myrick,o,house,2010,NC
jeff doctor,o,house,2010,NC
patrick mchenry,o,house,2010,NC
jeff gregory,o,house,2010,NC
heath shuler,o,house,2010,NC
jeff miller,o,house,2010,NC
mel watt,o,house,2010,NC
greg dority,o,house,2010,NC
lon vernon cecil,o,house,2010,NC
brad miller,o,house,2010,NC
william randall,o,house,2010,NC
rick berg,o,house,2010,ND
steve chabot,o,house,2010,OH
steve driehaus,o,house,2010,OH
jim berns,o,house,2010,OH
rich stevenson,o,house,2010,OH
jean schmidt,o,house,2010,OH
surya yalamanchili,o,house,2010,OH
marc johnston,o,house,2010,OH
mike turner,o,house,2010,OH
joe roberts,o,house,2010,OH
jim jordan,o,house,2010,OH
doug litt,o,house,2010,OH
donald kissick,o,house,2010,OH
bob latta,o,house,2010,OH
caleb finkenbiner,o,house,2010,OH
brian smith,o,house,2010,OH
bill johnson,o,house,2010,OH
charlie wilson,o,house,2010,OH
richard cadle,o,house,2010,OH
martin elsass,o,house,2010,OH
steve austria,o,house,2010,OH
bill conner,o,house,2010,OH
john anderson,o,house,2010,OH
david easton,o,house,2010,OH
john boehner,o,house,2010,OH
justin coussoule,o,house,2010,OH
david harlow,o,house,2010,OH
james condit,o,house,2010,OH
marcy kaptur,o,house,2010,OH
rich iott,o,house,2010,OH
dennis kucinich,o,house,2010,OH
peter corrigan,o,house,2010,OH
jeff goggins,o,house,2010,OH
marcia fudge,o,house,2010,OH
thomas pekarek,o,house,2010,OH
pat tiberi,o,house,2010,OH
paula brooks,o,house,2010,OH
travis irvine,o,house,2010,OH
betty sutton,o,house,2010,OH
tom ganley,o,house,2010,OH
steve latourette,o,house,2010,OH
william oneill,o,house,2010,OH
john jelenic,o,house,2010,OH
steve stivers,o,house,2010,OH
mary jo kilroy,o,house,2010,OH
william kammerer,o,house,2010,OH
david ryon,o,house,2010,OH
jim renacci,o,house,2010,OH
john boccieri,o,house,2010,OH
jeffrey blevins,o,house,2010,OH
tim ryan,o,house,2010,OH
jim graham,o,house,2010,OH
jim traficant,o,house,2010,OH
bob gibbs,o,house,2010,OH
zack space,o,house,2010,OH
lindsey dean sutton,o,house,2010,OH
john sullivan,o,house,2010,OK
angelia odell,o,house,2010,OK
dan boren,o,house,2010,OK
charles thompson,o,house,2010,OK
frank lucas,o,house,2010,OK
frankie robbins,o,house,2010,OK
tom cole,o,house,2010,OK
james lankford,o,house,2010,OK
billy coyle,o,house,2010,OK
clark duffe,o,house,2010,OK
dave white,o,house,2010,OK
david wu,o,house,2010,OR
rob cornilles,o,house,2010,OR
don lamunyon,o,house,2010,OR
chris henry,o,house,2010,OR
joe tabor,o,house,2010,OR
greg walden,o,house,2010,OR
joyce segers,o,house,2010,OR
earl blumenauer,o,house,2010,OR
delia lopez,o,house,2010,OR
jeff lawrence,o,house,2010,OR
michael meo,o,house,2010,OR
peter defazio,o,house,2010,OR
art robinson,o,house,2010,OR
mike beilstein,o,house,2010,OR
kurt schrader,o,house,2010,OR
scott bruun,o,house,2010,OR
chris lugo,o,house,2010,OR
bob brady,o,house,2010,PA
chaka fattah,o,house,2010,PA
rick hellberg,o,house,2010,PA
mike kelly,o,house,2010,PA
kathy dahlkemper,o,house,2010,PA
jason altmire,o,house,2010,PA
keith rothfus,o,house,2010,PA
gt thompson,o,house,2010,PA
michael pipe,o,house,2010,PA
vernon etzel,o,house,2010,PA
jim gerlach,o,house,2010,PA
manan trivedi,o,house,2010,PA
pat meehan,o,house,2010,PA
bryan lentz,o,house,2010,PA
jim schneller,o,house,2010,PA
mike fitzpatrick,o,house,2010,PA
patrick murphy,o,house,2010,PA
bill shuster,o,house,2010,PA
tom conners,o,house,2010,PA
tom marino,o,house,2010,PA
chris carney,o,house,2010,PA
lou barletta,o,house,2010,PA
paul kanjorski,o,house,2010,PA
mark critz,o,house,2010,PA
tim burns,o,house,2010,PA
allyson schwartz,o,house,2010,PA
dee adcock,o,house,2010,PA
mike doyle,o,house,2010,PA
melissa haluszczak,o,house,2010,PA
ed bortz,o,house,2010,PA
charlie dent,o,house,2010,PA
john callahan,o,house,2010,PA
jake towne,o,house,2010,PA
joe pitts,o,house,2010,PA
lois herr,o,house,2010,PA
tim holden,o,house,2010,PA
dave argall,o,house,2010,PA
tim murphy,o,house,2010,PA
dan connolly,o,house,2010,PA
todd platts,o,house,2010,PA
ryan sanders,o,house,2010,PA
joshua monighan,o,house,2010,PA
david cicilline,o,house,2010,RI
john j loughlin,o,house,2010,RI
kenneth capalbo,o,house,2010,RI
gregory raposa,o,house,2010,RI
jim langevin,o,house,2010,RI
mark zaccaria,o,house,2010,RI
john matson,o,house,2010,RI
tim scott,o,house,2010,SC
ben frasier,o,house,2010,SC
robert burton,o,house,2010,SC
bob dobbs,o,house,2010,SC
keith blandford,o,house,2010,SC
jimmy wood,o,house,2010,SC
mac mccullough,o,house,2010,SC
joe wilson,o,house,2010,SC
rob miller,o,house,2010,SC
eddie mccain,o,house,2010,SC
marc beaman,o,house,2010,SC
jeff duncan,o,house,2010,SC
jane ballard dyer,o,house,2010,SC
john dalen,o,house,2010,SC
trey gowdy,o,house,2010,SC
paul corden,o,house,2010,SC
dave edwards,o,house,2010,SC
rick mahler,o,house,2010,SC
faye walters,o,house,2010,SC
mick mulvaney,o,house,2010,SC
john spratt,o,house,2010,SC
jim clyburn,o,house,2010,SC
jim pratt,o,house,2010,SC
nammu muhammad,o,house,2010,SC
kristi noem,o,house,2010,SD
stephanie herseth sandlin,o,house,2010,SD
thomas marking,o,house,2010,SD
phil roe,o,house,2010,TN
michael clark,o,house,2010,TN
kermit steck,o,house,2010,TN
jimmy duncan,o,house,2010,TN
dave hancock,o,house,2010,TN
joseph leinweber jr,o,house,2010,TN
andy andrew,o,house,2010,TN
greg samples,o,house,2010,TN
h headings,o,house,2010,TN
charles fleischmann,o,house,2010,TN
john wolfe jr,o,house,2010,TN
savas kyriakidis,o,house,2010,TN
mark devol,o,house,2010,TN
don barkman,o,house,2010,TN
gregory goodwin,o,house,2010,TN
robert humphries,o,house,2010,TN
mo kiah,o,house,2010,TN
scott desjarlais,o,house,2010,TN
lincoln davis,o,house,2010,TN
paul curtis,o,house,2010,TN
gerald york,o,house,2010,TN
james gray,o,house,2010,TN
richard johnson,o,house,2010,TN
jim cooper,o,house,2010,TN
david hall,o,house,2010,TN
stephen collings,o,house,2010,TN
jacqueline miller,o,house,2010,TN
john smith,o,house,2010,TN
william crook,o,house,2010,TN
john miglietta,o,house,2010,TN
james whitfield ii,o,house,2010,TN
nathan harden,o,house,2010,TN
joe moore,o,house,2010,TN
thomas taylor,o,house,2010,TN
diane black,o,house,2010,TN
brett carter,o,house,2010,TN
jim boyd,o,house,2010,TN
tommy hay,o,house,2010,TN
david purcell,o,house,2010,TN
brandon gore,o,house,2010,TN
stephen sprague,o,house,2010,TN
marsha blackburn,o,house,2010,TN
greg rabidoux,o,house,2010,TN
bill stone,o,house,2010,TN
stephen fincher,o,house,2010,TN
roy herron,o,house,2010,TN
donn janes,o,house,2010,TN
mark rawles,o,house,2010,TN
steve cohen,o,house,2010,TN
charlotte bergmann,o,house,2010,TN
sandra sullivan,o,house,2010,TN
perry steele,o,house,2010,TN
louie gohmert,o,house,2010,TX
charles parkes,o,house,2010,TX
ted poe,o,house,2010,TX
david smith,o,house,2010,TX
sam johnson,o,house,2010,TX
john lingenfelder,o,house,2010,TX
christopher claytor,o,house,2010,TX
ralph hall,o,house,2010,TX
valinda hathcox,o,house,2010,TX
jim prindle,o,house,2010,TX
shane shepard,o,house,2010,TX
jeb hensarling,o,house,2010,TX
tom berry,o,house,2010,TX
ken ashby,o,house,2010,TX
joe barton,o,house,2010,TX
david cozad,o,house,2010,TX
byron severns,o,house,2010,TX
john culberson,o,house,2010,TX
bob townsend,o,house,2010,TX
kevin brady,o,house,2010,TX
kent hargett,o,house,2010,TX
bruce west,o,house,2010,TX
al green,o,house,2010,TX
steve mueller,o,house,2010,TX
michael hope,o,house,2010,TX
michael mccaul,o,house,2010,TX
ted ankrum,o,house,2010,TX
jp perkins,o,house,2010,TX
mike conaway,o,house,2010,TX
james quillan,o,house,2010,TX
james powell,o,house,2010,TX
jim howe,o,house,2010,TX
kay granger,o,house,2010,TX
tracey smith,o,house,2010,TX
matthew sodolow,o,house,2010,TX
mac thornberry,o,house,2010,TX
keith dyer,o,house,2010,TX
john burwell,o,house,2010,TX
ron paul,o,house,2010,TX
robert pruett,o,house,2010,TX
ruben hinojosa,o,house,2010,TX
eddie zamora,o,house,2010,TX
aaron cohn,o,house,2010,TX
silvestre reyes,o,house,2010,TX
tim besco,o,house,2010,TX
bill collins,o,house,2010,TX
bill flores,o,house,2010,TX
chet edwards,o,house,2010,TX
richard kelly,o,house,2010,TX
sheila jackson lee,o,house,2010,TX
john faulk,o,house,2010,TX
mike taylor,o,house,2010,TX
randy neugebauer,o,house,2010,TX
andy wilson,o,house,2010,TX
chip peterson,o,house,2010,TX
charlie gonzalez,o,house,2010,TX
clayton trotter,o,house,2010,TX
michael idrogo,o,house,2010,TX
lamar smith,o,house,2010,TX
laney melnick,o,house,2010,TX
james arthur strohm,o,house,2010,TX
pete olson,o,house,2010,TX
kesha rogers,o,house,2010,TX
steven susman,o,house,2010,TX
quico canseco,o,house,2010,TX
ciro rodriguez,o,house,2010,TX
craig stephens,o,house,2010,TX
martin nitschke,o,house,2010,TX
ed scharf,o,house,2010,TX
kenny marchant,o,house,2010,TX
david sparks,o,house,2010,TX
lloyd doggett,o,house,2010,TX
donna campbell,o,house,2010,TX
jim stutsman,o,house,2010,TX
michael burgess,o,house,2010,TX
neil durrance,o,house,2010,TX
mark boler,o,house,2010,TX
blake farenthold,o,house,2010,TX
solomon ortiz,o,house,2010,TX
ed mishou,o,house,2010,TX
henry cuellar,o,house,2010,TX
bryan underwood,o,house,2010,TX
stephen kaat,o,house,2010,TX
gene green,o,house,2010,TX
roy morales,o,house,2010,TX
brad walters,o,house,2010,TX
eddie bernice johnson,o,house,2010,TX
stephen broden,o,house,2010,TX
j b oswalt,o,house,2010,TX
john carter,o,house,2010,TX
bill oliver,o,house,2010,TX
pete sessions,o,house,2010,TX
grier raggio,o,house,2010,TX
john jay myers,o,house,2010,TX
rob bishop,o,house,2010,UT
morgan bowen,o,house,2010,UT
kirk pearson,o,house,2010,UT
jared paul stratton,o,house,2010,UT
jim matheson,o,house,2010,UT
morgan philpot,o,house,2010,UT
randall hinton,o,house,2010,UT
dave glissmeyer,o,house,2010,UT
wayne hill,o,house,2010,UT
jason chaffetz,o,house,2010,UT
karen hyer,o,house,2010,UT
douglas sligting,o,house,2010,UT
jake shannon,o,house,2010,UT
joseph puente,o,house,2010,UT
peter welch,o,house,2010,VT
paul beaudry,o,house,2010,VT
gus jaccaci,o,house,2010,VT
jane newton,o,house,2010,VT
rob wittman,o,house,2010,VA
krystal ball,o,house,2010,VA
glenda gail parker,o,house,2010,VA
scott rigell,o,house,2010,VA
glenn nye,o,house,2010,VA
kenny golden,o,house,2010,VA
bobby scott,o,house,2010,VA
chuck smith,o,house,2010,VA
james quigley,o,house,2010,VA
john d kelly,o,house,2010,VA
randy forbes,o,house,2010,VA
wynne legrow,o,house,2010,VA
robert hurt,o,house,2010,VA
tom perriello,o,house,2010,VA
jeffrey clark,o,house,2010,VA
bob goodlatte,o,house,2010,VA
jeffrey vanke,o,house,2010,VA
stuart bain,o,house,2010,VA
eric cantor,o,house,2010,VA
rick waugh,o,house,2010,VA
floyd bayne,o,house,2010,VA
jim moran,o,house,2010,VA
patrick murphy,o,house,2010,VA
ron fisher,o,house,2010,VA
morgan griffith,o,house,2010,VA
rick boucher,o,house,2010,VA
jeremiah heaton,o,house,2010,VA
frank wolf,o,house,2010,VA
jeff barnett,o,house,2010,VA
william redpath,o,house,2010,VA
gerry connolly,o,house,2010,VA
keith fimian,o,house,2010,VA
chris decarlo,o,house,2010,VA
david dotson,o,house,2010,VA
david gillis,o,house,2010,VA
jay inslee,o,house,2010,WA
james watkins,o,house,2010,WA
rick larsen,o,house,2010,WA
john koster,o,house,2010,WA
jaime herrera,o,house,2010,WA
denny heck,o,house,2010,WA
doc hastings,o,house,2010,WA
jay clough,o,house,2010,WA
cathy mcmorris rodgers,o,house,2010,WA
daryl romeyn,o,house,2010,WA
norm dicks,o,house,2010,WA
doug cloud,o,house,2010,WA
jim mcdermott,o,house,2010,WA
bob jeffersschroder,o,house,2010,WA
dave reichert,o,house,2010,WA
suzan delbene,o,house,2010,WA
adam smith,o,house,2010,WA
dick muri,o,house,2010,WA
david mckinley,o,house,2010,WV
mike oliverio,o,house,2010,WV
shelley capito,o,house,2010,WV
virginia lynch graf,o,house,2010,WV
phil hudok,o,house,2010,WV
nick rahall,o,house,2010,WV
spike maynard,o,house,2010,WV
paul ryan,o,house,2010,WI
john heckenlively,o,house,2010,WI
joseph kexel,o,house,2010,WI
tammy baldwin,o,house,2010,WI
chad lee,o,house,2010,WI
ron kind,o,house,2010,WI
dan kapanke,o,house,2010,WI
michael krsiean,o,house,2010,WI
gwen moore,o,house,2010,WI
dan sebring,o,house,2010,WI
ahmad ayyash,o,house,2010,WI
jim sensenbrenner,o,house,2010,WI
todd kolosso,o,house,2010,WI
robert r raymond,o,house,2010,WI
tom petri,o,house,2010,WI
joseph kallas,o,house,2010,WI
sean duffy,o,house,2010,WI
julie lassa,o,house,2010,WI
gary kauther,o,house,2010,WI
reid ribble,o,house,2010,WI
steve kagen,o,house,2010,WI
cynthia lummis,o,house,2010,WY
david wendt,o,house,2010,WY
john love,o,house,2010,WY
jo bonner,r,house,2012,AL
martha roby,r,house,2012,AL
therese ford,d,house,2012,AL
mike rogers,r,house,2012,AL
john andrew harris,d,house,2012,AL
robert aderholt,r,house,2012,AL
daniel boman,d,house,2012,AL
mo brooks,r,house,2012,AL
charlie holley,d,house,2012,AL
spencer bachus,r,house,2012,AL
penny bailey,d,house,2012,AL
terri sewell,d,house,2012,AL
don chamberlain,r,house,2012,AL
don young,r,house,2012,AK
sharon cissna,d,house,2012,AK
jim mcdermott,o,house,2012,AK
ted gianoutsos,o,house,2012,AK
ann kirkpatrick,d,house,2012,AZ
jonathan paton,r,house,2012,AZ
kim allen,o,house,2012,AZ
ron barber,d,house,2012,AZ
martha mcsally,r,house,2012,AZ
anthony powell,o,house,2012,AZ
raul grijalva,d,house,2012,AZ
gabriela saucedo mercer,r,house,2012,AZ
blanca guerra,o,house,2012,AZ
paul gosar,r,house,2012,AZ
johnnie robinson,d,house,2012,AZ
joe pamelia,o,house,2012,AZ
matt salmon,r,house,2012,AZ
spencer morgan,d,house,2012,AZ
david schweikert,r,house,2012,AZ
matt jette,d,house,2012,AZ
jack anderson,o,house,2012,AZ
m salazar,o,house,2012,AZ
ed pastor,d,house,2012,AZ
trent franks,r,house,2012,AZ
gene scharer,d,house,2012,AZ
kyrsten sinema,d,house,2012,AZ
vernon parker,r,house,2012,AZ
powell gammill,o,house,2012,AZ
rick crawford,r,house,2012,AR
scott ellington,d,house,2012,AR
jessica paxton,o,house,2012,AR
jacob holloway,o,house,2012,AR
timothy griffin,r,house,2012,AR
herb rule,d,house,2012,AR
barbara ward,o,house,2012,AR
chris hayes,o,house,2012,AR
steve womack,r,house,2012,AR
rebekah kennedy,o,house,2012,AR
david pangrac,o,house,2012,AR
tom cotton,r,house,2012,AR
gene jeffress,d,house,2012,AR
josh drake,o,house,2012,AR
bobby tullis,o,house,2012,AR
doug lamalfa,r,house,2012,CA
jim reed,d,house,2012,CA
jared huffman,d,house,2012,CA
daniel roberts,r,house,2012,CA
john garamendi,d,house,2012,CA
kim vann,r,house,2012,CA
tom mcclintock,r,house,2012,CA
jack uppal,d,house,2012,CA
mike thompson,d,house,2012,CA
randy loftin,r,house,2012,CA
doris matsui,d,house,2012,CA
joseph mccray sr,r,house,2012,CA
ami bera,d,house,2012,CA
dan lungren,r,house,2012,CA
paul cook,r,house,2012,CA
gregg imus,r,house,2012,CA
jerry mcnerney,d,house,2012,CA
ricky gill,r,house,2012,CA
jeff denham,r,house,2012,CA
jose m hernandez,d,house,2012,CA
george miller,d,house,2012,CA
virginia fuller,r,house,2012,CA
nancy pelosi,d,house,2012,CA
john dennis,r,house,2012,CA
barbara lee,d,house,2012,CA
jackie speier,d,house,2012,CA
deborah bacigalupi,r,house,2012,CA
eric swalwell,d,house,2012,CA
pete stark,d,house,2012,CA
jim costa,d,house,2012,CA
brian whelan,r,house,2012,CA
mike honda,d,house,2012,CA
evelyn li,r,house,2012,CA
anna eshoo,d,house,2012,CA
dave chapman,r,house,2012,CA
zoe lofgren,d,house,2012,CA
robert murray,r,house,2012,CA
sam farr,d,house,2012,CA
jeff taylor,r,house,2012,CA
david valadao,r,house,2012,CA
john hernandez,d,house,2012,CA
devin nunes,r,house,2012,CA
otto lee,d,house,2012,CA
kevin mccarthy,r,house,2012,CA
lois capps,d,house,2012,CA
abel maldonado,r,house,2012,CA
howard mckeon,r,house,2012,CA
lee rogers,d,house,2012,CA
julia brownley,d,house,2012,CA
tony strickland,r,house,2012,CA
judy chu,d,house,2012,CA
jack orswell,r,house,2012,CA
adam schiff,d,house,2012,CA
phil jennerjahn,r,house,2012,CA
tony cardenas,d,house,2012,CA
brad sherman,d,house,2012,CA
howard berman,d,house,2012,CA
gary miller,r,house,2012,CA
robert dutton,r,house,2012,CA
grace napolitano,d,house,2012,CA
david l miller,r,house,2012,CA
henry waxman,d,house,2012,CA
xavier becerra,d,house,2012,CA
stephen c smith,r,house,2012,CA
gloria negrete mcleod,d,house,2012,CA
joe baca,d,house,2012,CA
raul ruiz,d,house,2012,CA
mary bono mack,r,house,2012,CA
karen bass,d,house,2012,CA
morgan osborne,r,house,2012,CA
linda sanchez,d,house,2012,CA
benjamin campos,r,house,2012,CA
ed royce,r,house,2012,CA
jay chen,d,house,2012,CA
lucille roybalallard,d,house,2012,CA
david sanchez,d,house,2012,CA
mark takano,d,house,2012,CA
john tavaglione,r,house,2012,CA
ken calvert,r,house,2012,CA
michael williamson,d,house,2012,CA
maxine waters,d,house,2012,CA
bob flores,d,house,2012,CA
janice hahn,d,house,2012,CA
laura richardson,d,house,2012,CA
john campbell,r,house,2012,CA
sukhee kang,d,house,2012,CA
loretta sanchez,d,house,2012,CA
jerry hayden,r,house,2012,CA
alan lowenthal,d,house,2012,CA
gary delong,r,house,2012,CA
dana rohrabacher,r,house,2012,CA
ron varasteh,d,house,2012,CA
darrell issa,r,house,2012,CA
jerry tetalman,d,house,2012,CA
duncan d hunter,r,house,2012,CA
david b secor,d,house,2012,CA
juan vargas,d,house,2012,CA
michael crimmins,r,house,2012,CA
scott peters,d,house,2012,CA
brian bilbray,r,house,2012,CA
susan davis,d,house,2012,CA
nick popaditch,r,house,2012,CA
diana degette,d,house,2012,CO
danny stroud,r,house,2012,CO
frank atwood,o,house,2012,CO
gary swing,o,house,2012,CO
jared polis,d,house,2012,CO
kevin lundberg,r,house,2012,CO
randy luallin,o,house,2012,CO
susan p hall,o,house,2012,CO
scott tipton,r,house,2012,CO
sal pace,d,house,2012,CO
tisha casida,o,house,2012,CO
gregory gilman,o,house,2012,CO
cory gardner,r,house,2012,CO
brandon shaffer,d,house,2012,CO
josh gilliland,o,house,2012,CO
doug lamborn,r,house,2012,CO
dave anderson,o,house,2012,CO
jim pirtle,o,house,2012,CO
misha luzov,o,house,2012,CO
mike coffman,r,house,2012,CO
joe miklosi,d,house,2012,CO
kathy polhemus,o,house,2012,CO
patrick provost,o,house,2012,CO
ed perlmutter,d,house,2012,CO
joe coors jr,r,house,2012,CO
buck bailey,o,house,2012,CO
john larson,d,house,2012,CT
john henry decker,r,house,2012,CT
mike derosa,o,house,2012,CT
matthew corey,o,house,2012,CT
joe courtney,d,house,2012,CT
paul formica,r,house,2012,CT
colin d bennett,o,house,2012,CT
dan reale,o,house,2012,CT
rosa delauro,d,house,2012,CT
wayne winsley,r,house,2012,CT
jim himes,d,house,2012,CT
steve obsitnik,r,house,2012,CT
elizabeth esty,d,house,2012,CT
andrew roraback,r,house,2012,CT
john pistone,o,house,2012,CT
john carney,d,house,2012,DE
tom kovach,r,house,2012,DE
bernard august,o,house,2012,DE
scott gesty,o,house,2012,DE
jeff miller,r,house,2012,FL
jim bryan,d,house,2012,FL
calen fretts,o,house,2012,FL
steve southerland,r,house,2012,FL
al lawson,d,house,2012,FL
ted yoho,r,house,2012,FL
j r gaillot jr,d,house,2012,FL
phil dodds,o,house,2012,FL
ander crenshaw,r,house,2012,FL
jim klauder,o,house,2012,FL
corrine brown,d,house,2012,FL
leanne kolb,r,house,2012,FL
eileen fleming,o,house,2012,FL
ron desantis,r,house,2012,FL
heather beaven,d,house,2012,FL
john mica,r,house,2012,FL
jason kendall,d,house,2012,FL
bill posey,r,house,2012,FL
shannon roberts,d,house,2012,FL
richard gillmor,o,house,2012,FL
alan grayson,d,house,2012,FL
todd long,r,house,2012,FL
mike nieves,o,house,2012,FL
roberto sanchez,o,house,2012,FL
dan webster,r,house,2012,FL
val demings,d,house,2012,FL
rich nugent,r,house,2012,FL
dave werder,d,house,2012,FL
gus bilirakis,r,house,2012,FL
jonathan michael snow,d,house,2012,FL
john russell,o,house,2012,FL
paul elliot,o,house,2012,FL
bill young,r,house,2012,FL
jessica ehrlich,d,house,2012,FL
kathy castor,d,house,2012,FL
e j otero,r,house,2012,FL
bill kee,o,house,2012,FL
dennis ross,r,house,2012,FL
vern buchanan,r,house,2012,FL
keith fitzgerald,d,house,2012,FL
tom rooney,r,house,2012,FL
will bronson,d,house,2012,FL
patrick murphy,d,house,2012,FL
allen west,r,house,2012,FL
trey radel,r,house,2012,FL
james roach,d,house,2012,FL
brandon smith,o,house,2012,FL
alcee hastings,d,house,2012,FL
randall terry,o,house,2012,FL
ted deutch,d,house,2012,FL
mike trout,o,house,2012,FL
cesar henao,o,house,2012,FL
lois frankel,d,house,2012,FL
adam hasner,r,house,2012,FL
debbie wasserman schultz,d,house,2012,FL
karen harrington,r,house,2012,FL
ilya katz,o,house,2012,FL
frederica wilson,d,house,2012,FL
mario diazbalart,r,house,2012,FL
stanley blumenthal,o,house,2012,FL
joe garcia,d,house,2012,FL
david rivera,r,house,2012,FL
angel fernandez,o,house,2012,FL
jose peixoto,o,house,2012,FL
ileana roslehtinen,r,house,2012,FL
manny yevancy,d,house,2012,FL
thomas cruzwiggins,o,house,2012,FL
jack kingston,r,house,2012,GA
lesli messinger,d,house,2012,GA
sanford bishop,d,house,2012,GA
john house,r,house,2012,GA
lynn westmoreland,r,house,2012,GA
hank johnson,d,house,2012,GA
j chris vaughn,r,house,2012,GA
john lewis,d,house,2012,GA
howard stopeck,r,house,2012,GA
tom price,r,house,2012,GA
jeff kazanow,d,house,2012,GA
rob woodall,r,house,2012,GA
steve reilly,d,house,2012,GA
austin scott,r,house,2012,GA
doug collins,r,house,2012,GA
jody cooley,d,house,2012,GA
paul broun,r,house,2012,GA
phil gingrey,r,house,2012,GA
patrick thompson,d,house,2012,GA
john barrow,d,house,2012,GA
lee anderson,r,house,2012,GA
david scott,d,house,2012,GA
shahid malik,r,house,2012,GA
tom graves,r,house,2012,GA
daniel grant,d,house,2012,GA
colleen hanabusa,d,house,2012,HI
charles djou,r,house,2012,HI
tulsi gabbard,d,house,2012,HI
kawika crowley,r,house,2012,HI
pat brock,o,house,2012,HI
raul labrador,r,house,2012,ID
jimmy farris,d,house,2012,ID
rob oates,o,house,2012,ID
mike simpson,r,house,2012,ID
nicole lefavour,d,house,2012,ID
bobby rush,d,house,2012,IL
donald peloquin,r,house,2012,IL
jesse jackson jr,d,house,2012,IL
brian woodworth,r,house,2012,IL
marcus lewis,o,house,2012,IL
dan lipinski,d,house,2012,IL
richard grabowski,r,house,2012,IL
luis gutierrez,d,house,2012,IL
hector concepcion,r,house,2012,IL
mike quigley,d,house,2012,IL
dan schmitt,r,house,2012,IL
nancy wade,o,house,2012,IL
peter roskam,r,house,2012,IL
leslie coolidge,d,house,2012,IL
danny k davis,d,house,2012,IL
rita zak,r,house,2012,IL
john h monaghan,o,house,2012,IL
tammy duckworth,d,house,2012,IL
joe walsh,r,house,2012,IL
jan schakowsky,d,house,2012,IL
tim wolfe,r,house,2012,IL
brad schneider,d,house,2012,IL
robert dold,r,house,2012,IL
bill foster,d,house,2012,IL
judy biggert,r,house,2012,IL
william enyart,d,house,2012,IL
jason plummer,r,house,2012,IL
paula bradshaw,o,house,2012,IL
rodney l davis,r,house,2012,IL
david gill,d,house,2012,IL
john hartman,o,house,2012,IL
randy hultgren,r,house,2012,IL
dennis anderson,d,house,2012,IL
john shimkus,r,house,2012,IL
angela michael,d,house,2012,IL
adam kinzinger,r,house,2012,IL
wanda rohl,d,house,2012,IL
cheri bustos,d,house,2012,IL
bobby schilling,r,house,2012,IL
aaron schock,r,house,2012,IL
steve waterworth,d,house,2012,IL
peter visclosky,d,house,2012,IN
joel phelps,r,house,2012,IN
jackie walorski,r,house,2012,IN
brendan mullen,d,house,2012,IN
joe ruiz,o,house,2012,IN
marlin stutzman,r,house,2012,IN
kevin boyd,d,house,2012,IN
todd rokita,r,house,2012,IN
tara nelson,d,house,2012,IN
benjamin gehlhausen,o,house,2012,IN
susan brooks,r,house,2012,IN
scott reske,d,house,2012,IN
chard reid,o,house,2012,IN
luke messer,r,house,2012,IN
brad bookout,d,house,2012,IN
rex bell,o,house,2012,IN
andre carson,d,house,2012,IN
carlos may,r,house,2012,IN
larry bucshon,r,house,2012,IN
dave crooks,d,house,2012,IN
bart gadau,o,house,2012,IN
todd young,r,house,2012,IN
shelli yoder,d,house,2012,IN
bruce braley,d,house,2012,IA
ben lange,r,house,2012,IA
greg hughes,o,house,2012,IA
david loebsack,d,house,2012,IA
john archer,r,house,2012,IA
alan aversa,o,house,2012,IA
tom latham,r,house,2012,IA
leonard boswell,d,house,2012,IA
scott batcher,o,house,2012,IA
steve king,r,house,2012,IA
christie vilsack,d,house,2012,IA
martin james monroe,o,house,2012,IA
tim huelskamp,r,house,2012,KS
lynn jenkins,r,house,2012,KS
tobias schlingensiepen,d,house,2012,KS
dennis hawver,o,house,2012,KS
kevin yoder,r,house,2012,KS
joel balam,o,house,2012,KS
mike pompeo,r,house,2012,KS
robert tillman,d,house,2012,KS
thomas jefferson,o,house,2012,KS
ed whitfield,r,house,2012,KY
charles hatchett,d,house,2012,KY
brett guthrie,r,house,2012,KY
david williams,d,house,2012,KY
andrew beacham,o,house,2012,KY
craig astor,o,house,2012,KY
john yarmuth,d,house,2012,KY
brooks wicker,r,house,2012,KY
robert l devore jr,o,house,2012,KY
thomas massie,r,house,2012,KY
bill adkins,d,house,2012,KY
david lewis,o,house,2012,KY
hal rogers,r,house,2012,KY
ken stepp,d,house,2012,KY
andy barr,r,house,2012,KY
ben chandler,d,house,2012,KY
randolph vance,o,house,2012,KY
steve scalise,r,house,2012,LA
mv mendoza,d,house,2012,LA
gary king,r,house,2012,LA
cedric richmond,d,house,2012,LA
gary landrieu,d,house,2012,LA
dwayne bailey,r,house,2012,LA
josue larose,r,house,2012,LA
caleb trotter,o,house,2012,LA
charles boustany,r,house,2012,LA
jeff landry,r,house,2012,LA
john fleming,r,house,2012,LA
randall lord,o,house,2012,LA
rodney alexander,r,house,2012,LA
